Date,AVUV,BIL,DFSVX,DXY,EFV,FBTC,FGBPX,FIKQX,FIWDX,FRDM,FSRIX,IMCB,JBND,JIVE,JMSFX,JMSIX,JPIE,MGK,MGV,MTUM,NERYX,PIMIX,SPHB,VEU,VFINX,VIX,VOO,WOBDX,XLF,XLG,XLRE,XLV
2008-10-08,16.80239372678497,91.84,16.920000076293945,80.91000366210938,42.20000076293945,,6.599999904632568,,,,10.4399995803833,13.767499923706055,,40.65222045995242,,,,6.93,33.51,,10.449999809265137,9.170000076293945,,35.02,90.75,57.529998779296875,66.6,10.5,12.412672996520996,7.670000076293945,,27.350000381469727
2008-10-09,15.26925299215848,91.98,15.380000114440918,81.16000366210938,39.959999084472656,,6.539999961853027,,,,10.300000190734863,13.074999809265137,,38.49437747819191,,,,6.62,31.03,,10.350000381469727,9.069999694824219,,32.9,83.83999633789062,63.91999816894531,61.52,10.430000305175781,11.121040344238281,7.169000148773193,,25.25
2008-10-10,15.91151465125877,92.06,16.010000228881836,83.0,38.16999816894531,,6.440000057220459,,,,10.020000457763672,12.992500305175781,,36.77002973830294,,,,6.45,30.41,,10.149999618530273,8.949999809265137,,32.51,82.87000274658203,69.94999694824219,60.81,10.359999656677246,12.266449928283691,7.107999801635742,,24.139999389648438
2008-10-13,17.19603796945935,91.7,17.309999465942383,81.87999725341797,44.18000030517578,,6.449999809265137,,,,10.029999732971191,14.077500343322754,,42.55959952418716,,,,7.16,33.62,,10.149999618530273,9.020000457763672,,36.93,92.45999908447266,54.9900016784668,67.85,10.359999656677246,13.225020408630371,7.8420000076293945,,27.049999237060547
2008-10-14,16.82311184482047,91.86,16.93000030517578,81.36000061035156,43.09000015258789,,6.440000057220459,,,,10.130000114440918,13.96500015258789,,41.50957771609834,,,,7.0,34.18,,10.239999771118164,8.960000038146973,,36.17,91.97000122070312,55.130001068115234,67.49,10.319999694824219,14.077984809875488,7.7789998054504395,,27.600000381469727
2008-10-15,15.33140734626496,91.89,15.4399995803833,82.05000305175781,38.459999084472656,,6.409999847412109,,,,9.989999771118164,12.462499618530273,,37.04939333862015,,,,6.38,31.01,,10.1899995803833,8.949999809265137,,32.0,83.66999816894531,69.25,61.4,10.329999923706055,12.550771713256836,7.110000133514404,,24.899999618530273
2008-10-16,16.24300453982666,91.83,16.350000381469727,82.45999908447266,40.84000015258789,,6.440000057220459,,,,9.930000305175781,12.920000076293945,,39.34210150674069,,,,6.64,32.26,,10.149999618530273,8.920000076293945,,33.48,87.2300033569336,67.61000061035156,64.01,10.34000015258789,12.835092544555664,7.4029998779296875,,26.200000762939453
2008-10-17,15.87007841518778,91.64,15.979999542236328,82.41000366210938,40.22999954223633,,6.400000095367432,,,,9.869999885559082,12.914999961853027,,38.75447462331483,,,,6.65,31.94,,10.130000114440918,8.920000076293945,,32.92,86.69000244140625,70.33000183105469,63.62,10.34000015258789,12.469536781311035,7.379000186920166,,26.100000381469727
2008-10-20,16.36731324803962,91.86,16.469999313354492,83.0999984741211,42.619998931884766,,6.460000038146973,,,,9.869999885559082,13.507499694824219,,41.05681601903252,,,,6.93,33.43,,10.220000267028809,8.989999771118164,,34.56,90.81999969482422,52.970001220703125,66.65,10.380000114440918,13.086920738220215,7.736999988555908,,27.149999618530273
2008-10-21,15.91151465125877,91.86,16.020000457763672,83.98999786376953,40.47999954223633,,6.46999979019165,,,,9.84000015258789,13.0600004196167,,38.99530531324346,,,,6.71,32.78,,10.319999694824219,9.039999961853027,,33.0,88.02999877929688,53.11000061035156,64.6,10.470000267028809,12.688871383666992,7.49399995803833,,27.06999969482422
2008-10-22,15.08278992983904,91.74,15.180000305175781,85.37000274658203,37.52000045776367,,6.489999771118164,,,,9.770000457763672,12.21500015258789,,36.14386994448851,,,,6.35,30.76,,10.34000015258789,9.020000457763672,,30.34,82.66999816894531,69.6500015258789,60.67,10.489999771118164,11.892769813537598,7.048999786376953,,26.399999618530273
2008-10-23,14.75130004127115,91.86,14.850000381469727,85.36000061035156,38.650001525878906,,6.46999979019165,,,,9.720000267028809,11.962499618530273,,37.2324246629659,,,,6.33,31.53,,10.34000015258789,8.979999542236328,,30.68,83.72000122070312,67.80000305175781,61.44,10.510000228881836,11.770917892456055,7.199999809265137,,25.790000915527344
2008-10-24,14.2955014444903,91.76,14.380000114440918,86.44000244140625,36.09000015258789,,6.409999847412109,,,,9.630000114440918,11.607500076293945,,34.76631839809676,,,,6.16,30.5,,10.180000305175781,8.880000114440918,,28.9,80.81999969482422,79.12999725341797,59.31,10.430000305175781,11.00731086730957,6.993000030517578,,25.700000762939453
2008-10-27,13.71539413949649,91.9,13.8100004196167,86.93000030517578,33.849998474121094,,6.369999885559082,,,,9.59000015258789,11.125,,32.60847541633625,,,,5.93,29.49,,10.140000343322754,8.819999694824219,,27.21,78.25,80.05999755859375,57.42,10.390000343322754,10.706742286682129,6.769000053405762,,24.600000381469727
2008-10-28,14.56483697895171,91.88,14.670000076293945,87.02999877929688,37.4900016784668,,6.329999923706055,,,,9.579999923706055,12.227499961853027,,36.11497026169707,,,,6.53,32.45,,10.0600004196167,8.770000457763672,,30.58,86.69999694824219,66.95999908447266,63.62,10.329999923706055,12.388301849365234,7.517000198364258,,26.149999618530273
2008-10-29,14.79273627734214,91.78,14.890000343322754,85.06999969482422,38.779998779296875,,6.329999923706055,,,,9.640000343322754,12.385000228881836,,37.35765662172879,,,,6.5,31.75,,10.109999656677246,8.800000190734863,,31.46,85.75,69.95999908447266,62.93,10.329999923706055,11.62469482421875,7.331999778747559,,25.969999313354492
2008-10-30,15.47643417251341,91.9,15.569999694824219,84.55999755859375,40.220001220703125,,6.320000171661377,,,,9.6899995803833,12.647500038146973,,38.74484139571769,,,,6.75,32.65,,10.149999618530273,8.789999961853027,,32.65,87.98999786376953,62.900001525878906,64.57,10.279999732971191,12.030868530273438,7.556000232696533,,26.579999923706055
2008-10-31,16.22228642179117,91.8,16.31999969482422,85.62999725341797,40.439998626708984,,6.309999942779541,,,,9.680000305175781,13.119999885559082,,38.95677240285488,,,,6.85,33.14,,10.09000015258789,8.789999961853027,,32.78,89.33999633789062,59.88999938964844,65.56,10.239999771118164,12.61575984954834,7.617000102996826,,26.600000381469727
2008-11-03,16.24300453982666,91.68,16.350000381469727,86.3499984741211,40.220001220703125,,6.320000171661377,,,,9.720000267028809,13.042499542236328,,38.74484139571769,,,,6.79,33.33,,10.149999618530273,8.8100004196167,,32.84,89.12000274658203,53.68000030517578,65.4,10.25,12.688871383666992,7.611000061035156,,26.799999237060547
2008-11-04,16.45018572018159,91.72,16.559999465942383,84.77999877929688,43.099998474121094,,6.389999866485596,,,,9.850000381469727,13.552499771118164,,41.51921094369548,,,,7.05,34.71,,10.289999961853027,8.920000076293945,,35.18,92.75,47.72999954223633,68.06,10.329999923706055,13.40373706817627,7.914999961853027,,27.149999618530273
2008-11-05,15.53858852661989,91.76,15.649999618530273,84.61000061035156,41.04999923706055,,6.409999847412109,,,,9.850000381469727,12.760000228881836,,39.54439928628073,,,,6.7,32.54,,10.359999656677246,8.979999542236328,,33.36,87.91999816894531,54.560001373291016,64.52,10.390000343322754,12.177091598510742,7.46999979019165,,26.75
2008-11-06,15.02063557573256,91.9,15.109999656677246,85.88999938964844,38.099998474121094,,6.400000095367432,,,,9.789999961853027,12.225000381469727,,36.70259714512292,,,,6.42,30.96,,10.329999923706055,8.930000305175781,,30.92,83.5199966430664,63.68000030517578,61.29,10.380000114440918,11.340373992919922,7.144000053405762,,26.100000381469727
2008-11-07,15.207098638052,91.9,15.3100004196167,85.91000366210938,40.25,,6.380000114440918,,,,9.779999732971191,12.515000343322754,,38.77374107850913,,,,6.57,32.0,,10.3100004196167,8.890000343322754,,32.91,85.95999908447266,56.099998474121094,63.08,10.359999656677246,11.551584243774414,7.357999801635742,,26.43000030517578
2008-11-10,14.81345439537763,91.88,14.920000076293945,85.91000366210938,39.45000076293945,,6.369999885559082,,,,9.779999732971191,12.227499961853027,,38.00308287073752,,,,6.5,31.6,,10.34000015258789,8.930000305175781,,32.63,84.88999938964844,59.97999954223633,62.3,10.380000114440918,11.210397720336914,7.308000087738037,,26.239999771118164
2008-11-11,14.54411886091622,91.88,14.630000114440918,87.06999969482422,38.11000061035156,,6.369999885559082,,,,9.760000228881836,11.930000305175781,,36.71223037272006,,,,6.35,30.96,,10.329999923706055,8.930000305175781,,31.23,83.01000213623047,61.439998626708984,60.92,10.380000114440918,10.820470809936523,7.166999816894531,,25.770000457763672
2008-11-12,13.694676021461,91.9,13.789999961853027,87.47000122070312,36.209999084472656,,6.389999866485596,,,,9.699999809265137,11.257499694824219,,34.8819171292625,,,,6.06,29.35,,10.319999694824219,8.920000076293945,,29.43,78.75,66.45999908447266,57.79,10.430000305175781,10.154346466064453,6.817999839782715,,25.200000762939453
2008-11-13,14.79273627734214,91.9,14.890000343322754,86.94000244140625,39.0,,6.340000152587891,,,,9.670000076293945,12.052499771118164,,37.56958762886598,,,,6.45,31.35,,10.239999771118164,8.8100004196167,,32.25,84.19999694824219,59.83000183105469,61.79,10.390000343322754,10.893582344055176,7.2820000648498535,,26.549999237060547
2008-11-14,13.77754849360297,91.9,13.859999656677246,86.36000061035156,36.849998474121094,,6.349999904632568,,,,9.619999885559082,11.399999618530273,,35.49844369547979,,,,6.15,30.21,,10.25,8.819999694824219,,30.24,80.69999694824219,66.30999755859375,59.22,10.40999984741211,10.341185569763184,6.953999996185303,,25.540000915527344
2008-11-17,13.57036731324804,91.94,13.649999618530273,86.80999755859375,36.349998474121094,,6.329999923706055,,,,9.59000015258789,11.170000076293945,,35.01678231562253,,,,6.01,29.51,,10.239999771118164,8.760000228881836,,29.62,78.62999725341797,69.1500015258789,57.7,10.420000076293945,9.683183670043945,6.835000038146973,,25.100000381469727
2008-11-18,13.46677672307057,91.84,13.5600004196167,87.37000274658203,36.40999984741211,,6.309999942779541,,,,9.550000190734863,11.1225004196167,,35.07458168120539,,,,6.04,29.68,,10.220000267028809,8.729999542236328,,29.51,79.43000030517578,67.63999938964844,58.29,10.449999809265137,9.545084953308105,6.920000076293945,,25.270000457763672
2008-11-19,12.43087082129591,91.82,12.520000457763672,87.30999755859375,33.7400016784668,,6.28000020980835,,,,9.489999771118164,10.354999542236328,,32.50250991276765,,,,5.72,27.9,,10.170000076293945,8.680000305175781,,27.68,74.58000183105469,74.26000213623047,54.73,10.470000267028809,8.5458984375,6.557000160217285,,24.25
2008-11-20,11.60214609987618,91.88,11.670000076293945,87.97000122070312,32.220001220703125,,6.210000038146973,,,,9.40999984741211,9.587499618530273,,31.03825931800159,,,,5.41,25.88,,10.079999923706055,8.609999656677246,,25.64,69.56999969482422,80.86000061035156,51.05,10.510000228881836,7.6279449462890625,6.159999847412109,,23.559999465942383
2008-11-21,12.09938093272802,91.86,12.180000305175781,88.19000244140625,34.119998931884766,,6.199999809265137,,,,9.380000114440918,10.157500267028809,,32.86857256145916,,,,5.71,27.4,,10.020000457763672,8.550000190734863,,27.8,73.98999786376953,72.66999816894531,54.3,10.460000038146973,7.863525867462158,6.517000198364258,,23.59000015258789
2008-11-24,13.01097812628972,91.88,13.09000015258789,86.08000183105469,36.79999923706055,,6.170000076293945,,,,9.399999618530273,10.942500114440918,,35.45027755749405,,,,6.02,29.25,,10.020000457763672,8.59000015258789,,29.91,78.77999877929688,64.69999694824219,57.81,10.399999618530273,9.057677268981934,6.866000175476074,,24.059999465942383
2008-11-25,13.17672307057367,91.9,13.260000228881836,85.0,37.38999938964844,,6.21999979019165,,,,9.489999771118164,11.079999923706055,,36.01863798572562,,,,6.06,29.66,,10.119999885559082,8.729999542236328,,30.09,79.30000305175781,60.900001525878906,58.19,10.489999771118164,9.585702896118164,6.918000221252441,,24.219999313354492
2008-11-26,13.96401155592241,91.94,14.0600004196167,85.66999816894531,37.7400016784668,,6.21999979019165,,,,9.529999732971191,11.657500267028809,,36.3558009516257,,,,6.24,30.74,,10.180000305175781,8.729999542236328,,30.62,82.13999938964844,54.91999816894531,60.28,10.520000457763672,10.032493591308594,7.117000102996826,,24.600000381469727
2008-11-28,14.10903838217086,91.66,14.199999809265137,86.5199966430664,37.689998626708984,,6.21999979019165,,,,9.529999732971191,11.760000228881836,,36.30763481363997,,,,6.27,31.21,,10.180000305175781,8.720000267028809,,30.56,82.93000030517578,55.279998779296875,60.86,10.489999771118164,10.284321784973145,7.199999809265137,,24.920000076293945
2008-12-01,12.4723070573669,91.86,12.550000190734863,86.72000122070312,34.650001525878906,,6.230000019073486,,,,9.550000190734863,10.609999656677246,,33.37913362410785,,,,5.78,28.18,,10.229999542236328,8.720000267028809,,28.16,75.54000091552734,68.51000213623047,55.43,10.569999694824219,8.570267677307129,6.589000225067139,,23.639999389648438
2008-12-02,13.19744118860916,91.94,13.279999732971191,86.69999694824219,36.79999923706055,,6.230000019073486,,,,9.569999694824219,11.095000267028809,,35.45027755749405,,,,5.92,29.58,,10.279999732971191,8.6899995803833,,29.34,78.55999755859375,62.97999954223633,57.65,10.59000015258789,9.26888656616211,6.873000144958496,,24.25
2008-12-03,13.59108543128353,91.8,13.6899995803833,87.02999877929688,37.02000045776367,,6.21999979019165,,,,9.569999694824219,11.40999984741211,,35.66220856463125,,,,6.09,30.49,,10.3100004196167,8.670000076293945,,29.75,80.62999725341797,60.720001220703125,59.17,10.569999694824219,9.74817180633545,7.059000015258789,,24.829999923706055
2008-12-04,13.23887742468015,91.76,13.319999694824219,86.44000244140625,35.88999938964844,,6.25,,,,9.5600004196167,11.047499656677246,,34.57365384615385,,,,5.94,29.54,,10.380000114440918,8.699999809265137,,28.67,78.2699966430664,63.63999938964844,57.44,10.609999656677246,9.642566680908203,6.855000019073486,,24.360000610351562
2008-12-05,13.79826661163846,91.76,13.890000343322754,87.12000274658203,36.400001525878906,,6.210000038146973,,,,9.5,11.494999885559082,,35.06494845360825,,,,6.14,30.87,,10.329999923706055,8.670000076293945,,29.3,81.12000274658203,59.93000030517578,59.53,10.5600004196167,10.406173706054688,7.079999923706055,,25.190000534057617
2008-12-08,14.33693768056129,91.78,14.430000305175781,85.55999755859375,38.369998931884766,,6.199999809265137,,,,9.520000457763672,12.0649995803833,,36.96269429024584,,,,6.31,31.99,,10.359999656677246,8.6899995803833,,30.8,84.25,58.4900016784668,61.83,10.5600004196167,11.104792594909668,7.315999984741211,,25.389999389648438
2008-12-09,13.88113908378044,91.74,13.970000267028809,85.83999633789062,38.0099983215332,,6.21999979019165,,,,9.529999732971191,11.817500114440918,,36.61589809674862,,,,6.19,31.08,,10.390000343322754,8.720000267028809,,30.49,82.30999755859375,58.90999984741211,60.4,10.550000190734863,10.658001899719238,7.166999816894531,,24.989999771118164
2008-12-10,14.12975650020635,91.8,14.0600004196167,85.4800033569336,39.18000030517578,,6.239999771118164,,,,9.539999961853027,12.204999923706055,,37.7429857256146,,,,6.25,31.55,,10.369999885559082,8.739999771118164,,31.4,83.29000091552734,55.72999954223633,61.12,10.5600004196167,10.471161842346191,7.229000091552734,,24.920000076293945
2008-12-11,13.40462236896409,91.7,13.34000015258789,83.83000183105469,38.9900016784668,,6.25,,,,9.5600004196167,11.607500076293945,,37.55995440126884,,,,6.1,30.62,,10.399999618530273,8.729999542236328,,31.26,80.94000244140625,55.779998779296875,59.4,10.59000015258789,9.666936874389648,7.0329999923706055,,25.06999969482422
2008-12-12,13.92257531985142,91.74,13.850000381469727,83.63999938964844,38.9900016784668,,6.25,,,,9.520000457763672,11.852499961853027,,37.55995440126884,,,,6.11,30.74,,10.390000343322754,8.6899995803833,,31.5,81.51000213623047,54.279998779296875,59.81,10.609999656677246,9.853776931762695,7.090000152587891,,25.1200008392334
2008-12-15,13.44605860503508,91.72,13.380000114440918,82.2699966430664,39.06999969482422,,6.25,,,,9.550000190734863,11.680000305175781,,37.637020222046,,,,6.09,30.39,,10.420000076293945,8.6899995803833,,31.54,80.48999786376953,56.7599983215332,59.07,10.630000114440918,9.447604179382324,7.002999782562256,,25.06999969482422
2008-12-16,14.33693768056129,91.78,14.270000457763672,80.68000030517578,41.41999816894531,,6.309999942779541,,,,9.630000114440918,12.420000076293945,,39.9008287073751,,,,6.35,32.14,,10.550000190734863,8.739999771118164,,33.41,84.62000274658203,52.369998931884766,62.1,10.6899995803833,10.503656387329102,7.316999912261963,,26.059999465942383
2008-12-17,14.44052827073875,91.72,14.369999885559082,78.91000366210938,40.869998931884766,,6.340000152587891,,,,9.729999542236328,12.515000343322754,,39.37100118953212,,,,6.31,31.61,,10.699999809265137,8.829999923706055,,33.14,83.80999755859375,49.84000015258789,61.5,10.739999771118164,10.406173706054688,7.198999881744385,,25.899999618530273
2008-12-18,14.23334709038382,91.66,14.15999984741211,79.47000122070312,39.47999954223633,,6.349999904632568,,,,9.75,12.172499656677246,,38.03198255352895,,,,6.21,30.75,,10.760000228881836,8.869999885559082,,32.18,82.05000305175781,47.34000015258789,60.21,10.779999732971191,10.105605125427246,7.047999858856201,,26.09000015258789
2008-12-19,14.41981015270326,91.72,14.359999656677246,81.30000305175781,39.040000915527344,,6.349999904632568,,,,9.75,12.244999885559082,,37.60812053925456,,,,6.24,30.82,,10.75,8.859999656677246,,31.67,82.2699966430664,44.93000030517578,60.37,10.760000228881836,9.935011863708496,6.9629998207092285,,26.09000015258789
2008-12-22,14.08832026413537,91.84,14.020000457763672,81.08999633789062,38.63999938964844,,6.340000152587891,,,,9.779999732971191,11.949999809265137,,37.22279143536876,,,,6.13,29.86,,10.75,8.84000015258789,,31.5,80.77999877929688,44.560001373291016,59.28,10.760000228881836,9.585702896118164,6.900000095367432,,25.90999984741211
2008-12-23,13.83970284770945,91.74,13.779999732971191,81.23999786376953,38.130001068115234,,6.329999923706055,,,,9.789999961853027,11.8774995803833,,36.73149682791436,,,,6.07,29.69,,10.760000228881836,8.84000015258789,,31.22,80.0,45.02000045776367,58.71,10.739999771118164,9.358244895935059,6.848999977111816,,25.920000076293945
2008-12-24,13.92257531985142,91.84,13.850000381469727,81.20999908447266,38.43000030517578,,6.340000152587891,,,,9.800000190734863,11.8125,,37.02049365582871,,,,6.1,29.84,,10.779999732971191,8.850000381469727,,30.81,80.5,44.209999084472656,59.07,10.729999542236328,9.561331748962402,6.888999938964844,,25.829999923706055
2008-12-26,14.08832026413537,91.84,14.029999732971191,80.88999938964844,38.93000030517578,,6.349999904632568,,,,9.8100004196167,11.954999923706055,,37.50215503568597,,,,6.11,30.08,,10.850000381469727,8.859999656677246,,30.91,80.2300033569336,43.380001068115234,59.39,10.75,9.569456100463867,6.9120001792907715,,25.850000381469727
2008-12-29,13.79826661163846,91.46,13.739999771118164,80.68000030517578,38.83000183105469,,6.369999885559082,,,,9.84000015258789,11.792499542236328,,37.40582275971452,,,,6.08,29.91,,10.739999771118164,8.890000343322754,,30.96,79.97000122070312,43.900001525878906,59.2,10.760000228881836,9.488221168518066,6.908999919891357,,25.809999465942383
2008-12-30,14.31621956252579,91.78,14.25,80.9000015258789,40.150001525878906,,6.360000133514404,,,,9.869999885559082,12.082500457763672,,38.67740880253767,,,,6.23,30.62,,10.800000190734863,8.880000114440918,,31.9,81.93000030517578,41.630001068115234,60.65,10.760000228881836,9.853776931762695,7.070000171661377,,26.309999465942383
2008-12-31,14.85489063144862,91.58,14.779999732971191,81.30999755859375,40.54999923706055,,6.360000133514404,,,,9.869999885559082,12.482500076293945,,39.06273790642348,,,,6.3,31.38,,10.8100004196167,8.90999984741211,,32.32,83.08999633789062,40.0,61.51,10.680000305175781,10.17059326171875,7.13700008392334,,26.549999237060547
2009-01-02,15.10350804787453,91.6,15.029999732971191,81.83999633789062,41.11000061035156,,6.329999923706055,,,,9.84000015258789,12.842499732971191,,39.6021986518636,,,,6.5,32.16,,10.8100004196167,8.899999618530273,,32.96,85.75,39.189998626708984,63.48,10.630000114440918,10.284321784973145,7.343999862670898,,27.09000015258789
2009-01-05,14.99991745769707,91.6,14.9399995803833,82.63999938964844,40.290000915527344,,6.349999904632568,,,,9.890000343322754,12.852499961853027,,38.81227398889771,,,,6.5,31.8,,10.75,8.930000305175781,,32.55,85.3499984741211,39.08000183105469,63.18,10.630000114440918,10.113728523254395,7.2779998779296875,,26.959999084472656
2009-01-06,15.39356170037144,91.62,15.329999923706055,82.8499984741211,40.869998931884766,,6.389999866485596,,,,10.010000228881836,13.079999923706055,,39.37100118953212,,,,6.55,31.91,,10.829999923706055,9.029999732971191,,32.97,86.0199966430664,38.560001373291016,63.68,10.680000305175781,10.276198387145996,7.290999889373779,,26.520000457763672
2009-01-07,14.87560874948411,91.76,14.800000190734863,82.27999877929688,40.20000076293945,,6.400000095367432,,,,10.029999732971191,12.699999809265137,,38.7255749405234,,,,6.41,30.91,,10.859999656677246,9.029999732971191,,32.11,83.4800033569336,43.38999938964844,61.8,10.710000038146973,9.740049362182617,7.109000205993652,,26.280000686645508
2009-01-08,15.06207181180355,91.66,15.0,81.54000091552734,40.790000915527344,,6.420000076293945,,,,10.020000457763672,12.779999732971191,,39.29393536875496,,,,6.42,31.01,,10.869999885559082,9.010000228881836,,32.52,83.7699966430664,42.560001373291016,62.01,10.729999542236328,9.699431419372559,7.0970001220703125,,26.43000030517578
2009-01-09,14.39909203466777,91.73,14.34000015258789,82.66000366210938,39.41999816894531,,6.440000057220459,,,,10.039999961853027,12.482500076293945,,37.97418318794608,,,,6.28,30.43,,10.899999618530273,9.029999732971191,,31.49,81.9800033569336,42.81999969482422,60.68,10.760000228881836,9.390739440917969,6.956999778747559,,26.149999618530273
2009-01-12,13.9847296739579,91.68,13.920000076293945,83.0199966430664,38.54999923706055,,6.460000038146973,,,,10.050000190734863,12.0625,,37.13609238699445,,,,6.18,29.68,,10.930000305175781,9.039999961853027,,30.6,80.13999938964844,45.84000015258789,59.32,10.800000190734863,8.895207405090332,6.818999767303467,,25.809999465942383
2009-01-13,14.10903838217086,91.8,14.050000190734863,84.2699966430664,37.560001373291016,,6.460000038146973,,,,10.010000228881836,12.1225004196167,,36.18240285487709,,,,6.19,29.69,,10.90999984741211,9.039999961853027,,30.32,80.27999877929688,43.27000045776367,59.43,10.800000190734863,9.017059326171875,6.828999996185303,,26.030000686645508
2009-01-14,13.42534048699959,91.82,13.369999885559082,84.41999816894531,35.9900016784668,,6.460000038146973,,,,9.979999542236328,11.725000381469727,,34.6699861221253,,,,6.02,28.7,,10.869999885559082,9.039999961853027,,28.95,77.5999984741211,49.13999938964844,57.44,10.8100004196167,8.497157096862793,6.629000186920166,,25.65999984741211
2009-01-15,13.61180354931903,91.84,13.5600004196167,84.44000244140625,36.2400016784668,,6.440000057220459,,,,9.949999809265137,11.827500343322754,,34.91081681205393,,,,6.03,28.42,,10.8100004196167,9.0,,29.04,77.70999908447266,51.0,57.52,10.8100004196167,8.107230186462402,6.580999851226807,,25.84000015258789
2009-01-16,13.6739579034255,91.78,13.609999656677246,84.20999908447266,36.369998931884766,,6.440000057220459,,,,9.960000038146973,12.100000381469727,,35.03604877081681,,,,6.1,28.48,,10.819999694824219,9.020000457763672,,29.36,78.30000305175781,46.11000061035156,57.96,10.800000190734863,7.863525867462158,6.5980000495910645,,26.059999465942383
2009-01-20,12.63805200165084,91.62,12.59000015258789,86.22000122070312,33.2599983215332,,6.429999828338623,,,,9.880000114440918,11.3725004196167,,32.04011498810468,,,,5.84,26.79,,10.789999961853027,8.949999809265137,,27.17,74.16999816894531,56.650001525878906,54.9,10.8100004196167,6.5637688636779785,6.288000106811523,,25.43000030517578
2009-01-21,13.28031366075114,91.78,13.229999542236328,85.81999969482422,34.66999816894531,,6.389999866485596,,,,9.850000381469727,11.829999923706055,,33.39840007930215,,,,6.06,28.14,,10.710000038146973,8.899999618530273,,28.56,77.4000015258789,46.41999816894531,57.29,10.760000228881836,7.530463218688965,6.546000003814697,,25.969999313354492
2009-01-22,12.82451506397028,91.8,12.770000457763672,85.5199966430664,33.939998626708984,,6.380000114440918,,,,9.829999923706055,11.635000228881836,,32.69517446471055,,,,5.99,27.6,,10.6899995803833,8.899999618530273,,27.8,76.2300033569336,47.290000915527344,56.43,10.75,7.067424774169922,6.4670000076293945,,26.079999923706055
2009-01-23,12.84523318200578,91.78,12.789999961853027,85.61000061035156,33.61000061035156,,6.380000114440918,,,,9.8100004196167,11.6225004196167,,32.37727795400476,,,,6.01,27.67,,10.699999809265137,8.890000343322754,,27.75,76.63999938964844,47.27000045776367,56.73,10.760000228881836,7.303006172180176,6.502999782562256,,26.079999923706055
2009-01-26,13.01097812628972,91.76,12.949999809265137,84.7300033569336,34.4900016784668,,6.380000114440918,,,,9.829999923706055,11.717499732971191,,33.22500198255354,,,,6.05,27.86,,10.720000267028809,8.899999618530273,,28.17,77.05999755859375,45.689998626708984,57.04,10.75,7.173029899597168,6.5289998054504395,,25.940000534057617
2009-01-27,13.19744118860916,91.72,13.130000114440918,84.43000030517578,35.099998474121094,,6.409999847412109,,,,9.869999885559082,11.90250015258789,,33.81262886597938,,,,6.12,28.3,,10.760000228881836,8.930000305175781,,28.68,77.91000366210938,42.25,57.67,10.789999961853027,7.424858093261719,6.604000091552734,,26.479999542236328
2009-01-28,13.73611225753198,91.68,13.680000305175781,84.66999816894531,36.59000015258789,,6.389999866485596,,,,9.90999984741211,12.302499771118164,,35.24797977795401,,,,6.27,29.28,,10.739999771118164,8.949999809265137,,29.72,80.52999877929688,39.65999984741211,59.61,10.75,8.37530517578125,6.7779998779296875,,26.889999389648438
2009-01-29,13.0731324803962,91.68,13.010000228881836,85.27999877929688,34.88999938964844,,6.380000114440918,,,,9.890000343322754,12.012499809265137,,33.61033108643934,,,,6.13,28.2,,10.6899995803833,8.899999618530273,,28.34,77.87000274658203,42.630001068115234,57.64,10.720000267028809,7.7173027992248535,6.573999881744385,,26.510000228881836
2009-01-30,12.72092447379282,91.76,12.670000076293945,86.0,34.34000015258789,,6.369999885559082,,,,9.880000114440918,11.625,,33.08050356859636,,,,5.99,27.6,,10.6899995803833,8.880000114440918,,28.12,76.0999984741211,44.84000015258789,56.33,10.670000076293945,7.5060930252075195,6.452000141143799,,26.229999542236328
2009-02-02,12.86595130004127,91.8,12.800000190734863,86.06999969482422,34.060001373291016,,6.400000095367432,,,,9.890000343322754,11.604999542236328,,32.81077319587629,,,,6.0,27.47,,10.729999542236328,8.899999618530273,,27.75,76.05000305175781,45.52000045776367,56.3,10.710000038146973,7.5060930252075195,6.442999839782715,,26.399999618530273
2009-02-03,12.90738753611226,91.72,12.84000015258789,85.05000305175781,35.040000915527344,,6.369999885559082,,,,9.899999618530273,11.744999885559082,,33.75482950039652,,,,6.13,27.72,,10.680000305175781,8.859999656677246,,28.58,77.26000213623047,43.060001373291016,57.19,10.670000076293945,7.3679938316345215,6.520999908447266,,27.079999923706055
2009-02-04,12.7830788278993,91.78,12.729999542236328,85.69999694824219,35.0,,6.369999885559082,,,,9.890000343322754,11.757499694824219,,33.71629659000794,,,,6.12,27.48,,10.670000076293945,8.84000015258789,,28.53,76.73999786376953,43.849998474121094,56.81,10.649999618530273,7.286758899688721,6.466000080108643,,26.959999084472656
2009-02-05,13.03169624432522,91.74,12.970000267028809,86.05999755859375,35.439998626708984,,6.369999885559082,,,,9.890000343322754,11.890000343322754,,34.14015860428232,,,,6.22,27.75,,10.6899995803833,8.829999923706055,,29.48,78.0,43.72999954223633,57.74,10.65999984741211,7.400486946105957,6.551000118255615,,27.190000534057617
2009-02-06,13.63252166735452,91.6,13.569999694824219,85.3499984741211,36.40999984741211,,6.369999885559082,,,,9.90999984741211,12.307499885559082,,35.07458168120539,,,,6.37,28.64,,10.6899995803833,8.829999923706055,,29.83,80.12999725341797,43.369998931884766,59.32,10.649999618530273,7.952884197235107,6.739999771118164,,27.40999984741211
