Date,VOO Benchmark,A1V12 Tactical Sleeve,MWM Aggressive,MWM Balanced,MWM Conservative,MWM Growth,MWM Growth Plus,MWM Moderate,MWM Ultra Aggressive,Tactical Aggressive,Tactical Balanced,Tactical Conservative,Tactical Growth,Tactical Growth Plus,Tactical Moderate,Tactical Ultra Aggressive
2013-08-14,140230.63529940037,136834.93859475572,131150.15937732748,122877.74983900052,117518.25517845746,128908.79041880695,130037.27195535225,128044.0044520736,133648.47770892282,129781.44211279252,122119.33367173295,117092.09752166037,127725.90712594365,128762.50973562196,126914.59154853517,132507.7504103413
2013-08-15,138180.9569905729,135871.67885792843,129604.52009145595,121955.0739032013,116925.74725608269,127539.1579091439,128580.1989379742,126766.64390688595,131921.93890623303,128777.39457018343,121500.17287434779,116673.07423371877,126828.52126352332,127812.09297385212,126081.81865596722,131334.12657168973
2013-08-16,137781.8319539744,136210.12573563657,129364.69416268195,121765.0914500994,116768.30688720492,127314.78691510652,128348.13248466999,126542.37913058755,131684.85322170294,128900.50827929404,121516.67544954456,116634.53472449281,126921.79124081922,127920.18505386218,126157.71580689515,131459.52044028664
2013-08-19,136911.26080037767,135012.58091369542,128616.16651681418,121281.39817257211,116426.96219679675,126640.88010459802,127637.12139249958,125906.95537285692,130911.27857398729,127917.71051430762,120902.35360474141,116217.7845920114,126042.57039415748,126989.45490031493,125332.9246725663,130381.68292816897
2013-08-20,137455.37316460736,134726.18169092725,129023.49990795438,121562.65797663432,116637.18961222272,127011.96488257239,128026.2397359812,126263.58389161664,131332.17296227935,127974.59654000362,120981.45647594235,116311.54687681557,126106.89705811001,127050.09646820529,125395.81179550076,130509.68870469306
2013-08-21,136747.99688901097,133138.09247430222,128270.97830485947,121103.99779328088,116330.72031887906,126340.65284413581,127314.55070829835,125642.55307071924,130452.74029425434,126782.7109718013,120270.93653484696,115859.38552445431,125050.16411999476,125926.14051442512,124410.3976477163,129188.27244634145
2013-08-22,137945.1562695366,134569.96393305372,129146.5734875341,121569.78553913868,116581.90456506574,127102.03614599045,128132.7101624188,126337.75016939115,131384.20335787057,127898.67614804412,120871.56877240959,116189.34302714383,126023.41972047449,126970.3898836794,125298.69695887469,130475.80441736478
2013-08-23,138398.55879041075,135715.48603107277,129643.40929799026,121902.29111646849,116827.32840322041,127553.06208712397,128606.51952808241,126762.8815714561,131988.3554658512,128670.5327447174,121364.87062085995,116527.78237422749,126715.70151163993,127702.25900263478,125956.46339496202,131288.75957452034
2013-08-26,137963.30341571016,134700.15370828763,129296.43043908478,121772.69825702954,116805.6375407051,127265.63104861372,128289.51520745974,126516.8969389891,131615.35765004368,128014.3028158725,121059.2761934176,116404.42585858393,126157.16449374668,127095.17039343333,125455.4891881457,130585.54011961397
2013-08-27,135695.8766111413,132409.15106394596,127373.21325663904,120748.33880889932,116243.6780291611,125591.30445727945,126491.49680061545,124997.04207039074,129408.68472212554,126048.86087654156,120006.98033976152,115824.81691336528,124443.72639127319,125256.41633814866,123899.1468065122,128312.45192372035
2013-08-28,136149.38268206498,132591.39680445916,127693.941479372,120895.71755208717,116301.40587094119,125864.18456459173,126788.16882825793,125240.09616605667,129819.61602956273,126195.9424730525,120057.47438187349,115826.75574045765,124564.65255793268,125390.35274223426,124001.33623472923,128510.09098872612
2013-08-29,136367.06214444002,132950.3132513856,127856.358936545,120999.23964365826,116372.64062457369,126009.93858675275,126942.21352826554,125377.87075411991,129991.343326592,126503.73436531097,120241.44668941743,115944.68439584228,124838.1247531413,125680.90875022033,124255.11617079432,128899.26472096244
2013-08-30,135768.45656666483,132337.9729585859,127248.47120064776,120720.27574396683,116258.33298516831,125491.43494627388,126379.27291835789,124922.9061497831,129237.09319472485,125850.76108896015,119936.37670658292,115814.68240403975,124279.25332119637,125075.2235075632,123763.92967516281,128063.71354380684
2013-09-03,136566.62034815384,133435.9811358146,127921.97202073669,121042.85958902561,116401.2801184087,126068.8081987644,127004.45213376687,125436.933252493,129903.29434769902,126807.36417235721,120417.92083820232,116050.39617629473,125106.04728899512,125966.62224715474,124505.86055096435,129141.44586194628
2013-09-04,137709.38143601269,134787.50347792436,128795.87939397091,121483.85256610313,116617.88673397932,126822.9764640787,127818.15450678536,126117.51617312622,130857.44249632633,127844.96292996325,120952.31248604141,116321.67306970278,126004.68507932663,126934.39160259145,125319.88462831292,130314.25492466555
2013-09-05,137673.04399781156,134871.91788054362,128943.21254120376,121485.72931855408,116554.58027133119,126932.48264489011,127946.44459431885,126189.87621759315,131131.2486417324,127982.3279441162,120952.20512102041,116257.38725254666,126105.70467905921,127053.46739967646,125388.92087303003,130511.76505819145
2013-09-06,137908.836089677,135273.16007247736,129180.66522328308,121664.5787299025,116700.1542108452,127153.15332268877,128175.4698663125,126403.8175865103,131370.95077640467,128304.52803764475,121179.51072898142,116430.9881877634,126400.7142781567,127362.01161636224,125672.97137250699,130839.01812517151
2013-09-09,139269.21623571537,136730.22017514415,130321.91234643359,122347.77620922944,117141.73911791241,128166.3198834833,129252.30945726331,127345.13529615628,132551.0703599183,129634.78813639493,121965.96906650651,116932.65355988368,127580.18200294218,128616.47454648309,126762.7271729528,132343.28216648483
2013-09-10,140321.31925524343,137405.96441138507,131160.39590188707,122751.97488204674,117325.48571597022,128884.5847454397,130030.28581570962,127986.80057850044,133471.36144009337,130326.2419020389,122286.40082462649,117068.61177655013,128170.40770815939,129256.99561725621,127281.40729700222,133152.50433739478
2013-09-11,140756.55737160245,137574.88353563135,131515.47076058356,122983.79776276092,117490.84913082827,129204.62273841644,130367.73500155185,128289.82885419775,133864.29145803314,130542.72566874651,122440.55222472675,117189.50377913078,128369.49213195815,129464.73554192013,127470.86493388306,133399.12745483156
2013-09-12,140411.97732357422,137574.88353563135,131158.02152574714,122821.51640430118,117424.4365216719,128900.60073540428,130037.19069525071,128023.77997137903,133463.83301181594,130327.66442860397,122359.298390792,117169.38137635273,128189.58430764015,129267.37148823013,127323.56864450705,133113.8180324612
2013-09-13,140702.2453706436,137764.93730769138,131447.0527767778,122978.23078275933,117514.33329932469,129153.09549253095,130307.83191405132,128252.47307638878,133795.70730849548,130581.00897530354,122495.66580059726,117247.73137634576,128411.08503911764,129504.69473558234,127522.22865390706,133423.34313000183
2013-09-16,141554.78155728703,138018.3498636887,132134.8432028357,123404.04216669018,117801.2074033985,129766.84301119942,130958.3641344579,128827.53203012132,134497.61629449725,131015.7387395403,122777.36136447992,117452.14924941305,128804.06271505449,129918.43021729829,127886.40717310637,133912.2013202193
2013-09-17,142135.15369718074,138820.7552184244,132620.00147478847,123687.27707823612,117979.63855779261,130195.32520739868,131414.99169993648,129223.76515144153,135079.2478571257,131597.63262671384,123116.92015518107,117663.20583856264,129317.49232557342,130465.876176971,128363.97787145655,134576.50338907458
2013-09-18,143840.21744129682,140636.78821739746,134239.4693474783,124683.54949536837,118652.89782668029,131640.13155868446,132946.5388747085,130568.07556448465,136837.88437791064,133285.04985024408,124153.74617814009,118360.54803534431,130822.81512523441,132061.67407908317,129765.24450306012,136414.98838801731
2013-09-19,143604.44260777294,140805.71863151973,133952.8213867215,124553.24028208098,118597.94674577648,131396.26214468674,132681.45052557916,130355.62636494577,136523.71414565554,133184.89426844934,124128.26075096622,118365.37515781728,130741.39036353011,131970.95801750978,129706.67762659902,136274.1804683785
2013-09-20,142479.85455360005,140087.73896927925,133170.1698198843,124162.36223678367,118407.0289686519,130723.8193295933,131954.32889405743,129747.29687732739,135713.9328738637,132560.31841148247,123826.71945913066,118225.18218764498,130206.31768722781,131391.46408556873,129230.11776709565,135584.6424991505
2013-09-23,141956.6247826847,139640.56956190412,132799.06863318887,123965.52361987968,118300.22142425131,130401.79650204442,131607.94535191645,129452.94857560442,135336.79242192506,132206.340985358,123639.90410780924,118123.97576151525,129899.03668870115,131060.99703033722,128950.81020551096,135205.9964408947
2013-09-24,141646.73400123647,139598.20994726892,132522.75602980965,123871.76314062218,118294.89123365727,130175.42505872014,131356.79559371862,129262.95955725736,134972.67176309117,132170.47254527168,123676.48377993966,118193.22751977698,129882.45899637268,131034.85518917385,128951.51294765554,135188.8709887792
2013-09-25,141191.0102334195,139025.96000403466,132283.55032466436,123756.28683795872,118244.80056406934,129971.4779297969,131135.34603288595,129076.69031766523,134697.54920433485,131849.49898036596,123515.62485401708,118117.05317692131,129606.99109186156,130736.79130799312,128699.18118787662,134809.6198458046
2013-09-26,141756.10874101307,140106.84143941858,132557.21086563796,123880.28962583032,118289.56372044695,130202.44240289845,131387.50499058122,129286.49418137425,134919.44472400207,132500.74607785276,123848.01354584799,118281.47304736957,130168.01647883584,131342.62480356253,129212.70687922009,135527.08531743218
2013-09-27,141154.47432429023,139492.23188154912,132170.88563851366,123673.32024188762,118176.78810373697,129866.91630105453,131026.75689597314,128977.75083255352,134538.89179384857,132045.06587498297,123604.55684007442,118147.76583819499,129771.87187585632,130916.91647240953,128850.76600678568,135016.94850687444
2013-09-30,140370.6004496312,138750.4418708903,131578.35849328924,123416.2679832059,118088.00799598618,129367.29359288477,130481.01549217652,128538.49034437336,133866.90753450195,131501.01629566925,123373.29239916748,118073.71518044618,129314.47141377641,130416.4976007446,128449.36468663762,134421.4879633191
2013-10-01,141446.1057803446,139873.68292090943,132433.67557233732,123866.9573383475,118330.68610647779,130109.91203997319,131279.61324754157,129213.12504389565,134842.67984322557,132424.88778757755,123861.15574653241,118337.8003320354,130117.15012268085,131279.38325194453,129177.94523336663,135508.81298932605
2013-10-02,141263.8576932376,139767.73872481752,132331.5902267882,123828.65631199033,118324.83992663864,130025.68137768407,131186.52142200226,129139.60063494767,134722.4330290039,132334.83747989495,123830.75111005064,118336.47933149018,130043.42024137542,131197.5533497514,129115.96770680694,135375.9994866125
2013-10-03,140006.0352420509,138305.4739893291,131474.92180887455,123374.47999882267,118080.55781896276,129282.38537092012,130386.92760727776,128458.89847872192,133786.00242918232,131305.32911568868,123281.9030829658,118037.89487639783,129149.06592901467,130236.07711368059,128297.20398442523,134198.07302399047
2013-10-04,141026.90929248615,139365.06271863575,132130.2706268273,123719.97061395358,118262.89234106668,129850.31724482146,130998.28245262124,128979.99564556335,134447.77240669186,132099.0148037042,123700.87210384363,118262.5241770924,129838.09800744361,130977.10410090047,128925.07761519331,135112.24229790483
2013-10-07,139823.73537991915,138157.14759885005,131182.1472539405,123188.42737713647,117947.75515682784,129018.94841589216,130108.9228059374,128215.40668052416,133404.14074227246,131087.58317535018,123135.93916641451,117928.18784658969,128951.3006058706,130028.39488668581,128111.974708874,133946.93858073873
2013-10-08,138201.25280027342,135995.36214833026,129909.22087594285,122476.69428464003,117528.62083401508,127902.99862847224,128914.9778732262,127189.47380379807,131973.60814545586,129494.15953674528,122244.32944771831,117405.58730441553,127554.88981185139,128534.08319049969,126824.42389575012,132144.84860545778
2013-10-09,138201.25280027342,135847.04704772716,129977.15476263527,122512.27604540042,117549.10738597556,127962.45175364765,128978.64661671607,127241.20507917568,132026.2389377782,129477.74610726687,122232.38842679469,117398.70628548785,127540.51858841094,128518.69654766719,126807.08011916197,132103.20147665407
2013-10-10,141318.5580068821,138983.6229691514,132308.9230981272,123795.7060334196,118282.19796333775,130001.2621162337,131163.0748868053,129113.60993189807,134565.43730095762,131942.50827419548,123588.96414310056,118174.70047973063,129696.89901286816,130828.40875168599,128783.59180942972,134888.9050585381
2013-10-11,142157.15808269798,139894.89659785494,133076.33412287678,124219.73769750864,118531.09798369711,130673.28211161759,131882.4702529694,129726.41114711789,135513.68202904935,132723.63113418416,124022.452626596,118429.20608401785,130381.18347893206,131560.7995206427,129409.65578276267,135828.98768852124
2013-10-14,142776.9741622776,140636.6414490099,133618.8077084021,124495.79226389917,118672.99823496677,131141.82860706127,132387.71480739713,130147.69254220495,136188.155382028,133283.31983327147,124310.67308998056,118578.20588700082,130864.97032195242,132082.2740076779,129848.32108006922,136478.330794764
2013-10-15,141719.62460690856,139873.68292090946,132851.538116786,124063.5229093234,118415.41840615282,130469.27748365869,131668.14434024008,129526.3908860088,135371.17096982693,132599.30231338504,123927.34096479457,118348.47225288086,130264.81683871779,131440.47911494985,129299.07273401158,135686.24491539478
2013-10-16,143651.9893388317,141738.65753220758,134259.54782350414,124909.99006080999,118963.48096614944,131717.77334230655,132995.86224144688,130694.3823579753,136862.2755315201,134051.45009287415,124796.24929436916,118909.61592139886,131552.23368753184,132809.7256406221,130499.1510536489,137293.78695575512
2013-10-17,144636.43965935794,142395.6831540921,135079.5635763287,125430.69813705648,119325.72016885408,132452.77208615807,133773.07632348718,131386.0655697263,137703.07466761948,134790.5351305779,125268.36476336433,119244.18187849155,132216.8202000455,133511.3146784002,131119.35672067647,138130.83785880863
2013-10-18,145602.6392836611,143963.93724517632,135892.28548482654,125870.9058902459,119576.9893140637,133161.1432078595,134533.2230841097,132031.61751049847,138695.9534793177,135853.61648566707,125851.73361647573,119577.37058940384,133143.73814390184,134505.8073621943,131974.22002517857,139328.75414756252
2013-10-21,145675.50400182072,144112.33137491118,135924.06428820215,125906.21819843221,119611.98107223817,133193.42119015747,134565.25886125755,132067.06247618052,138740.13400186732,135893.45868274855,125892.86365648959,119615.68213805142,133183.04427640367,134545.38494113964,132018.19853579655,139352.41333910584
2013-10-22,146459.48142652927,144769.2892575399,136641.42222810892,126355.98976764154,119922.7934497595,133835.10198274686,135244.49711090085,132667.44509440308,139553.12365299542,136541.31414880115,126304.309412138,119904.68242599013,133764.26802457392,135159.68385332503,132562.1622686198,140088.52767590538
2013-10-23,145784.973662476,144133.48860247686,135968.240971429,126050.89132547953,119796.28017265505,133263.6482380459,134622.61173236783,132166.72732754296,138777.0319302473,135895.4180647259,126013.77872079841,119786.41495304825,133216.44745691752,134563.23595932525,132083.06383707712,139347.72808701618
2013-10-24,146258.8877223205,145108.36939238905,136414.06129701086,126271.87926908718,119906.15445982848,133647.06321434348,135036.97826865863,132508.92718160822,139339.36511062042,136560.70723709627,126358.95284649069,119967.14678238033,133791.17233991445,135182.8872438317,132607.37697195722,140104.60740200765
2013-10-25,146933.3782280322,145722.96766038254,136799.15852244262,126503.39122110716,120054.22630285929,133987.4341198474,135399.5384901321,132831.18661663114,139725.52097289273,136942.21889129403,126587.38012669183,120113.44582236685,134128.42720349092,135542.0999713951,132925.10918968444,140511.14832735492
2013-10-28,147115.67809016394,145722.96766038254,136966.5203734163,126581.2103528323,120088.21481163027,134129.9423401902,135554.3683220225,132957.004234438,140001.82519228224,136937.65277813323,126572.94146538849,120094.89795656016,134121.24828472096,135536.21296595296,132915.3123311018,140534.25655753855
2013-10-29,148018.0477381257,146443.54399409585,137583.09164341062,126929.29065429518,120296.68399234193,134669.8614639893,136132.3019348459,133457.42091293083,140688.21727697088,137465.5052667458,126871.74605563217,120275.33942493494,134584.00635070112,136031.2582075655,133343.16274510376,141130.53963434426
2013-10-30,147188.5945833483,145765.36114464563,137041.36044229276,126614.85176773446,120101.67246135959,134193.47914103259,135623.51477859862,133012.5454247413,140115.87827966074,136907.29007910728,126551.8455361145,120077.17480942702,134093.17951467063,135507.01020805727,132890.42207269178,140454.52668406136
2013-10-31,146641.74677197784,145489.86559125318,136667.64318963085,126467.21132125997,120065.40472036113,133883.01256695087,135281.7018792546,132742.5108552859,139771.12221612976,136571.5094169939,126429.34739673871,120055.18622283409,133815.65495484616,135200.61170969263,132657.48966940877,140056.0234445667
2013-11-01,147060.9518890071,145722.9676603825,136678.9439278765,126437.23111929046,120010.02415529049,133880.98881018593,135286.2724986238,132740.80313996668,139659.94886777035,136627.10839421916,126418.1912695803,120010.53027230273,133852.22078570767,135246.60428727072,132683.42179917012,140119.94252668798
2013-11-04,147726.43354041292,145892.54159743496,137187.6458156061,126707.74926994505,120159.62421675114,134322.52960161192,135761.11948357683,133143.34321366143,140236.3599309238,136952.7786347602,126584.057574527,120100.5457045976,134134.44422934516,135550.37582309492,132932.07403622792,140569.85424746387
2013-11-05,147279.77040192657,145659.4169485537,136762.13867747303,126429.5885415981,119958.46638942113,133938.88316810894,135356.7005653027,132781.65943888962,139849.64571083026,136522.3799725708,126307.79420294886,119900.4123065545,133746.44224635273,135141.3312650297,132573.35446351522,140071.4534766618
2013-11-06,147963.42508701835,145744.20391707993,137320.11229569413,126749.87057630312,120157.0626307345,134429.6649690964,135880.80886173752,133234.5811336115,140477.43497199554,136704.13466881093,126422.0785322531,119981.75949664558,133909.75366813864,135313.7966329006,132723.316155328,140238.57531679055
2013-11-07,146067.45819749185,143518.91291423523,135797.12370039718,125954.26917829755,119726.69535005072,133111.28070814273,134460.9880803388,132039.17716083582,138761.04396483363,134957.55844350686,125502.3938707343,119480.1912172127,132395.8378250532,133684.49560357805,131347.10012415875,138239.22069800898
2013-11-08,148072.77393928255,145214.32487835686,137162.2301256063,126611.47120798225,120024.99526898547,134277.07577641474,135725.63344808648,133088.10412208282,140286.38676990158,136259.41284948753,126122.91017728165,119758.2685385249,133507.56983202815,134890.55902415537,132340.2319389664,139781.90429552368
2013-11-11,148045.4367262165,145235.5611350543,137235.91701230628,126629.56097107679,120018.97674239044,134336.12964801767,135791.93647132977,133132.80792377456,140429.93860468047,136308.15196279733,126129.39395191403,119745.69097167155,133544.97975506855,134933.58248973073,132367.73771592454,139853.43411722814
2013-11-12,147781.15974156978,145044.82997043617,137011.95802427785,126496.9044068578,119933.13137559955,134138.02588249726,135581.0099001023,132949.09448076517,140216.35985310414,136120.68676699605,126016.73125189956,119671.13176150316,133378.50549269337,134756.69248537914,132213.686031042,139677.3170815565
2013-11-13,148920.4519027706,146549.51076993963,137829.63396970552,126973.63647658839,120232.44486595654,134858.33843460382,136349.60862488026,133619.39464671176,141127.9608636172,137156.54955497637,126615.00128446768,120040.07323244956,134289.40906922266,135729.59188632364,133061.4570519901,140843.81648052874
2013-11-14,149749.9223158896,147439.61588120152,138485.50339883423,127377.56868901633,120505.04129391907,135442.19536025336,136969.17857317277,134166.59450359808,141816.59833492173,137869.6694503649,127050.39142790485,120330.77712055789,134923.4158864936,136402.84533627107,133654.33402436395,141615.81141254443
2013-11-15,150397.07560853523,147990.64085761431,139039.14626829853,127686.48563500591,120690.81851212942,135926.76309207128,137487.98438431832,134610.51935659215,142399.79315246321,138423.05213060192,127357.78635434048,120515.87167471925,135408.04294120317,136921.56338437836,134095.49094859397,142243.68104111182
2013-11-18,149841.04635944308,147164.08645818118,138732.3600092472,127544.33327243959,120632.46244318456,135667.13321383996,137204.99659245953,134375.8841683158,142068.6573404399,137902.14767664173,127099.84789774222,120391.65292765158,134962.04008040842,136438.4422848415,133690.5378147153,141618.31743892288
2013-11-19,149549.38038670557,146697.84845029464,138512.3541444974,127406.58945281203,120537.97812763265,135470.79594186303,136996.92329626493,134190.88954386278,141855.92864726775,137514.2902061458,126872.08192753479,120245.92188103365,134619.5574636353,136073.4573424541,133373.2135360181,141156.38733301833
2013-11-20,149075.39729349475,146062.0816648595,138104.40802058167,127130.50354241124,120332.27513916376,135100.84815815784,136608.1241658209,133838.3172505203,141428.75512720968,137034.94281803124,126555.35670432031,120016.94853406142,134187.24461902483,135617.80395082102,132961.274511278,140665.49035094588
2013-11-21,150242.13021781115,147291.24433121862,139011.61226387855,127626.27661130624,120619.74824248487,135891.55889133897,137456.57797992168,134562.44158823646,142464.84464582117,138011.96781655934,127090.17742486387,120327.1627095405,135039.49637132772,136531.93329612803,133741.38648353002,141807.31877770816
2013-11-22,151007.74476707634,148054.18027956714,139581.9276898075,127952.66891890128,120821.19891819055,136392.2495674609,137991.7742996141,135025.9666064315,143100.8366931479,138617.17559669015,127435.41403929923,120539.60848087147,135570.96204052065,137099.96175017927,134231.86583426286,142511.92179073193
2013-11-25,150916.62072352285,147715.07756496608,139475.8707493618,127916.01294338629,120816.82102981546,136305.27050938897,137895.35039584193,134953.49451842858,143015.72910132504,138351.8376685305,127311.80610056015,120485.80861396197,135345.397750662,136854.69076742473,134031.37637764605,142228.61220121203
2013-11-26,150843.75600536322,148478.0586728185,139548.52048969365,127965.40744786277,120856.6479139058,136372.08900880915,137965.06262579188,135013.23155143205,143182.58260811903,138814.0401807665,127578.39187615618,120648.98662068376,135750.99939475357,137288.3535459038,134411.1657185027,142770.65086526636
2013-11-27,151253.8832347203,149029.0723593553,139899.14843146296,128126.52142491644,120925.6686409707,136669.68137799652,138288.92159313714,135276.10104279252,143600.20268788992,139249.29624654943,127786.33556610833,120744.73693281254,136122.40571737348,137691.39587221746,134742.6546163996,143288.60466418884
2013-11-29,151035.1164968256,149241.02849079494,139932.11781430416,128209.73173224641,121033.15562020463,136717.26270633852,138329.28907931683,135331.56546126225,143719.52273835606,139419.57550910147,127948.57087388742,120896.99056265355,136289.2420664534,137859.9626529457,134914.88410682295,143476.8238476682
2013-12-02,150798.15946690334,148668.78983743663,139352.08891488443,127851.4693690109,120780.96095370487,136198.06713936702,137779.9378630813,134857.22701090065,142944.14099176906,138755.04588799932,127539.62624237729,120615.93246688556,135696.40058093937,137231.5777489292,134366.11040339503,142691.96759211374
2013-12-03,150214.7412297204,148266.1364110068,138982.02075225094,127652.1197781012,120669.36231716044,135877.00033082557,137434.59339329656,134561.28544221108,142600.49279439668,138395.60303077215,127349.0792206978,120509.20523405618,135384.37460766526,136896.05156905472,134083.51262690217,142284.58895892595
2013-12-04,150041.53651360245,148223.74292674367,138814.75571354871,127529.87915220184,120571.77494867811,135722.80421942283,137273.91018876494,134412.39365615897,142436.65289056726,138245.37399997434,127238.23768014515,120418.05472942111,135244.9374831126,136751.253911596,133951.52438310196,142092.24416619056
2013-12-05,149467.3860058491,148244.94531381322,138300.5474900111,127235.928178527,120388.60235915123,135270.77529354452,136791.06247011875,133996.96315117407,141855.15172537556,138098.55204765292,127144.3604733247,120348.34364457437,135112.14389165517,136611.50003941997,133831.40948650095,141957.62901737425
2013-12-06,151162.7074161421,149495.32165711783,139614.65436650088,127955.96063893531,120807.84807417101,136416.5503129348,138020.27058425618,135046.91395412674,143289.74906664022,139234.01607578463,127764.23974477967,120710.86352411867,136102.8847386462,137673.98629746967,134733.23776102305,143247.23688402053
2013-12-09,151509.11684837806,149643.6367577209,139901.54322231107,128128.73819284176,120922.18558161786,136670.88480293105,138290.73912273315,135283.80479352814,143638.63202551156,139363.31519360212,127852.6686283698,120777.44073235246,136220.38443304214,137797.33952379605,134845.43122231093,143376.64751812443
2013-12-10,150989.6235084152,149304.60178237566,139455.45233186637,127936.5414441076,120852.22099282668,136295.71890543762,137880.45556286964,134956.2197939112,143033.3690902884,139071.81641502018,127742.5200966227,120753.8298289787,135979.28028171955,137531.2802216054,134639.44631961954,142993.6631695849
2013-12-11,149275.9909977036,147821.02176105801,138054.56375489358,127157.46892672044,120386.18890913315,135071.03204419627,136568.45876033203,133833.00190097964,141476.7077076778,137719.81791371733,126992.12268002077,120303.77083298573,134796.5788467582,136264.6690970824,133559.43408753205,141426.54573205687
2013-12-12,148783.78309578207,147397.18852731056,137598.08464587323,126901.52805140411,120230.68188041594,134670.8877896204,136140.3859477971,133467.12404590758,140934.69335641063,137347.0627828565,126780.20323028738,120173.20285686105,134469.1263248866,135914.75136986162,133258.63124730941,141018.51404530363
2013-12-13,148738.08300727265,147418.41349413205,137600.9290007862,126921.26995192382,120258.32631685298,134678.47184857636,136145.62646610776,133477.9627797752,140933.27570790632,137416.12339906665,126835.31546076394,120220.96103990132,134534.32912142115,135981.87346493782,133321.52966359688,141116.92201437557
2013-12-16,149686.13548540222,148435.6651885554,138381.92159714125,127346.96666752479,120504.8232285325,135359.33928250227,136876.13509513103,134099.74521678593,141829.62908280536,138252.89163601556,127291.5316680088,120484.90207388805,135263.9192830285,136764.61094686616,133987.91994992728,142090.33426899306
2013-12-17,149157.4779660593,148117.7535711479,137945.86095256472,127126.803086793,120391.76101606467,134983.9211578869,136470.66477070848,133761.88648234072,141312.0343760398,137956.69621069895,127147.22165323843,120414.88260367535,135010.04899445263,136489.76406158163,133761.98328311913,141750.7167345522
2013-12-18,151755.27257436354,150321.85347679903,139951.42845250093,128201.98810495327,120996.74140271309,136726.51541168668,138343.61852004548,135352.32343042677,143588.5667006276,139729.6732777144,128095.34620137059,120947.68141526257,136550.51241600068,138145.49979293637,135165.02803017554,143750.62775232852
2013-12-19,151618.58650903328,150406.61786557335,139787.75791967835,128089.3524812788,120910.48732383767,136577.32952883898,138187.2482319903,135210.9755483057,143402.40636695543,139652.5661881998,128031.44897078452,120889.02051736148,136476.487903079,138069.93876517485,135095.7369538346,143631.26351997236
2013-12-20,152384.11476659053,151526.17841602664,140427.78639827148,128445.44654345672,121124.15747491413,137136.93935298274,138786.7015859153,135723.818891193,144149.86103818944,140541.1836855893,128521.97434060533,121178.90304130259,137252.16484060368,138901.5790707354,135806.96920729266,144704.48488785897
2013-12-23,153997.54534607645,152888.47129981068,141386.4586682228,128952.47062503107,121399.04331504778,137965.3523200645,139679.62544501788,136487.3090647102,145085.95511903462,141566.08959748075,129057.42415757486,121469.82321161241,138138.0983774192,139856.34364138963,136612.5320197967,145889.38479054454
2013-12-24,153643.76660198494,152931.0115524614,141520.44628712014,128986.2809028459,121395.54001208968,138074.43574604287,139801.02991263926,136562.81948206932,145459.33884948795,141702.18488744888,129100.55303286505,121471.56476667439,138248.99885371755,139979.70941159746,136701.88069540437,146081.92638950763
2013-12-26,154358.60711031558,153654.67002231418,142044.09051382172,129259.31543517315,121543.6922283769,138526.65890025182,140288.61005158522,136974.30165285445,146068.3994277527,142203.48810198143,129362.43727399863,121613.37837816306,138681.83583148086,140446.4419845646,137096.893759272,146641.96461300616
2013-12-27,154367.7540313541,153441.82199067302,142163.54606809505,129307.42156046364,121560.27449138914,138626.86948920993,140398.34226575415,137057.56897047488,146243.17522657814,142168.35234102153,129327.71376221758,121583.22771123402,138648.0310228951,140411.9736975859,137057.28394002293,146614.24455312578
2013-12-30,154303.58751735184,153399.27044814636,142181.76542101297,129342.06065359533,121602.46761997009,138649.83811192197,140418.96989604254,137083.42721915455,146207.11880124145,142253.712347041,129396.73671781582,121644.82065998382,138729.20540941373,140495.22998439218,137134.14852084455,146701.87675139806
2013-12-31,155018.46254236565,154271.91012128443,142720.9355126695,129694.11551922197,121855.7090520921,139134.5032652046,140930.6372473249,137544.19817032845,146800.00126911083,142861.64109100963,129786.9646402822,121919.59805817872,139273.51600160418,141071.05670933213,137651.5070650265,147356.32440237346
2014-01-02,153625.40372654158,152931.0115524614,141463.09276911616,129024.60488678957,121473.75267612428,138043.08091827622,139756.84915333462,136555.26096876527,145394.42006853706,141563.6005119686,129098.2682270512,121526.89790304842,138147.24382002302,139859.76680748115,136634.02230883413,145846.14893748684
2014-01-03,153487.9755525233,152377.58183246723,141493.24862128912,129036.99953952293,121480.75424756233,138069.23807762307,139784.98616522326,136573.62628022,145446.8373399531,141367.01582797137,128986.99170512304,121464.04768496995,137976.718928827,139676.33810462258,136469.14153557713,145644.5551809661
2014-01-06,153103.01098519296,151930.63822261148,141102.75711375056,128857.8055405159,121402.18939361737,137737.68666348865,139424.26187764763,136282.631836072,144908.3746467883,140979.90997163032,128808.03619561647,121385.58914620218,137648.02473782632,139318.72842201684,136178.62010368163,145142.17980336983
2014-01-07,154056.17193243082,152931.0115524614,141852.30944064012,129290.15948259806,121673.74076523993,138396.62192570086,140128.0817794245,136892.3286367439,145790.10102667124,141753.7708459632,129254.04854399034,121664.92061873825,138328.1943464678,140045.31220150134,136808.31468805455,146049.12680108898
2014-01-08,154120.25215472517,153079.98146587066,141780.96831066388,129221.52251346555,121606.30803424596,138325.69191032197,140056.93608817962,136822.85010429038,145611.0594270235,141839.0925365111,129266.56944377268,121643.31756871002,138393.14704260344,140120.3383742787,136859.111997466,146141.20846944858
