Date,VOO Benchmark,A1V12 Tactical Sleeve,MWM Aggressive,MWM Balanced,MWM Conservative,MWM Growth,MWM Growth Plus,MWM Moderate,MWM Ultra Aggressive,Tactical Aggressive,Tactical Balanced,Tactical Conservative,Tactical Growth,Tactical Growth Plus,Tactical Moderate,Tactical Ultra Aggressive
2011-01-28,100499.03357601723,100104.59248053194,100111.26583975786,100285.9458442467,100357.82167945642,100152.93541518039,100132.19371886418,100210.79575655848,99972.44697688805,99839.14786594744,100126.50011302058,100262.68915440388,99911.68755843217,99875.53050950404,99986.32729467965,99640.07768627627
2011-01-31,101273.43262114772,100899.72750234313,100755.29145699093,100743.83028534822,100704.93523236792,100745.65163627782,100750.5705777476,100779.27337428731,100611.58957487848,100541.04662503804,100617.47068906805,100629.78974086234,100556.01340258942,100548.65411393749,100600.8050526355,100380.37495264053
2011-02-01,102856.60932784023,102343.60289868593,102320.5261293077,101597.63125310444,101167.49452338996,102123.0761374583,102221.89712165324,102024.57532605462,102459.8497165264,101961.72968837313,101388.35658043869,101042.89135071186,101805.29459278342,101883.64427412824,101729.33884312432,102017.78882947868
2011-02-02,102684.55229143747,102134.33667820312,102078.35402906632,101454.15433492248,101076.71957164233,101906.81050421452,101992.69033601688,101827.95961058051,102135.18897278715,101763.14798374649,101267.84398151477,100965.78312593001,101627.6358094216,101695.53170672375,101565.13511524002,101796.06897858802
2011-02-03,102942.66804813937,102385.45149938713,102266.59359722838,101542.47712968216,101109.79797801079,102068.33113767467,102167.5595109976,101971.93178884973,102356.02761091989,101937.36491017544,101348.43423747033,100994.29656992322,101776.78197261265,101857.20519368243,101698.10609819503,101992.96249467306
2011-02-04,103218.00762974023,102741.13558412631,102384.91167907805,101581.1873175452,101103.04114291522,102164.9190705911,102275.0021795073,102056.49404804081,102447.28086867323,102163.07575261667,101448.62394398116,101024.35049830102,101968.74191037621,102066.02768114324,101868.9134909299,102251.8467257801
2011-02-07,103871.96933814001,103285.20221870711,102912.60008652881,101893.80797401354,101294.81136685134,102634.3937194193,102773.5534031119,102491.08220219225,103027.6705261699,102636.7786997773,101729.04696240512,101196.97743191784,102390.43364297865,102513.70119065953,102258.01295220881,102781.74929860489
2011-02-08,104353.78771842911,103808.3155317163,103329.87568108088,102096.5164270265,101381.15662618291,102994.57435023734,103162.24380272915,102811.51057456237,103536.85025858287,103047.37088639861,101929.44712738201,101282.05720464548,102744.82329636902,102896.15925296374,102574.92552345518,103257.1668055911
2011-02-09,104095.64607421483,103620.00263280512,103025.74929602137,101956.34253366888,101327.20715751639,102733.46036924467,102879.65777202022,102583.91010294929,103195.26400708631,102772.1840965027,101806.62982073851,101238.37152754382,102509.254120879,102640.8096862332,102371.97873046908,102937.09820268757
2011-02-10,104130.05057815876,103431.6432999403,102905.16854890512,101879.51187691455,101271.21519085538,102623.71509831348,102764.50216747113,102485.98936719692,103001.37440201701,102623.79497472403,101708.976932697,101169.9377329403,102374.82992116392,102499.41161206433,102244.78846500746,102799.19080009637
2011-02-11,104784.00365738774,104205.8714341335,103416.18630687715,102209.55908507331,101497.56823359213,103085.01661011313,103250.62895845975,102920.94504723759,103517.28992512422,103270.37376488245,102116.9459804849,101442.89945002394,102956.45805037975,103113.47713117176,102789.16327192684,103517.74630363163
2011-02-14,105042.14530160202,104331.38241077188,103710.8702034709,102394.17260034189,101622.32506075804,103350.28325448328,103530.58143502905,103166.23553867242,103923.42080359832,103418.87822355845,102218.10230618958,101517.94499941252,103092.21977937169,103255.60094029366,102916.76622069416,103706.18120545708
2011-02-15,104663.54906231546,104080.3024150531,103429.65845790465,102247.24161526286,101549.60534720191,103105.36011796123,103267.54478175516,102943.9823353684,103603.4102470964,103189.58658445279,102102.55941078415,101463.85328111483,102893.21210153219,103041.4745898777,102738.938002294,103424.22394937366
2011-02-16,105334.69144976023,104708.07785952471,104037.31581250396,102580.8586839328,101733.65915393515,103639.64622790729,103838.46051459765,103429.1821405539,104273.06866206654,103832.75081669292,102455.02612245307,101659.27217701987,103459.12001668703,103645.95680277732,103250.39038860875,104183.83298196555
2011-02-17,105730.47699726255,104896.4023669243,104429.08090045882,102865.62355458736,101957.13278345889,104001.83910292122,104215.41249066003,103776.22367388038,104719.28746357335,104132.85876940764,102684.60164423096,101849.93394276284,103740.18442328034,103936.52682397778,103519.45994331845,104554.8023350932
2011-02-18,105902.58580869007,105001.0180644331,104586.45140014826,102955.92881762136,102010.83740532988,104141.15169241256,104363.73608328325,103903.77021851197,104875.79631101723,104260.50336903005,102757.08930424621,101893.07301093469,103853.21843653312,104056.85276605864,103621.76775399355,104686.99554184811
2011-02-22,103734.30817651037,102448.1489452643,102653.58090987879,101907.29552331465,101441.95508514423,102445.82109836333,102549.88180723977,102366.63421094943,102767.3043869811,102025.81796558137,101532.0648643926,101218.69770971157,101890.00960938846,101958.16342094367,101836.91884787692,102184.45334935121
2011-02-23,103149.19862185238,101694.90895810793,102222.98402394402,101639.10297410568,101267.13454250376,102059.736106219,102141.5622739578,102004.24549457993,102299.44869480655,101416.23785824412,101160.10465837047,100981.60281011087,101344.79731604789,101380.78698540927,101329.3078079413,101454.53351094929
2011-02-24,103045.94196416668,101715.80423723752,102134.9277667632,101599.18531058937,101253.37449913807,101984.41720351549,102059.87956953059,101937.98355697934,102179.75617085128,101460.8693702392,101196.57053884538,101013.51814766941,101387.25033883732,101424.32899012779,101370.33632646895,101530.26813009185
2011-02-25,104164.48959878583,102845.75128163511,103159.02570167,102219.68863220188,101648.60263742325,102900.1538999941,103029.75942956682,102785.22811707889,103296.16442919945,102572.30300843394,101867.39610371405,101439.4214511741,102381.20376816568,102477.00413751844,102286.8834646755,102808.80076544441
2011-02-28,104784.00365738774,103306.10910632511,103723.03735222427,102616.65980513442,101949.25349207837,103418.1795973306,103570.75096200322,103279.55031400714,103913.53615626882,103031.78500024951,102203.3492488426,101703.81402699459,102806.72090077848,102919.48933266044,102694.9552399816,103302.10473990969
2011-03-01,102994.31363532382,101715.80423723752,102393.90806529598,101847.99849242708,101496.13890633953,102241.63598323386,102318.02235775044,102191.32388557849,102527.39840568916,101704.3693329322,101438.15387913454,101252.01121167527,101630.79702560516,101667.89801115832,101613.40900363874,101823.7174378285
2011-03-02,103286.87704182361,101862.30336091273,102660.20735869005,101969.75572073006,101539.6746460283,102469.80523387533,102565.24318497028,102391.82528711535,102816.66314449972,101951.10715954636,101546.02469010006,101287.41911123239,101841.82059242428,101896.77298538393,101793.98908265693,102147.47826866887
2011-03-03,105059.32598064702,103578.1075981503,104117.77172158833,102752.36062128599,101948.59773341859,103746.57152294157,103932.32893766674,103551.15885914938,104454.46655051108,103406.48713853945,102328.93730504495,101697.45674717407,103117.7621798641,103262.39019092677,102951.54952610648,103805.94208322944
2011-03-04,104284.9614521997,102929.43687454911,103490.93198655512,102445.12548431913,101815.1474090223,103205.3451593906,103348.36958558974,103067.45975579409,103737.84505383704,102882.05891300894,102079.75117553474,101598.1946871814,102666.79863155755,102774.74344950818,102550.63108142547,103227.04243149278
2011-03-07,103372.90987461038,101862.30336091273,102705.1813575687,101990.60958284987,101544.11487357042,102508.82753913262,102607.29403518331,102427.27195938879,102870.16927232112,101947.95841437434,101538.39524636009,101274.9134225586,101838.22433928809,101893.45764516205,101789.2366995613,102150.1187649021
2011-03-08,104336.61566855492,102720.21708801991,103489.10472321203,102424.81724861277,101783.74466937156,103198.7766814334,103344.18808508763,103057.69140042791,103713.88357282594,102726.57205515829,101968.65229182564,101512.69585747785,102524.07720132383,102625.6687661513,102412.88660319435,103034.55217300978
2011-03-09,104216.13518597027,102427.25366613471,103436.33720650294,102425.77482670236,101813.76551986132,103160.29806392874,103298.57485438017,103029.22179243139,103684.93324465303,102529.46102294464,101885.46516046434,101492.37823817435,102357.45279832599,102443.81530037864,102266.28530932256,102812.06512804168
2011-03-10,102305.95605215091,100669.53117726551,101629.209653437,101423.24782038578,101250.33853952991,101567.95795796764,101598.97725015458,101582.50808736696,101596.62273255039,100828.93518179508,100941.30677523495,100962.4550024869,100858.04330070832,100843.92532768947,100904.8745694513,100857.57714644508
2011-03-11,102994.31363532381,101360.12015249833,102167.15522462434,101722.90740694957,101415.76331879452,102041.92455709731,102104.92569768231,102016.80085950621,102187.52791678588,101358.82130873582,101237.74789974489,101126.33247920049,101325.29751105924,101342.50218237164,101333.75881777226,101430.19544517764
2011-03-14,102391.99751410847,100690.46128186032,101536.99280504738,101381.39703418208,101231.15284331676,101487.96637171658,101512.88630153495,101517.51132382095,101464.24765388475,100715.65242694701,100885.96242208953,100935.11437740421,100759.24189808618,100737.8936541114,100821.13093716641,100715.7166891924
2011-03-15,101256.20879624879,99644.26948130714,100513.65949207911,100764.37737369517,100842.3859426362,100573.45590979118,100543.97361488498,100671.68181454908,100367.26468157533,99710.23258852903,100279.09172735707,100551.7666784537,99859.86672261287,99785.48040980802,99991.0843181804,99610.29283452494
2011-03-16,99328.84035421364,97635.50182218436,98690.64553050336,99744.52689952342,100269.102519452,98962.86733946657,98827.13351116047,99206.17021545503,98254.55066280194,97967.96439662529,99298.30609315814,100000.6830479352,98319.61524307707,98144.13683173514,98583.15755395376,97697.01423087108
2011-03-17,100567.85121307586,98807.23942484114,99910.32279014704,100449.49752238627,100684.38579671498,100047.29471616707,99979.28554850443,100197.62056291095,99602.49337028973,99125.09961621488,99968.76133553761,100395.90455703143,99349.16888877905,99237.60292178954,99524.79159080681,98956.9018945036
2011-03-18,100998.09303954687,98911.88994781514,100440.97223223152,100767.1772235131,100884.94762485586,100522.25425048283,100482.1117445208,100631.7946035534,100178.92200675647,99498.27058731482,100190.97973614594,100539.28634216991,99684.23240067848,99591.74379803301,99825.11691727517,99392.03774302108
2011-03-21,102529.68456325047,100502.17159992592,101877.85497949069,101584.56890707376,101356.42884857542,101795.11229927992,101837.02225695294,101794.08348355023,101841.22372967174,100974.6856168748,101035.64454179809,101028.38700358359,100993.69452468166,100984.76841079979,101022.65129059009,101098.55893115843
2011-03-22,102168.29489052127,100209.20817804072,101626.83267179635,101436.56207812119,101267.82418869903,101572.16258055154,101600.0406535124,101586.44656063488,101612.56853476306,100704.50435488473,100878.09026181165,100933.86122600445,100753.48819157488,100729.57173888508,100802.10366482864,100799.53657303516
2011-03-23,102495.26280096498,100627.69418505271,101901.46621361375,101591.3725979239,101355.53005976467,101814.7496746515,101858.64806138269,101808.54327883189,101943.48980742542,101006.097990297,101050.90020634104,101032.59516451666,101020.31282195143,101013.78673927944,101048.8581624073,101135.91211260129
2011-03-24,103458.90819071399,101862.30336091272,102667.81613681221,102028.47922454245,101607.10487137677,102492.5571396074,102580.71187004528,102431.92609060353,102713.95069611851,102022.07325007615,101635.40960706171,101373.18907001035,101920.73820671631,101971.99664589907,101877.20461007518,102252.39486158304
2011-03-25,103766.63305029365,102059.43871101196,102825.5284211253,102117.4906624835,101655.22928520862,102631.08819670635,102728.82621439273,102562.13783889457,102934.29929201101,102107.05394407039,101681.73369994588,101395.86158868093,101994.79115363001,102051.51123187543,101947.28796609576,102385.55479536476
