Date,AVUV,BIL,DFSVX,DXY,EFV,FBTC,FGBPX,FIKQX,FIWDX,FRDM,FSRIX,IMCB,JBND,JIVE,JMSFX,JMSIX,JPIE,MGK,MGV,MTUM,NERYX,PIMIX,SMH,SPHB,VEU,VFINX,VIX,VOO,WOBDX,XLF,XLG,XLRE,XLV
2016-05-26,36.95697895171275,73.88,19.67557144165039,95.16999816894531,30.14773941040039,,5.714821815490723,,,,7.7631354331970215,31.8681583404541,,31.24385073967763,5.445929527282715,5.451144695281982,,15.55,47.35,66.00617980957031,8.93110466003418,6.663086414337158,25.653240203857422,26.9324893951416,32.45,165.12164306640625,13.430000305175781,161.96,8.387177467346191,15.880745887756348,12.944974899291992,22.400257110595703,59.69807052612305
2016-05-27,37.21802723895997,73.9,19.8131160736084,95.5199966430664,30.05628204345703,,5.7075324058532715,,,,7.7631354331970215,32.05717468261719,,31.15299624641201,5.440112590789795,5.445319175720215,,15.61,47.56,66.22803497314453,8.93110466003418,6.663086414337158,25.821767807006836,27.047632217407227,32.41,165.85581970214844,13.119999885559082,162.6,8.380061149597168,15.988184928894043,12.987844467163086,22.488359451293945,59.967655181884766
2016-05-31,37.32990507635163,73.9,19.869382858276367,95.88999938964844,29.925628662109375,,5.719952583312988,,,,7.786090850830078,32.104434967041016,,31.01166703466549,5.471674919128418,5.476330280303955,,15.58,47.46,66.05054473876953,8.93110466003418,6.688982963562012,25.91742706298828,27.162761688232422,32.32,165.70211791992188,14.1899995803833,162.4,8.387177467346191,15.947908401489258,12.985221862792969,22.49893569946289,60.110877990722656
2016-06-01,37.49772183243912,73.9,19.96317481994629,95.45999908447266,29.775381088256836,,5.719952583312988,,,,7.786090850830078,32.16242599487305,,30.86024287922278,5.465834617614746,5.470478534698486,,15.61,47.58,66.23696899414062,8.924107551574707,6.6833577156066895,26.022188186645508,27.23361587524414,32.3,165.91561889648438,14.199999809265137,162.71,8.387177467346191,15.981484413146973,12.970349311828613,22.41434669494629,60.32991409301758
2016-06-02,37.59095336359884,73.88,20.013185501098633,95.55999755859375,29.729660034179688,,5.7272562980651855,,,,7.799208641052246,32.413726806640625,,30.80976816074189,5.471674919128418,5.476330280303955,,15.64,47.68,66.41439056396484,8.938105583190918,6.6833577156066895,26.01763153076172,27.331035614013672,32.33,166.40213012695312,13.630000114440918,163.2,8.408513069152832,16.015047073364258,12.997469902038574,22.484834671020508,61.10500717163086
2016-06-03,37.36719768881552,73.9,19.89439582824707,94.02999877929688,29.951753616333008,,5.756475925445557,,,,7.832004547119141,32.284847259521484,,31.04195186575403,5.4892144203186035,5.493882179260254,,15.62,47.53,66.67180633544922,8.973102569580078,6.6833577156066895,26.06773567199707,27.074195861816406,32.62,165.92410278320312,13.470000267028809,162.72,8.45119571685791,15.78674602508545,12.989594459533691,22.586332321166992,60.90283203125
2016-06-06,37.96387948823772,73.91,20.207002639770508,93.9000015258789,30.134668350219727,,5.756475925445557,,,,7.845127582550049,32.39440155029297,,31.23375579598145,5.4892144203186035,5.4997334480285645,,15.67,47.83,66.63634490966797,8.980103492736816,6.694615840911865,26.00396728515625,27.623306274414062,32.86,166.73513793945312,13.649999618530273,163.51,8.436968803405762,15.880745887756348,13.02984619140625,22.597612380981445,61.23136901855469
2016-06-07,38.15034255055716,73.91,20.307037353515625,93.83000183105469,30.389440536499023,,5.763784408569336,,,,7.864804267883301,32.53185272216797,,31.49622433208214,5.500907897949219,5.5055832862854,,15.66,47.91,66.65406036376953,9.001100540161133,6.700244426727295,26.27726173400879,27.78271484375,33.13,166.95703125,14.050000190734863,163.8,8.45119571685791,15.84718132019043,13.038593292236328,22.615936279296875,60.85226058959961
2016-06-08,38.39274453157243,73.91,20.438331604003906,93.58999633789062,30.474369049072266,,5.778392791748047,,,,7.8844828605651855,32.6542854309082,,31.57698388165158,5.506751537322998,5.5114336013793945,,15.71,48.1,67.06233215332031,9.029095649719238,6.705873966217041,26.281818389892578,27.79157829284668,33.27,167.5375518798828,14.079999923706055,164.34,8.458312034606934,15.860611915588379,13.07534408569336,22.724489212036133,61.06287384033203
2016-06-09,38.11304993809327,73.88,20.288280487060547,94.0999984741211,30.0432186126709,,5.778392791748047,,,,7.877922058105469,32.619911193847656,,31.13280635901965,5.506751537322998,5.5114336013793945,,15.69,47.99,67.31085968017578,9.036093711853027,6.705873966217041,26.281818389892578,27.455032348632812,32.82,167.255859375,14.640000343322754,164.09,8.465421676635742,15.746456146240234,13.057841300964355,22.77241325378418,60.961761474609375
2016-06-10,37.51636813867107,73.88,19.96942138671875,94.5999984741211,29.135183334350586,,5.778392791748047,,,,7.851685523986816,32.20538330078125,,30.19397659527489,5.500907897949219,5.5055832862854,,15.54,47.64,66.92034149169922,9.029095649719238,6.694615840911865,25.826324462890625,26.62252426147461,31.97,165.72772216796875,17.030000686645508,162.51,8.479646682739258,15.55172061920166,12.965097427368164,22.661048889160156,60.47313690185547
2016-06-13,37.01291787040859,73.88,19.706830978393555,94.37000274658203,28.664846420288086,,5.778392791748047,,,,7.838562965393066,31.930437088012695,,29.70941929785825,5.4892144203186035,5.493882179260254,,15.45,47.22,66.49431610107422,9.015098571777344,6.6833577156066895,25.717012405395508,26.356828689575195,31.5,164.43006896972656,20.969999313354492,161.29,8.493878364562988,15.444286346435547,12.857479095458984,22.65399932861328,59.99292755126953
2016-06-14,36.84510111432109,73.88,19.619304656982422,94.93000030517578,28.214094161987305,,5.763784408569336,,,,7.805769443511963,31.81661605834961,,29.23495694413778,5.471674919128418,5.476330280303955,,15.45,47.12,66.5653076171875,8.99410343170166,6.672092437744141,25.68512725830078,26.161989212036133,31.12,164.1483612060547,20.5,160.93,8.479646682739258,15.21597671508789,12.852229118347168,22.54827308654785,60.0855827331543
2016-06-15,36.88239372678498,73.88,19.631813049316406,94.61000061035156,28.370885848999023,,5.778392791748047,,,,7.818885326385498,31.81661605834961,,29.40657098697284,5.483372688293457,5.488027572631836,,15.43,47.03,66.41439056396484,9.008097648620605,6.672092437744141,25.65779685974121,26.23284149169922,31.35,163.85816955566406,20.139999389648438,160.7,8.500997543334961,15.236122131347656,12.817230224609375,22.780874252319336,59.67277908325195
2016-06-16,36.73322327692942,73.9,19.556779861450195,94.56999969482422,28.436199188232422,,5.77108907699585,,,,7.812327861785889,31.874597549438477,,29.46714064914992,5.471674919128418,5.476330280303955,,15.45,47.21,66.68070220947266,9.001100540161133,6.666458606719971,25.67146110534668,26.064565658569336,31.35,164.39598083496094,19.3700008392334,161.22,8.500997543334961,15.276410102844238,12.875850677490234,22.89788246154785,59.88340759277344
2016-06-17,36.86374742055303,73.88,19.625547409057617,94.20999908447266,28.88694953918457,,5.77108907699585,,,,7.812327861785889,31.863861083984375,,29.94160300287039,5.477520942687988,5.482178211212158,,15.34,47.19,66.2635498046875,8.99410343170166,6.666458606719971,25.498374938964844,26.29806900024414,31.6,163.85816955566406,19.40999984741211,160.62,8.493878364562988,15.26358413696289,12.786572456359863,22.86234474182129,59.26169967651367
2016-06-20,37.31125877011969,73.9,19.863136291503906,93.61000061035156,29.644737243652344,,5.763784408569336,,,,7.845127582550049,32.100135803222656,,30.71891366747626,5.495060443878174,5.4997334480285645,,15.43,47.43,66.65406036376953,9.008097648620605,6.677724361419678,25.92653465270996,26.662086486816406,32.3,164.81715393066406,18.3700008392334,161.65,8.472539901733398,15.351348876953125,12.84726619720459,22.883665084838867,59.63385772705078
2016-06-21,37.27396615765579,73.9,19.844377517700195,94.0199966430664,29.86683464050293,,5.756475925445557,,,,7.832004547119141,32.0828857421875,,30.95109737248841,5.4892144203186035,5.493882179260254,,15.45,47.6,66.78936004638672,9.001100540161133,6.6833577156066895,26.049516677856445,26.777503967285156,32.58,165.28028869628906,18.479999542236328,162.11,8.465421676635742,15.439103126525879,12.894763946533203,23.06844139099121,59.430850982666016
2016-06-22,37.1061494015683,73.9,19.75684356689453,93.72000122070312,29.844758987426758,,5.763784408569336,,,,7.845127582550049,32.10874557495117,,30.93090748509605,5.500907897949219,5.5055832862854,,15.42,47.53,66.62915802001953,9.015098571777344,6.6833577156066895,26.01763153076172,26.679845809936523,32.57,165.0058135986328,21.170000076293945,161.84,8.472539901733398,15.425607681274414,12.872773170471191,23.047122955322266,59.60004425048828
2016-06-23,37.90794056954189,73.9,20.181989669799805,93.52999877929688,30.77448844909668,,5.763784408569336,,,,7.864804267883301,32.52910614013672,,31.88992713623316,5.512598991394043,5.51728630065918,,15.59,48.2,67.23436737060547,9.02212142944336,6.694615840911865,26.668983459472656,27.398998260498047,33.43,167.2102508544922,17.25,163.93,8.45119571685791,15.749646186828613,13.025821685791016,23.146617889404297,60.37824630737305
2016-06-24,36.1738340899711,73.88,19.262924194335938,95.44999694824219,27.7512149810791,,5.778392791748047,,,,7.799208641052246,31.401687622070312,,28.76049459041731,5.483372688293457,5.488027572631836,,15.05,46.52,65.81031799316406,9.02212142944336,6.66083288192749,25.1112060546875,25.596664428710938,30.87,161.19732666015625,25.760000228881836,158.14,8.508106231689453,14.905794143676758,12.617691993713379,22.855236053466797,58.62729263305664
2016-06-27,34.84994634750309,73.88,18.556432723999023,96.54000091552734,27.015464782714844,,5.793003559112549,,,,7.766411781311035,30.500614166259766,,27.99327886950762,5.477520942687988,5.482178211212158,,14.8,45.74,65.49879455566406,9.050201416015625,6.638308525085449,24.33687400817871,24.22937774658203,30.28,158.28103637695312,23.850000381469727,155.17,8.550790786743164,14.480490684509277,12.446171760559082,22.8197021484375,57.84062576293945
2016-06-28,35.40933553446141,73.88,18.850284576416016,96.25,27.731142044067383,,5.800309181213379,,,,7.792647361755371,31.067562103271484,,28.74030470302495,5.4892144203186035,5.493882179260254,,15.09,46.47,66.2998046875,9.071264266967773,6.655203342437744,25.001890182495117,25.090591430664062,31.07,161.13734436035156,18.75,158.03,8.551499366760254,14.851781845092773,12.664311408996582,23.239002227783203,58.96562576293945
2016-06-29,36.1738340899711,73.88,19.25775718688965,95.7699966430664,28.252866744995117,,5.800309181213379,,,,7.838562965393066,31.653905868530273,,29.2753367189225,5.500907897949219,5.5114336013793945,,15.32,47.27,67.05636596679688,9.106372833251953,6.672092437744141,25.51203727722168,25.78311538696289,31.68,163.89932250976562,16.639999389648438,160.76,8.537248611450195,15.189326286315918,12.85078239440918,23.67961883544922,60.09064865112305
2016-06-30,36.88239372678498,73.88,19.640151977539062,96.13999938964844,28.721067428588867,,5.826661109924316,,,,7.874086380004883,32.18204116821289,,29.76998896003532,5.538497447967529,5.542584419250488,,15.48,48.05,67.99981689453125,9.113393783569336,6.72640323638916,25.967529296875,26.067224502563477,32.09,166.12086486816406,15.630000114440918,162.93,8.5443696975708,15.432356834411621,12.986241340637207,23.87150001525879,60.65736770629883
2016-07-01,37.1061494015683,73.91,19.759260177612305,95.6500015258789,28.754512786865234,,5.848621368408203,,,,7.906978607177734,32.22515869140625,,29.80027379112387,5.556117057800293,5.566097736358643,,15.55,48.06,68.06212615966797,9.155518531799316,6.73771858215332,25.776222229003906,26.218162536621094,32.19,166.4725799560547,14.770000457763672,163.26,8.572884559631348,15.351348876953125,13.039896965026855,23.85728645324707,61.03800964355469
2016-07-05,36.37894345852249,73.91,19.36432647705078,96.16999816894531,28.038820266723633,,5.863260746002197,,,,7.900401592254639,31.90396499633789,,29.05324795760654,5.573732376098633,5.577852249145508,,15.49,47.65,68.28463745117188,9.190627098083496,6.72640323638916,25.36627960205078,25.39246368408203,31.56,165.34031677246094,15.579999923706055,162.12,8.60139274597168,15.121818542480469,12.980962753295898,24.031400680541992,60.97880935668945
2016-07-06,36.62134543953776,73.9,19.495967864990234,96.05999755859375,27.925119400024414,,5.863260746002197,,,,7.906978607177734,32.134639739990234,,28.94220357694855,5.573732376098633,5.577852249145508,,15.57,47.99,68.70294189453125,9.197644233703613,6.732061862945557,25.402719497680664,25.578908920288086,31.51,166.2838592529297,14.960000038146973,163.08,8.60139274597168,15.16232681274414,13.070680618286133,23.99942398071289,61.6639518737793
2016-07-07,36.65863805200165,73.91,19.521047592163086,96.33000183105469,27.844860076904297,,5.870582103729248,,,,7.920132637023926,32.14324188232422,,28.86144402737911,5.585482597351074,5.589608192443848,,15.6,47.84,68.3380355834961,9.204666137695312,6.72640323638916,25.689678192138672,25.632184982299805,31.41,166.1552276611328,14.760000228881836,162.97,8.60139274597168,15.182575225830078,13.05309009552002,23.70093536376953,61.570926666259766
2016-07-08,37.59095336359884,73.9,20.010013580322266,96.30000305175781,28.31974983215332,,5.877901554107666,,,,7.953028678894043,32.712337493896484,,29.34600132479576,5.603102684020996,5.607239723205566,,15.82,48.52,69.15689849853516,9.239773750305176,6.73771858215332,26.39113426208496,26.22704315185547,31.92,168.68556213378906,13.199999809265137,165.44,8.615636825561523,15.472860336303711,13.22372817993164,24.111711502075195,62.33220291137695
2016-07-11,37.96387948823772,73.91,20.210613250732422,96.56999969482422,28.80133819580078,,5.877901554107666,,,,7.972764015197754,32.90634536743164,,29.85074850960477,5.620724201202393,5.624874591827393,,15.88,48.62,69.29930114746094,9.239773750305176,6.754687309265137,26.746417999267578,26.377971649169922,32.34,169.26026916503906,13.539999961853027,166.02,8.594259262084961,15.560622215270996,13.261556625366211,24.297901153564453,62.16300964355469
2016-07-12,38.67243912505158,73.88,20.58673858642578,96.44000244140625,29.302980422973633,,5.863260746002197,,,,7.985916614532471,33.18873977661133,,30.36559063810996,5.63247013092041,5.636628150939941,,15.96,48.98,69.13908386230469,9.232748985290527,6.771660327911377,27.037933349609375,27.28357696533203,32.78,170.4525604248047,13.550000190734863,167.19,8.565755844116211,15.756392478942871,13.331037521362305,24.34764862060547,62.4675407409668
2016-07-13,38.57920759389187,73.9,20.536590576171875,96.22000122070312,29.34311294555664,,5.877901554107666,,,,7.985916614532471,33.19306182861328,,30.40597041289468,5.6265974044799805,5.630751132965088,,15.93,49.12,69.24586486816406,9.253815650939941,6.782975196838379,27.042484283447266,27.114885330200195,32.74,170.48687744140625,13.039999961853027,167.13,8.580007553100586,15.756392478942871,13.331037521362305,24.46135902404785,62.442161560058594
2016-07-14,38.67243912505158,73.91,20.59300994873047,96.08000183105469,29.630725860595703,,5.863260746002197,,,,7.99249267578125,33.27927780151367,,30.70881872378008,5.6265974044799805,5.630751132965088,,16.03,49.41,69.37051391601562,9.239773750305176,6.788629531860352,27.270231246948242,27.381244659423828,33.05,171.38751220703125,12.819999694824219,168.1,8.558626174926758,15.904911041259766,13.403164863586426,24.325620651245117,62.71282958984375
2016-07-15,38.74702434997936,73.9,20.624353408813477,96.58000183105469,29.476886749267578,,5.855939865112305,,,,7.979340553283691,33.25772476196289,,30.5472996246412,5.620724201202393,5.624874591827393,,16.0,49.37,69.29041290283203,9.225729942321777,6.788629531860352,27.192798614501953,27.416757583618164,32.89,171.22454833984375,12.670000076293945,167.85,8.5443696975708,15.877912521362305,13.390851974487305,24.290090560913086,62.6620979309082
2016-07-18,38.76567065621131,73.9,20.643159866333008,96.55999755859375,29.54376983642578,,5.848621368408203,,,,7.979340553283691,33.283592224121094,,30.61796423051446,5.614850997924805,5.6189961433410645,,16.07,49.43,69.44171142578125,9.225729942321777,6.788629531860352,27.9853515625,27.585445404052734,33.02,171.6448211669922,12.4399995803833,168.33,8.5443696975708,15.93191909790039,13.435708999633789,24.297901153564453,62.687469482421875
2016-07-19,38.54191498142798,73.91,20.517786026000977,97.05000305175781,29.256168365478516,,5.855939865112305,,,,7.979340553283691,33.2469482421875,,30.31511591962906,5.620724201202393,5.624874591827393,,16.04,49.39,69.6019287109375,9.232748985290527,6.794291019439697,27.876035690307617,27.319095611572266,32.72,171.39608764648438,11.970000267028809,168.15,8.551499366760254,15.938666343688965,13.430434226989746,24.367551803588867,62.5521125793457
2016-07-20,38.70973173751548,73.91,20.6118221282959,97.19999694824219,29.470199584960938,,5.855939865112305,,,,7.985916614532471,33.400001525878906,,30.53720468094502,5.620724201202393,5.624874591827393,,16.13,49.61,69.72652435302734,9.225729942321777,6.799947261810303,28.304197311401367,27.585445404052734,32.98,172.15086364746094,11.770000457763672,168.83,8.5443696975708,15.965669631958008,13.505200386047363,24.333438873291016,63.11884307861328
2016-07-21,38.50462236896409,73.91,20.498981475830078,97.0,29.42338752746582,,5.855939865112305,,,,7.999070644378662,33.25772476196289,,30.4968249061603,5.6265974044799805,5.630751132965088,,16.06,49.41,69.37940979003906,9.225729942321777,6.799947261810303,28.062786102294922,27.496658325195312,32.9,171.53334045410156,12.739999771118164,168.19,8.551499366760254,15.884657859802246,13.454180717468262,24.40450668334961,63.304927825927734
2016-07-22,38.67243912505158,73.91,20.59300994873047,97.47000122070312,29.42338752746582,,5.855939865112305,,,,7.99249267578125,33.602638244628906,,30.4968249061603,5.63247013092041,5.636628150939941,,16.12,49.65,69.86003875732422,9.225729942321777,6.799947261810303,28.231321334838867,27.56769561767578,32.93,172.3138885498047,12.020000457763672,168.97,8.5443696975708,15.985917091369629,13.490243911743164,24.589275360107422,63.43182373046875
2016-07-25,38.48597606273215,73.9,20.4864444732666,97.29000091552734,29.37656021118164,,5.855939865112305,,,,7.99249267578125,33.548744201660156,,30.4463501876794,5.63247013092041,5.636628150939941,,16.08,49.42,69.67312622070312,9.228545188903809,6.794291019439697,28.3634090423584,27.36348533630371,32.87,171.7906494140625,12.869999885559082,168.56,8.5443696975708,15.952164649963379,13.42867374420166,24.55374526977539,63.36418533325195
2016-07-26,38.78431696244325,73.9,20.649431228637695,97.16000366210938,29.450132369995117,,5.848621368408203,,,,7.99249267578125,33.81174850463867,,30.51701479355266,5.6265974044799805,5.630751132965088,,16.06,49.49,69.45061492919922,9.221506118774414,6.782975196838379,29.183290481567383,27.683109283447266,33.0,171.85069274902344,13.050000190734863,168.55,8.5443696975708,15.965669631958008,13.38117790222168,24.415170669555664,63.25420379638672
2016-07-27,38.74702434997936,73.91,20.630624771118164,97.05000305175781,29.684234619140625,,5.863260746002197,,,,8.005654335021973,33.57461166381836,,30.75929344226098,5.6265974044799805,5.630751132965088,,16.12,49.31,69.21920776367188,9.242636680603027,6.782975196838379,29.07853126525879,27.54105567932129,33.15,171.65335083007812,12.829999923706055,168.44,8.575791358947754,15.958919525146484,13.43307113647461,24.233945846557617,63.541812896728516
2016-07-28,38.61650020635576,73.9,20.55539321899414,96.73999786376953,29.583904266357422,,5.863260746002197,,,,7.999070644378662,33.723358154296875,,30.65834400529918,5.620724201202393,5.630751132965088,,16.17,49.26,69.54849243164062,9.242636680603027,6.788629531860352,29.042091369628906,27.585445404052734,33.11,171.945068359375,12.720000267028809,168.63,8.575791358947754,15.99267292022705,13.465616226196289,24.3831844329834,63.48256301879883
2016-07-29,38.67243912505158,73.91,20.59300994873047,95.52999877929688,29.904964447021484,,5.8896660804748535,,,,8.041948318481445,33.77078628540039,,30.99147714727313,5.652585506439209,5.656137943267822,,16.21,49.33,69.82445526123047,9.263769149780273,6.809093475341797,28.923664093017578,27.700870513916016,33.45,172.22808837890625,11.869999885559082,168.93,8.597220420837402,15.965669631958008,13.503438949584961,24.644716262817383,63.60945510864258
2016-08-01,38.41139083780438,73.9,20.455093383789062,95.70999908447266,29.637418746948242,,5.874996185302734,,,,8.035358428955078,33.68024444580078,,30.71891366747626,5.64668607711792,5.650234222412109,,16.27,49.11,69.93123626708984,9.235589981079102,6.809093475341797,29.005653381347656,27.1859130859375,33.28,172.00506591796875,12.4399995803833,168.73,8.575791358947754,15.9251708984375,13.499041557312012,24.72431182861328,64.01548767089844
2016-08-02,37.92658687577383,73.91,20.191804885864258,95.05999755859375,29.450132369995117,,5.860328197479248,,,,8.015567779541016,33.322391510009766,,30.51701479355266,5.628983974456787,5.632519721984863,,16.16,48.85,69.62862396240234,9.207415580749512,6.797727584838867,28.623037338256836,27.043859481811523,33.09,170.91571044921875,13.369999885559082,167.68,8.561509132385254,15.790152549743652,13.438347816467285,24.34764862060547,63.77019500732422
2016-08-03,38.31815930664465,73.9,20.398677825927734,95.55999755859375,29.396623611450195,,5.860328197479248,,,,8.015567779541016,33.46467208862305,,30.46654007507176,5.634882926940918,5.638425827026367,,16.2,49.06,69.3526840209961,9.207415580749512,6.797727584838867,28.6959171295166,27.56769561767578,33.04,171.49900817871094,12.859999656677246,168.16,8.561509132385254,15.952164649963379,13.44626235961914,24.16287612915039,63.59254837036133
2016-08-04,38.29951300041271,73.9,20.386138916015625,95.76000213623047,29.67085838317871,,5.882330417633057,,,,8.035358428955078,33.5185661315918,,30.74919849856481,5.64668607711792,5.650234222412109,,16.23,49.07,69.50398254394531,9.242636680603027,6.809093475341797,28.900888442993164,27.496658325195312,33.22,171.57618713378906,12.420000076293945,168.33,8.582935333251953,15.911665916442871,13.477052688598633,24.120235443115234,63.499507904052734
2016-08-05,38.9334874122988,73.9,20.73092269897461,96.19000244140625,29.844758987426758,,5.867660045623779,,,,8.041948318481445,33.716896057128906,,30.93090748509605,5.64668607711792,5.650234222412109,,16.3,49.54,69.72652435302734,9.235589981079102,6.820458889007568,29.237951278686523,27.993864059448242,33.35,173.06008911132812,11.390000343322754,169.68,8.54723072052002,16.21544647216797,13.573807716369629,24.120235443115234,63.65175247192383
2016-08-08,39.02671894345852,73.9,20.781078338623047,96.4000015258789,30.085552215576172,,5.874996185302734,,,,8.041948318481445,33.691017150878906,,31.18328107750055,5.652585506439209,5.66204309463501,,16.28,49.59,69.55738830566406,9.249680519104004,6.826147079467773,29.237951278686523,28.12703514099121,33.53,172.91424560546875,11.5,169.6,8.54723072052002,16.235702514648438,13.561491966247559,24.11313819885254,63.11040115356445
2016-08-09,38.98942633099463,73.9,20.756000518798828,96.18000030517578,30.3062801361084,,5.8896660804748535,,,,8.068344116210938,33.703956604003906,,31.40536983881652,5.676186561584473,5.67975378036499,,16.32,49.58,69.73541259765625,9.284907341003418,6.826147079467773,29.433813095092773,28.056013107299805,33.81,172.99151611328125,11.65999984741211,169.71,8.575791358947754,16.249208450317383,13.583480834960938,24.276582717895508,63.26265335083008
2016-08-10,38.74702434997936,73.9,20.624353408813477,95.6500015258789,30.35978889465332,,5.897000312805176,,,,8.08154010772705,33.587554931640625,,31.4659395009936,5.682090759277344,5.685659885406494,,16.3,49.44,69.84222412109375,9.30604076385498,6.826147079467773,29.237951278686523,27.745256423950195,33.88,172.5540313720703,12.050000190734863,169.27,8.582935333251953,16.120939254760742,13.538620948791504,24.226829528808594,63.051185607910156
2016-08-11,38.9334874122988,73.9,20.73092269897461,95.86000061035156,30.607271194458008,,5.8896660804748535,,,,8.07493782043457,33.7147331237793,,31.7183130933981,5.676186561584473,5.67975378036499,,16.37,49.67,70.05583190917969,9.291950225830078,6.8318281173706055,29.35637664794922,28.12703514099121,34.17,173.39462280273438,11.680000305175781,170.11,8.561509132385254,16.154695510864258,13.608985900878906,23.99942398071289,63.414913177490234
2016-08-12,38.84025588113908,73.9,20.680776596069336,95.72000122070312,30.48686981201172,,5.904333114624023,,,,8.088134765625,33.699642181396484,,31.59717376904394,5.687989234924316,5.691560745239258,,16.35,49.58,70.02914428710938,9.313085556030273,6.826147079467773,29.4793643951416,28.073766708374023,34.06,173.26600646972656,11.550000190734863,169.94,8.582935333251953,16.107433319091797,13.574687004089355,24.077592849731445,63.25420379638672
2016-08-15,39.34370614940157,73.9,20.944059371948242,95.62999725341797,30.58051300048828,,5.897000312805176,,,,8.094727516174316,33.83975601196289,,31.68802826230956,5.687989234924316,5.691560745239258,,16.4,49.69,69.83330535888672,9.313085556030273,6.8318281173706055,29.811870574951172,28.464420318603516,34.27,173.7720184326172,11.8100004196167,170.43,8.568650245666504,16.21544647216797,13.618664741516113,24.049175262451172,63.36418533325195
2016-08-16,39.10130416838629,73.9,20.81868553161621,94.79000091552734,30.533695220947266,,5.8896660804748535,,,,8.101327896118164,33.54443359375,,31.64764848752484,5.687989234924316,5.691560745239258,,16.32,49.5,69.15689849853516,9.30604076385498,6.826147079467773,29.638778686523438,28.393390655517578,34.16,172.84568786621094,12.640000343322754,169.55,8.561509132385254,16.174945831298828,13.566771507263184,23.757793426513672,62.797420501708984
2016-08-17,38.98942633099463,73.9,20.756000518798828,94.72000122070312,30.620643615722656,,5.897000312805176,,,,8.101327896118164,33.57676315307617,,31.73850298079046,5.687989234924316,5.691560745239258,,16.33,49.61,69.38829803466797,9.313085556030273,6.826147079467773,29.575016021728516,28.393390655517578,34.16,173.2145233154297,12.1899995803833,169.83,8.575791358947754,16.228946685791016,13.582599639892578,23.85728645324707,62.92430114746094
2016-08-18,39.38099876186546,73.91,20.962871551513672,94.16000366210938,30.754419326782227,,5.904333114624023,,,,8.12111759185791,33.729827880859375,,31.8697372488408,5.693889617919922,5.6974639892578125,,16.34,49.76,69.4150161743164,9.341261863708496,6.826147079467773,29.802757263183594,28.79292106628418,34.32,173.60049438476562,11.430000305175781,170.23,8.582935333251953,16.21544647216797,13.581725120544434,23.807537078857422,62.94969177246094
2016-08-19,39.38099876186546,73.9,20.962871551513672,94.51000213623047,30.52700424194336,,5.897000312805176,,,,8.107925415039062,33.716896057128906,,31.63755354382866,5.687989234924316,5.691560745239258,,16.33,49.63,69.18359375,9.327176094055176,6.820458889007568,29.957626342773438,28.7485294342041,34.1,173.36892700195312,11.34000015258789,170.0,8.568650245666504,16.208698272705078,13.544782638549805,23.62276268005371,62.898929595947266
2016-08-22,39.30641353693768,73.9,20.9315242767334,94.5199966430664,30.54707145690918,,5.904333114624023,,,,8.12111759185791,33.736270904541016,,31.65774343122102,5.693889617919922,5.6974639892578125,,16.33,49.6,69.2814712524414,9.341261863708496,6.81477689743042,29.966737747192383,28.588714599609375,34.03,173.2745361328125,12.270000457763672,169.98,8.582935333251953,16.208698272705078,13.545658111572266,23.73647689819336,63.02582931518555
2016-08-23,39.56746182418489,73.9,21.069442749023438,94.54000091552734,30.687528610229492,,5.911669731140137,,,,8.127717971801758,33.854854583740234,,31.79907264296754,5.693889617919922,5.6974639892578125,,16.36,49.65,69.31709289550781,9.345501899719238,6.820458889007568,30.112497329711914,28.908340454101562,34.13,173.6176300048828,12.380000114440918,170.29,8.582935333251953,16.228946685791016,13.567648887634277,23.722259521484375,63.08500289916992
2016-08-24,39.30641353693768,73.91,20.9315242767334,94.79000091552734,30.654088973999023,,5.911669731140137,,,,8.12111759185791,33.561683654785156,,31.768787811879,5.693889617919922,5.6974639892578125,,16.24,49.55,68.92548370361328,9.338435173034668,6.820458889007568,29.875638961791992,28.526565551757812,34.03,172.71697998046875,13.449999809265137,169.47,8.582935333251953,16.222200393676758,13.484966278076172,23.658300399780273,62.09535217285156
2016-08-25,39.43693768056128,73.9,20.994213104248047,94.7699966430664,30.54037857055664,,5.904333114624023,,,,8.114521980285645,33.602638244628906,,31.64764848752484,5.687989234924316,5.6974639892578125,,16.21,49.48,68.88985443115234,9.331372261047363,6.826147079467773,29.975847244262695,28.597599029541016,33.96,172.4854278564453,13.630000114440918,169.33,8.575791358947754,16.25595474243164,13.473529815673828,23.757793426513672,61.570926666259766
2016-08-26,39.32505984316962,73.9,20.937795639038086,95.56999969482422,30.366483688354492,,5.897000312805176,,,,8.101327896118164,33.49269485473633,,31.4659395009936,5.687989234924316,5.691560745239258,,16.2,49.37,68.68516540527344,9.310181617736816,6.820458889007568,30.10338020324707,28.70413589477539,33.74,172.2195281982422,13.649999618530273,169.01,8.554370880126953,16.276212692260742,13.476171493530273,23.523271560668945,61.8077507019043
2016-08-29,39.54881551795295,73.91,21.056903839111328,95.58000183105469,30.480182647705078,,5.911669731140137,,,,8.114521980285645,33.74274826049805,,31.58707882534776,5.693889617919922,5.6974639892578125,,16.26,49.7,69.13021087646484,9.345501899719238,6.820458889007568,30.208147048950195,28.87282943725586,33.88,173.13731384277344,12.9399995803833,169.87,8.57941722869873,16.41797637939453,13.53950023651123,23.757793426513672,61.9431037902832
