Date,AVUV,BIL,DFSVX,DXY,EFV,FBTC,FGBPX,FIKQX,FIWDX,FRDM,FSRIX,IMCB,JBND,JIVE,JMSFX,JMSIX,JPIE,MGK,MGV,MTUM,NERYX,PIMIX,SMH,SPHB,VEU,VFINX,VIX,VOO,WOBDX,XLF,XLG,XLRE,XLV
2009-03-20,10.4978704085844,73.64,5.594512939453125,83.83999633789062,16.293989181518555,,3.743248224258423,,,,4.3541998863220215,8.289369583129883,,16.88884080370943,,,,4.82,15.93,,5.291219711303711,2.8861448764801025,7.701951026916504,,16.57,52.60593032836914,45.88999938964844,51.48562049433573,6.015555381774902,4.8792195320129395,4.5441575050354,,17.52741241455078
2009-03-23,11.44883202641354,73.66,6.100037574768066,83.43000030517578,17.568994522094727,,3.743248224258423,,,,4.363037586212158,8.803948402404785,,18.21127842790903,,,,5.11,17.15,,5.311244487762451,2.8998236656188965,8.181729316711426,,17.93,56.32975769042969,43.22999954223633,55.139438722966005,6.015555381774902,5.682433128356934,4.859001636505127,,18.167478561401367
2009-03-24,10.964028064383,73.65,5.840056419372559,83.86000061035156,16.946550369262695,,3.749173402786255,,,,4.358621120452881,8.697549819946289,,17.5652020313535,,,,5.03,16.81,,5.318790912628174,2.8998236656188965,7.973685264587402,,17.33,55.18452072143555,42.93000030517578,54.01593846549948,6.015555381774902,5.406700611114502,4.765601634979248,,17.92931365966797
2009-03-25,11.22507635163021,73.68,5.979674816131592,83.80999755859375,17.312992095947266,,3.749173402786255,,,,4.363037586212158,8.674442291259766,,17.93871494811216,,,,5.07,17.07,,5.318790912628174,2.913501739501953,7.990668773651123,,17.62,55.716487884521484,42.25,54.5337255406797,6.009970664978027,5.586526393890381,4.818326473236084,,18.048389434814453
2009-03-26,11.76581923235658,73.66,6.268551349639893,84.16999816894531,17.52883529663086,,3.7669410705566406,,,,4.385113716125488,9.09777545928955,,18.17089865312431,,,,5.18,17.31,,5.343950271606445,2.9203405380249023,8.415251731872559,,17.9,57.02454376220703,40.36000061035156,55.80376930998969,6.021137237548828,5.652463912963867,4.89666223526001,,18.249345779418945
2009-03-27,11.35560049525382,73.68,6.047082901000977,85.11000061035156,17.016830444335938,,3.7669410705566406,,,,4.385113716125488,8.907468795776367,,17.63586663722676,,,,5.09,17.05,,5.338921070098877,2.9237592220306396,8.224189758300781,,17.35,55.886131286621094,41.040000915527344,54.69003861997939,6.026727199554443,5.478631496429443,4.81682014465332,,18.05584144592285
2009-03-30,10.87079653322328,73.66,5.791909694671631,85.87000274658203,16.188575744628906,,3.7728629112243652,,,,4.376285076141357,8.4957857131958,,16.77779642305145,,,,4.96,16.27,,5.338921070098877,2.9203405380249023,7.859046459197998,,16.66,53.936702728271484,45.540000915527344,52.784972966014415,6.032309532165527,5.00509786605835,4.657139778137207,,17.95163917541504
2009-03-31,11.03861328931077,73.63,5.878570079803467,85.43000030517578,16.62529182434082,,3.7948715686798096,,,,4.411342144012451,8.707452774047852,,17.23206888937955,,,,4.99,16.48,,5.343950271606445,2.9378859996795654,7.93971586227417,,17.05,54.643550872802734,44.13999938964844,53.4786122554068,6.0463457107543945,5.280827522277832,4.700071334838867,,18.018625259399414
2009-04-01,11.31830788278993,73.64,6.023006916046143,85.5,17.197538375854492,,3.7948715686798096,,,,4.41577672958374,8.785131454467773,,17.82767056745418,,,,5.07,16.84,,5.354013919830322,2.9344449043273926,7.956700325012207,,17.53,55.55873489379883,42.279998779296875,54.36764289392378,6.051959037780762,5.4306817054748535,4.801003932952881,,18.01117706298828
2009-04-02,11.97092860090796,73.59,6.374469757080078,84.44999694824219,18.0960636138916,,3.7889204025268555,,,,4.433531761169434,9.161855697631836,,18.75640538750276,,,,5.2,17.32,,5.364075660705566,2.9413256645202637,8.27938461303711,,18.39,57.15847396850586,42.040000915527344,55.94054325437692,6.04073429107666,5.580535411834717,4.9087138175964355,,18.08560562133789
2009-04-03,12.1573916632274,73.64,6.4755754470825195,84.16999816894531,18.306888580322266,,3.777026653289795,,,,4.442408561706543,9.369638442993164,,18.96839920512254,,,,5.24,17.5,,5.338921070098877,2.9310059547424316,8.491676330566406,,18.49,57.71652603149414,39.70000076293945,56.487639031925845,6.023890018463135,5.808311462402344,4.945619583129883,,17.787899017333984
2009-04-06,11.91498968221213,73.62,6.340768814086914,84.56999969482422,17.960535049438477,,3.777026653289795,,,,4.4468464851379395,9.272542953491211,,18.61507617575624,,,,5.21,17.37,,5.343950271606445,2.9344449043273926,8.317597389221191,,18.16,57.23286819458008,40.93000030517578,56.00893022657054,6.018275737762451,5.652463912963867,4.89741325378418,,17.959083557128906
2009-04-07,11.48612463887742,73.62,6.119297981262207,85.29000091552734,17.52883529663086,,3.7829763889312744,,,,4.451283931732178,8.97155475616455,,18.17089865312431,,,,5.1,16.96,,5.343950271606445,2.9378859996795654,8.058599472045898,,17.82,55.90846252441406,40.38999938964844,54.70957775489186,6.023890018463135,5.4846272468566895,4.807783126831055,,17.75813102722168
2009-04-08,11.78446553858853,73.66,6.273365020751953,85.36000061035156,17.714570999145508,,3.7889204025268555,,,,4.469033718109131,9.13078784942627,,18.36270258335173,,,,5.18,17.07,,5.369108200073242,2.951646327972412,8.168993949890137,,17.97,56.570655822753906,38.849998474121094,55.36413877445931,6.04073429107666,5.514599800109863,4.839418411254883,,17.877208709716797
2009-04-09,12.58625670656211,73.61,6.706676483154297,85.79000091552734,18.32195472717285,,3.7829763889312744,,,,4.482351303100586,9.554121971130371,,18.9885890925149,,,,5.29,17.9,,5.369108200073242,2.9482064247131348,8.54262638092041,,18.55,58.720985412597656,36.529998779296875,57.46459577754892,6.035116672515869,6.371757984161377,4.999851703643799,,17.959083557128906
2009-04-13,12.64219562525794,73.66,6.730746746063232,84.63999938964844,18.61811637878418,,3.7948715686798096,,,,4.504537105560303,9.604609489440918,,19.29143740340031,,,,5.3,18.07,,5.404334545135498,2.965406656265259,8.512906074523926,,18.7,58.862388610839844,37.810001373291016,57.60136972193615,6.0463457107543945,6.641491413116455,5.01868200302124,,18.100492477416992
2009-04-14,12.19468427569129,73.62,6.49001932144165,84.63999938964844,18.552858352661133,,3.8067679405212402,,,,4.5311665534973145,9.418184280395508,,19.23086774122323,,,,5.23,17.55,,5.434523582458496,2.9791674613952637,8.546873092651367,,18.57,57.67928695678711,37.66999816894531,56.44856076210092,6.063187122344971,6.20392370223999,4.917751789093018,,18.018625259399414
2009-04-15,12.41843995047462,73.62,6.615198612213135,85.08000183105469,18.75867462158203,,3.8186607360839844,,,,4.553358554840088,9.422069549560547,,19.44286155884301,,,,5.25,17.92,,5.459683418273926,2.98260760307312,8.372793197631836,,18.81,58.40847396850586,36.16999816894531,57.16173918640576,6.068798065185547,6.503631591796875,4.974244117736816,,18.12282943725586
2009-04-16,12.81001238134544,73.67,6.822223663330078,85.2300033569336,18.944395065307617,,3.8186607360839844,,,,4.566671848297119,9.818220138549805,,19.63466548907043,,,,5.35,18.07,,5.464718818664551,2.97572660446167,8.695477485656738,,18.97,59.31625747680664,35.790000915527344,58.05076982492275,6.057576656341553,6.575558662414551,5.037511348724365,,18.20468521118164
2009-04-17,12.99647544366488,73.59,6.9233293533325195,85.9800033569336,19.03977394104004,,3.8067679405212402,,,,4.566671848297119,9.917251586914062,,19.73561492603224,,,,5.36,18.2,,5.464718818664551,2.968845844268799,8.674248695373535,,18.9,59.6138801574707,33.939998626708984,58.34385684860968,6.0463457107543945,6.6594767570495605,5.047304630279541,,18.413076400756836
2009-04-20,12.12009905076352,73.62,6.451502323150635,86.63999938964844,18.101083755493164,,3.8186607360839844,,,,4.566671848297119,9.42789363861084,,18.75640538750276,,,,5.21,17.23,,5.489877700805664,2.9791674613952637,8.275138854980469,,18.11,57.07662582397461,39.18000030517578,55.85261714727085,6.063187122344971,5.916204929351807,4.841678142547607,,18.05584144592285
2009-04-21,12.67948823772183,73.61,6.754819393157959,86.58000183105469,18.442426681518555,,3.8127150535583496,,,,4.548917770385742,9.631796836853027,,19.10972841686906,,,,5.27,17.62,,5.454652309417725,2.965406656265259,8.28787612915039,,18.48,58.282012939453125,37.13999938964844,57.03473480947476,6.057576656341553,6.3537750244140625,4.928294658660889,,17.884662628173828
2009-04-22,12.73542715641766,73.66,6.778892517089844,86.19000244140625,18.352069854736328,,3.8127150535583496,,,,4.548917770385742,9.796857833862305,,19.01887392360344,,,,5.25,17.49,,5.444590091705322,2.968845844268799,8.555364608764648,,18.34,57.84297180175781,38.099998474121094,56.60487384140061,6.051959037780762,6.125996112823486,4.882349014282227,,17.691144943237305
2009-04-23,12.58625670656211,73.69,6.701861381530762,85.5199966430664,18.81890296936035,,3.8246123790740967,,,,4.566671848297119,9.783266067504883,,19.50343122102009,,,,5.29,17.65,,5.459683418273926,2.9722864627838135,8.4789400100708,,18.8,58.42336654663086,37.150001525878906,57.17150875386199,6.063187122344971,6.413717269897461,4.9192585945129395,,17.706024169921875
2009-04-24,12.94053652496905,73.69,6.894443035125732,84.70999908447266,19.21044158935547,,3.830559015274048,,,,4.588863372802734,10.088142395019531,,19.9072289688673,,,,5.37,17.93,,5.464718818664551,2.97572660446167,8.597822189331055,,19.13,59.40550994873047,36.81999969482422,58.13869593202882,6.057576656341553,6.557577610015869,4.969724178314209,,17.68370819091797
2009-04-27,12.623549319026,73.67,6.725933074951172,85.69999694824219,18.91929817199707,,3.842456102371216,,,,4.5844244956970215,9.822097778320312,,19.6043806579819,,,,5.36,17.75,,5.479812145233154,2.9860477447509766,8.436482429504395,,18.78,58.81029510498047,38.31999969482422,57.552521884654986,6.0744171142578125,6.449683666229248,4.956165790557861,,17.877208709716797
2009-04-28,12.75407346264961,73.69,6.7885212898254395,85.16000366210938,18.728548049926758,,3.836507797241211,,,,4.5844244956970215,9.835692405700684,,19.41257672775447,,,,5.34,17.64,,5.477286338806152,2.9791674613952637,8.33458137512207,,18.62,58.64658737182617,37.95000076293945,57.3962088053553,6.0744171142578125,6.251875877380371,4.948633670806885,,17.944194793701172
2009-04-29,13.29481634337598,73.67,7.082209587097168,84.47000122070312,19.285736083984375,,3.836507797241211,,,,4.611049652099609,10.037652015686035,,19.98798851843674,,,,5.44,18.01,,5.492457389831543,2.98260760307312,8.449219703674316,,19.24,59.91891860961914,36.08000183105469,58.6369438722966,6.063187122344971,6.521609783172607,5.0367608070373535,,18.01117706298828
2009-04-30,13.20158481221626,73.67,7.03406286239624,84.61000061035156,19.39617347717285,,3.863978624343872,,,,4.659650802612305,10.064838409423828,,20.09903289909472,,,,5.44,18.05,,5.512686729431152,3.0071771144866943,8.691230773925781,,19.31,59.866851806640625,36.5,58.58809603501544,6.0665740966796875,6.431699275970459,5.030735015869141,,17.996301651000977
2009-05-01,13.2202311184482,73.7,7.043694972991943,84.55000305175781,19.712413787841797,,3.858006000518799,,,,4.668571949005127,10.029882431030273,,20.43216604106867,,,,5.47,18.15,,5.512686729431152,3.0037152767181396,8.65726375579834,,19.65,60.1942253112793,35.29999923706055,58.91049176107105,6.060928821563721,6.3837456703186035,5.062371253967285,,17.96651840209961
2009-05-04,13.81691291787041,73.6,7.3566389083862305,83.97000122070312,20.490468978881836,,3.869950294494629,,,,4.690867900848389,10.375543594360352,,21.23976153676308,,,,5.59,18.95,,5.53291654586792,3.010638475418091,9.073355674743652,,20.54,62.23295211791992,34.529998779296875,60.90348352214212,6.07221794128418,7.031112194061279,5.222805023193359,,18.264232635498047
2009-05-05,13.72368138671069,73.62,7.308492660522461,84.16000366210938,20.339879989624023,,3.8759255409240723,,,,4.708704471588135,10.398844718933105,,21.0782424376242,,,,5.58,18.83,,5.5531463623046875,3.0210187435150146,8.89503002166748,,20.31,62.00971221923828,33.36000061035156,60.68855303810504,6.07221794128418,6.929211616516113,5.185897350311279,,18.47262191772461
2009-05-06,13.85420553033429,73.6,7.380712032318115,83.80000305175781,20.897062301635742,,3.887864589691162,,,,4.744370460510254,10.495936393737793,,21.65365422830647,,,,5.6,19.47,,5.568319320678711,3.0417816638946533,8.984193801879883,,20.86,63.096046447753906,32.45000076293945,61.74366632337796,6.0778584480285645,7.480672836303711,5.294358730316162,,18.360977172851562
2009-05-07,13.46263309946347,73.6,7.168873310089111,83.94000244140625,20.48042869567871,,3.887864589691162,,,,4.757752418518066,10.239606857299805,,21.2296665930669,,,,5.54,19.19,,5.568319320678711,3.048704147338867,8.551116943359375,,20.41,62.27756118774414,33.439998626708984,60.94256179196704,6.07221794128418,7.264883041381836,5.240884780883789,,18.73311996459961
2009-05-08,14.09660751134956,73.61,7.510704517364502,82.52999877929688,21.45927619934082,,3.893836259841919,,,,4.780048847198486,10.527010917663574,,22.23916096268492,,,,5.6,19.86,,5.583492755889893,3.0660054683685303,8.377038955688477,,21.34,63.76568603515625,32.04999923706055,62.40799691040164,6.083501815795898,7.804350852966309,5.345579624176025,,19.04570960998535
2009-05-11,13.74232769294263,73.6,7.322937965393066,82.68000030517578,20.80670928955078,,3.905782461166382,,,,4.775587558746338,10.325051307678223,,21.56279973504085,,,,5.55,19.29,,5.6087799072265625,3.079848527908325,8.406760215759277,,20.76,62.43385696411133,32.869998931884766,61.09887487126673,6.100433349609375,7.348800182342529,5.255194187164307,,18.718229293823242
2009-05-12,13.49992571192736,73.66,7.19294548034668,82.30999755859375,20.97236442565918,,3.911755084991455,,,,4.7711262702941895,10.23184585571289,,21.73441377787591,,,,5.54,19.24,,5.6087799072265625,3.079848527908325,8.232680320739746,,20.93,62.37430191040039,31.799999237060547,61.04025746652934,6.106072425842285,7.192955017089844,5.274023056030273,,19.02338218688965
2009-05-13,12.81001238134544,73.62,6.822223663330078,82.5,20.08386993408203,,3.9177308082580566,,,,4.762211322784424,9.822097778320312,,20.81577390152352,,,,5.44,18.72,,5.6087799072265625,3.086768627166748,8.088321685791016,,20.18,60.722503662109375,33.650001525878906,59.42827883625128,6.123006343841553,6.827310085296631,5.172338962554932,,18.97871971130371
2009-05-14,13.0897069748246,73.63,6.9666619300842285,82.27999877929688,20.294702529907227,,3.9177308082580566,,,,4.748832702636719,10.022120475769043,,21.0277677191433,,,,5.48,18.93,,5.603721618652344,3.0833067893981934,8.296369552612305,,20.45,61.354957580566406,31.3700008392334,60.04376158599381,6.123006343841553,7.055089950561523,5.2122578620910645,,19.001052856445312
2009-05-15,12.9218902187371,73.63,6.884811878204346,83.0199966430664,20.13909339904785,,3.9177308082580566,,,,4.744370460510254,9.890066146850586,,20.86624862000442,,,,5.44,18.63,,5.598661422729492,3.079848527908325,8.14351749420166,,20.24,60.67786407470703,33.119998931884766,59.37943099897013,6.134289741516113,6.911227226257324,5.1745991706848145,,18.852195739746094
2009-05-18,13.51857201815931,73.68,7.202572345733643,82.66999816894531,20.9874210357666,,3.911755084991455,,,,4.753293037414551,10.268741607666016,,21.75460366526827,,,,5.58,19.24,,5.593608856201172,3.076387882232666,8.364300727844238,,21.16,62.523128509521484,30.239999771118164,61.18680097837281,6.1286492347717285,7.366784572601318,5.304906845092773,,19.038267135620117
2009-05-19,13.44398679323153,73.66,7.164058208465576,81.9800033569336,21.218324661254883,,3.923701524734497,,,,4.766670227050781,10.32698917388916,,21.98678737028041,,,,5.58,19.17,,5.618890762329102,3.0902299880981445,8.512906074523926,,21.36,62.42638397216797,28.799999237060547,61.0891053038105,6.134289741516113,7.2169318199157715,5.286076068878174,,18.896860122680664
2009-05-20,13.31346264960792,73.6,7.091838359832764,80.98999786376953,21.348838806152344,,3.9475884437561035,,,,4.793423652648926,10.276503562927246,,22.12811658202694,,,,5.58,19.02,,5.664412975311279,3.1040730476379395,8.619050979614258,,21.44,62.10646438598633,29.030000686645508,60.77647914521112,6.151224613189697,7.025115013122559,5.251425743103027,,18.971277236938477
2009-05-21,13.10835328105654,73.65,6.976287841796875,80.55999755859375,21.12295913696289,,3.9356446266174316,,,,4.7889628410339355,10.012407302856445,,21.88583793331861,,,,5.49,18.75,,5.63912296295166,3.0902299880981445,8.411005020141602,,21.28,61.08707809448242,31.350000381469727,59.77998326467559,6.134289741516113,7.03710412979126,5.193428993225098,,18.800094604492188
2009-05-22,12.99647544366488,73.66,6.918514251708984,79.95999908447266,21.29362678527832,,3.923701524734497,,,,4.793423652648926,10.173583984375,,22.06754691984986,,,,5.49,18.72,,5.623955249786377,3.0833067893981934,8.4789400100708,,21.44,60.99781036376953,32.630001068115234,59.69205715756951,6.1286492347717285,6.989152908325195,5.1745991706848145,,18.822433471679688
2009-05-26,13.63044985555097,73.68,7.260349750518799,80.12999725341797,21.670103073120117,,3.911755084991455,,,,4.793423652648926,10.412440299987793,,22.46124972400088,,,,5.61,19.12,,5.6087799072265625,3.0694663524627686,8.703968048095703,,21.81,62.604957580566406,30.6200008392334,61.26495751802265,6.123006343841553,7.2169318199157715,5.279294967651367,,18.99360466003418
2009-05-27,13.33210895583987,73.68,7.096654891967773,80.33000183105469,21.36389923095703,,3.887864589691162,,,,4.797882080078125,10.227954864501953,,22.13821152572312,,,,5.54,18.74,,5.569146633148193,3.048704147338867,8.759161949157715,,21.49,61.42935562133789,32.36000061035156,60.12191812564366,6.100433349609375,7.00114107131958,5.190415859222412,,18.800094604492188
2009-05-28,13.3880478745357,73.66,7.130352973937988,80.43000030517578,21.519512176513672,,3.8998119831085205,,,,4.806798934936523,10.334762573242188,,22.299730624862,,,,5.61,19.07,,5.5843892097473145,3.059084892272949,8.954473495483398,,21.77,62.38174057006836,31.670000076293945,61.05002703398558,6.100433349609375,7.198948383331299,5.275528907775879,,18.896860122680664
2009-05-29,13.63044985555097,73.68,7.260349750518799,80.43000030517578,21.9361515045166,,3.9627625942230225,,,,4.86997127532959,10.484291076660156,,22.73381320379775,,,,5.71,19.39,,5.665689945220947,3.1116414070129395,8.958719253540039,,22.24,63.2299690246582,28.920000076293945,61.88044026776519,6.1475043296813965,7.3308210372924805,5.3425679206848145,,19.224334716796875
2009-06-01,14.20848534874123,73.62,7.568478107452393,79.16999816894531,22.598743438720703,,3.9387831687927246,,,,4.878927230834961,10.905678749084473,,23.420269375138,,,,5.84,19.77,,5.630121231079102,3.108160972595215,9.413023948669434,,22.75,64.8594741821289,30.040000915527344,63.472879763130784,6.113475799560547,7.408743858337402,5.4329514503479,,19.350845336914062
2009-06-02,14.30171687990095,73.62,7.616625785827637,78.4000015258789,22.7643985748291,,3.956765651702881,,,,4.919252872467041,10.911505699157715,,23.59188341797306,,,,5.85,19.78,,5.675857067108154,3.1116414070129395,9.120060920715332,,22.93,64.9933853149414,29.6299991607666,63.609653707518014,6.124819278717041,7.288859844207764,5.441990375518799,,19.469940185546875
2009-06-03,14.13390012381345,73.65,7.525150775909424,79.5,22.016454696655273,,3.9747514724731445,,,,4.928216934204102,10.688187599182129,,22.81457275336719,,,,5.81,19.45,,5.706343650817871,3.129044532775879,9.064865112304688,,22.13,64.11542510986328,31.020000457763672,62.74993177136972,6.1475043296813965,7.192955017089844,5.403576850891113,,19.425283432006836
2009-06-04,14.43224102352456,73.65,7.684032917022705,79.41000366210938,22.242351531982422,,3.9507699012756348,,,,4.928216934204102,10.853245735168457,,23.04675645837933,,,,5.85,19.73,,5.655527114868164,3.1151204109191895,9.17525863647461,,22.4,64.8669204711914,30.18000030517578,63.48264933058702,6.113475799560547,7.450704574584961,5.454796314239502,,19.1573429107666
2009-06-05,14.39494841106067,73.63,7.66477108001709,80.66999816894531,21.830734252929688,,3.926790475845337,,,,4.9147748947143555,10.833828926086426,,22.62276882313977,,,,5.86,19.64,,5.625036239624023,3.090757369995117,8.962966918945312,,22.21,64.70319366455078,29.6200008392334,63.3165666838311,6.073774814605713,7.384763717651367,5.458561897277832,,19.194557189941406
2009-06-08,14.26442426743706,73.65,7.592553615570068,80.91000366210938,21.8558292388916,,3.9147984981536865,,,,4.9147748947143555,10.853245735168457,,22.65305365422831,,,,5.84,19.64,,5.614877700805664,3.076835870742798,9.001176834106445,,22.09,64.65857696533203,29.770000457763672,63.27748841400617,6.062435150146484,7.438714027404785,5.457808494567871,,18.986162185668945
2009-06-09,14.35765579859678,73.64,7.648045063018799,79.79000091552734,22.066661834716797,,3.932786226272583,,,,4.941654205322266,10.919269561767578,,22.86504747184809,,,,5.87,19.71,,5.625036239624023,3.090757369995117,9.349336624145508,,22.25,64.88922882080078,28.270000457763672,63.50218846549948,6.079451084136963,7.4926605224609375,5.457053184509277,,18.889415740966797
2009-06-10,14.26442426743706,73.65,7.594964027404785,80.33000183105469,22.101797103881836,,3.926790475845337,,,,4.946136951446533,10.8590726852417,,22.90542724663281,,,,5.85,19.57,,5.614877700805664,3.080317497253418,9.340846061706543,,22.4,64.666015625,28.459999084472656,63.2872579814624,6.068104267120361,7.378772258758545,5.445756912231445,,18.80754280090332
2009-06-11,14.35765579859678,73.61,7.64321756362915,79.41000366210938,22.568632125854492,,3.9387831687927246,,,,4.9730143547058105,10.882375717163086,,23.38998454404946,,,,5.86,19.91,,5.645363807678223,3.0977189540863037,9.336599349975586,,22.78,65.07524871826172,28.110000610351562,63.68781024716786,6.085122585296631,7.438714027404785,5.482663631439209,,19.008499145507812
2009-06-12,14.30171687990095,73.67,7.6190924644470215,80.13999938964844,22.413021087646484,,3.9507699012756348,,,,4.97749662399292,10.841597557067871,,23.22846544491058,,,,5.86,19.89,,5.670771598815918,3.1116414070129395,9.183748245239258,,22.55,65.1645278930664,28.149999618530273,63.77573635427394,6.113475799560547,7.486669540405273,5.498482704162598,,19.075477600097656
2009-06-15,13.87285183656624,73.67,7.387477874755859,81.13999938964844,21.619905471801758,,3.9627625942230225,,,,4.981978893280029,10.548367500305176,,22.41077500551998,,,,5.75,19.4,,5.691100597381592,3.1220862865448,9.107324600219727,,21.81,63.62432098388672,30.809999465942383,62.261453398558174,6.136157035827637,7.294854640960693,5.385499954223633,,18.487512588500977
2009-06-16,13.61180354931902,73.69,7.252371788024902,80.70999908447266,21.30868148803711,,3.9747514724731445,,,,4.986454486846924,10.325051307678223,,22.08773680724222,,,,5.68,19.14,,5.701260566711426,3.1360037326812744,8.933244705200195,,21.58,62.82071304321289,32.68000030517578,61.47988800205973,6.141834259033203,7.168978691101074,5.3184638023376465,,18.561931610107422
2009-06-17,13.63044985555097,73.69,7.257194995880127,80.16999816894531,21.303659439086914,,3.9747514724731445,,,,4.95957612991333,10.301750183105469,,22.07764186354604,,,,5.71,19.0,,5.71142053604126,3.1220862865448,9.120060920715332,,21.48,62.73889923095703,31.540000915527344,61.40173146240989,6.1588454246521,6.959183216094971,5.31243896484375,,18.986162185668945
2009-06-18,13.66774246801486,73.67,7.276498317718506,80.61000061035156,21.298641204833984,,3.9507699012756348,,,,4.928216934204102,10.348353385925293,,22.07764186354604,,,,5.74,19.18,,5.665689945220947,3.1011977195739746,8.941736221313477,,21.52,63.27461242675781,30.030000686645508,61.91951853759011,6.113475799560547,7.127017021179199,5.351604461669922,,19.350845336914062
2009-06-19,13.76097399917458,73.69,7.324749946594238,80.26000213623047,21.665088653564453,,3.9627625942230225,,,,4.937175750732422,10.40467357635498,,22.4511547803047,,,,5.76,19.22,,5.691100597381592,3.1116414070129395,9.081847190856934,,21.9,63.468082427978516,27.989999771118164,62.11490988671472,6.130490779876709,7.254147529602051,5.367074012756348,,19.5079345703125
2009-06-22,13.14564589352043,73.69,6.996633052825928,80.77999877929688,20.942241668701172,,3.9687564373016357,,,,4.923733234405518,9.96191692352295,,21.70412894678737,,,,5.62,18.61,,5.71142053604126,3.1186020374298096,8.810114860534668,,21.01,61.540977478027344,31.170000076293945,60.229383367662194,6.1588454246521,6.832390785217285,5.228310585021973,,19.1563720703125
2009-06-23,13.05241436236071,73.69,6.9483819007873535,79.83999633789062,21.110509872436523,,3.9747514724731445,,,,4.928216934204102,9.961333274841309,,21.87574298962243,,,,5.62,18.7,,5.7231645584106445,3.1220862865448,8.746427536010742,,21.24,61.67932891845703,30.579999923706055,60.3563877445932,6.1594157218933105,6.910719394683838,5.243474006652832,,19.09653091430664
2009-06-24,13.20158481221626,73.69,7.035233020782471,80.55999755859375,21.207984924316406,,3.9747514724731445,,,,4.932693004608154,10.117223739624023,,21.97669242658423,,,,5.67,18.73,,5.71295690536499,3.1186020374298096,8.924751281738281,,21.47,62.09071731567383,29.049999237060547,60.76670957775489,6.153717517852783,6.9950714111328125,5.263948440551758,,19.193777084350586
2009-06-25,13.61180354931902,73.69,7.247546195983887,80.4000015258789,21.6286563873291,,3.992736339569092,,,,4.941654205322266,10.388079643249512,,22.41077500551998,,,,5.79,19.16,,5.753793716430664,3.1429665088653564,9.052127838134766,,21.85,63.42216873168945,26.360000610351562,62.06606204943357,6.187905788421631,7.145697116851807,5.3647990226745605,,19.724857330322266
2009-06-26,13.81691291787041,73.69,7.353702068328857,79.87999725341797,21.59273910522461,,3.992736339569092,,,,4.95957612991333,10.345210075378418,,22.38049017443144,,,,5.77,19.13,,5.758901596069336,3.1429665088653564,9.069110870361328,,21.89,63.33987808227539,25.93000030517578,61.98790550978372,6.199304580688477,7.181847095489502,5.351149559020996,,19.724857330322266
2009-06-29,13.77962030540652,73.69,7.339226722717285,79.83999633789062,21.79795265197754,,3.992736339569092,,,,4.9730143547058105,10.454337120056152,,22.59248399205122,,,,5.82,19.33,,5.7691121101379395,3.1429665088653564,9.073355674743652,,22.0,63.908355712890625,25.350000381469727,62.54477085478887,6.199304580688477,7.272221088409424,5.4102959632873535,,19.84453773498535
2009-06-30,13.6863887742468,73.67,7.286147594451904,80.12999725341797,21.63378143310547,,4.007178783416748,,,,4.997304439544678,10.442639350891113,,22.42086994921616,,,,5.78,19.16,,5.7691121101379395,3.1608164310455322,9.107324600219727,,21.78,63.36978530883789,26.350000381469727,62.01721421215241,6.193601608276367,7.1999192237854,5.37465763092041,,19.679981231689453
2009-07-01,14.02202228642179,73.67,7.469508171081543,79.62999725341797,21.926210403442383,,4.013195037841797,,,,5.010798931121826,10.499149322509766,,22.72371826010157,,,,5.79,19.24,,5.7691121101379395,3.1608164310455322,9.238943099975586,,22.16,63.654052734375,26.219999313354492,62.29076210092687,6.193601608276367,7.157743453979492,5.392857551574707,,19.732341766357422
2009-07-02,13.48127940569542,73.69,7.175166606903076,80.1500015258789,21.2541561126709,,4.019209861755371,,,,5.015297889709473,10.238036155700684,,22.02716714506514,,,,5.66,18.67,,5.789536476135254,3.1678175926208496,9.158273696899414,,21.5,61.80649185180664,27.950000762939453,60.48339212152419,6.210697174072266,6.910719394683838,5.270773410797119,,19.261089324951172
2009-07-06,13.35075526207181,73.67,7.112438678741455,80.44999694824219,21.233631134033203,,4.019209861755371,,,,5.015297889709473,10.084097862243652,,22.00697725767278,,,,5.67,18.69,,5.789536476135254,3.1713192462921143,9.098832130432129,,21.51,61.96356964111328,29.0,60.63970520082388,6.210697174072266,6.916747093200684,5.27608060836792,,19.410694122314453
2009-07-07,13.12699958728848,73.67,6.98698091506958,80.62000274658203,20.69496726989746,,4.0252275466918945,,,,5.015297889709473,9.947693824768066,,21.45175535438286,,,,5.56,18.34,,5.8048529624938965,3.174818515777588,8.865309715270996,,20.98,60.74433517456055,30.850000381469727,59.447817971163744,6.2220940589904785,6.808294296264648,5.182055473327637,,19.335906982421875
2009-07-08,13.01512174989682,73.69,6.933903217315674,80.7699966430664,20.546192169189453,,4.049293518066406,,,,5.015297889709473,9.883392333984375,,21.29023625524398,,,,5.59,18.25,,5.840593338012695,3.1888210773468018,8.720952033996582,,20.88,60.67703628540039,31.299999237060547,59.37943099897013,6.2505784034729,6.693816661834717,5.195704460144043,,19.51541519165039
2009-07-09,13.03376805612877,73.67,6.938728332519531,79.86000061035156,20.777057647705078,,4.031242847442627,,,,5.010798931121826,9.912619590759277,,21.5325149039523,,,,5.59,18.28,,5.809957504272461,3.178318977355957,8.856818199157715,,21.13,60.89398193359375,29.780000686645508,59.594361483007205,6.227789878845215,6.778169631958008,5.183570861816406,,19.268571853637695
