Date,Model,Asset,Internal_Asset,Price_Basis,Shares,Price,Position_Value,Dividend_Per_Share,Dividend_Income,Year,Month
2016-02-25,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,42.101254234322894,3313.3494236677634,0.10775820627244397,8.480521474754502,2016,2016-02
2016-02-29,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,28.105907260659006,4586.546989707377,0.22950794747153547,37.452944529669246,2016,2016-02
2016-02-29,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,6.439090728759766,6037.851291675927,0.056,52.51046872560176,2016,2016-02
2016-03-15,Tactical Moderate,VEU,VEU,Adjusted Close,246.7430572092177,31.23,7705.785676643869,0.148,36.51797246696422,2016,2016-03
2016-03-18,Tactical Moderate,XLF,XLF,Adjusted Close,72.44317841273826,15.26298713684082,1105.6993002654888,0.081235,5.884921598358793,2016,2016-03
2016-03-18,Tactical Moderate,XLV,XLV,Adjusted Close,29.592455360715853,56.311279296875,1666.3890188975763,0.237,7.013411920489657,2016,2016-03
2016-03-21,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.15409754758765723,232338.3306254643,35802.766959994326,1365.146065158054,210.36566073979623,2016,2016-03
2016-03-23,Tactical Moderate,IMCB,IMCB,Adjusted Close,104.5635435045719,30.69970703125,3210.070151739721,0.174,18.19405656979551,2016,2016-03
2016-03-29,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,42.22324094611122,3322.949722009219,0.12315223573993596,9.692024542576574,2016,2016-03
2016-03-30,Tactical Moderate,AVUV,AVUV,Adjusted Close,102.38438014092083,36.36830780101576,3723.546650981214,0.10861238282914334,11.120211491590235,2016,2016-03
2016-03-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,28.795706093539035,4699.113886449332,0.22950794747153547,37.452944529669246,2016,2016-03
2016-03-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,6.564719200134277,6155.651468768007,0.056,52.51046872560176,2016,2016-03
2016-04-27,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,42.34545944327543,3332.568261753587,0.12315223573993596,9.692024542576574,2016,2016-04
2016-04-29,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,29.270952060962337,4776.668328689558,0.22950794747153547,37.452944529669246,2016,2016-04
2016-04-29,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,6.6406683921813965,6226.868034370239,0.056,52.51046872560176,2016,2016-04
2016-05-26,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,42.467842121747566,3342.1997224916854,0.12315223573993596,9.692024542576574,2016,2016-05
2016-05-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,29.312237848426832,4783.405674061718,0.22950794747153547,37.452944529669246,2016,2016-05
2016-05-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,6.688986778259277,6272.175554031205,0.056,52.51046872560176,2016,2016-05
2016-06-14,Tactical Moderate,VEU,VEU,Adjusted Close,246.7430572092177,31.12,7678.643940350856,0.53,130.7738203208854,2016,2016-06
2016-06-17,Tactical Moderate,XLF,XLF,Adjusted Close,72.44317841273826,15.263585090637207,1105.742617939043,0.098294,7.120729778901695,2016,2016-06
2016-06-17,Tactical Moderate,XLV,XLV,Adjusted Close,29.592455360715853,59.261680603027344,1753.6986378460872,0.285,8.433849777804017,2016,2016-06
2016-06-21,Tactical Moderate,IMCB,IMCB,Adjusted Close,104.5635435045719,32.08287811279297,3354.6994212989052,0.135,14.116078373117206,2016,2016-06
2016-06-21,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.15409754758765723,236619.52570215176,36462.48862205621,1349.109086423499,207.89440164608592,2016,2016-06
2016-06-28,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,43.29993713462176,3407.685218861907,0.10775820627244397,8.480521474754502,2016,2016-06
2016-06-29,Tactical Moderate,AVUV,AVUV,Adjusted Close,102.38438014092083,36.12404870759062,3698.5383351070973,0.12412843751902095,12.708813133245979,2016,2016-06
2016-06-30,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,29.66687806653959,4841.278704443876,0.22950794747153547,37.452944529669246,2016,2016-06
2016-06-30,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,6.726404190063477,6307.2613724658,0.056,52.51046872560176,2016,2016-06
2016-07-27,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,43.42287996108564,3417.3607629903786,0.12315223573993596,9.692024542576574,2016,2016-07
2016-07-29,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,30.274661722961646,4940.461707999071,0.22950794747153547,37.452944529669246,2016,2016-07
2016-07-29,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,6.809092044830322,6384.796694103686,0.056,52.51046872560176,2016,2016-07
2016-08-29,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,43.44125860984925,3418.8071542296934,0.12828357889576664,10.095858898517264,2016,2016-08
2016-08-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,30.600637210670484,4993.65699815653,0.22950794747153547,37.452944529669246,2016,2016-08
2016-08-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,6.858119010925293,6430.768639993706,0.056,52.51046872560176,2016,2016-08
2016-09-13,Tactical Moderate,VEU,VEU,Adjusted Close,246.7430572092177,33.32,8221.478666211135,0.255,62.91947958835052,2016,2016-09
2016-09-16,Tactical Moderate,XLF,XLF,Adjusted Close,72.44317841273826,16.021650314331055,1160.6592721875886,0.092608,6.708817866446865,2016,2016-09
2016-09-16,Tactical Moderate,XLV,XLV,Adjusted Close,29.592455360715853,61.23188400268555,1812.0017940020032,0.279,8.256295045639725,2016,2016-09
2016-09-20,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.15409754758765723,240024.67661318535,36987.21402661237,1495.6249307839466,230.47213394476577,2016,2016-09
2016-09-26,Tactical Moderate,IMCB,IMCB,Adjusted Close,104.5635435045719,33.192832946777344,3470.7602318703402,0.138,14.429769003630923,2016,2016-09
2016-09-28,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,43.49193268765412,3422.795180941562,0.12315223573993596,9.692024542576574,2016,2016-09
2016-09-29,Tactical Moderate,AVUV,AVUV,Adjusted Close,102.38438014092083,39.24363125074372,4017.934860086265,0.020170871096840903,2.0651821341524714,2016,2016-09
2016-09-30,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,30.73774349261938,5016.03109904965,0.22950794747153547,37.452944529669246,2016,2016-09
2016-09-30,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,6.918906211853027,6487.768004515717,0.056,52.51046872560176,2016,2016-09
2016-10-27,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,43.07063379379442,3389.6391509717023,0.12315223573993596,9.692024542576574,2016,2016-10
2016-10-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,30.62008563429063,4996.830747645641,0.22950794747153547,37.452944529669246,2016,2016-10
2016-10-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,6.951184272766113,6518.034720731783,0.056,52.51046872560176,2016,2016-10
2016-11-28,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,42.215944535632545,3322.3754978466845,0.12828357889576664,10.095858898517264,2016,2016-11
2016-11-30,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,30.245966365118957,4935.77896974368,0.22950794747153547,37.452944529669246,2016,2016-11
2016-11-30,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,6.943290710449219,6510.633030425089,0.056,52.51046872560176,2016,2016-11
2016-12-14,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,41.788653024033586,3288.7478516056767,0.22064775570071857,17.364877305449692,2016,2016-12
2016-12-15,Tactical Moderate,AVUV,AVUV,Adjusted Close,102.38438014092083,46.28288708713199,4738.644705548238,2.373956367551276,243.0560511733294,2016,2016-12
2016-12-16,Tactical Moderate,XLF,XLF,Adjusted Close,72.44317841273826,19.59412384033203,1419.4606092064616,0.107,7.751420090162994,2016,2016-12
2016-12-16,Tactical Moderate,XLV,XLV,Adjusted Close,29.592455360715853,59.342742919921875,1756.0974708402248,0.305,9.025698885018334,2016,2016-12
2016-12-20,Tactical Moderate,VEU,VEU,Adjusted Close,246.7430572092177,33.49,8263.424985936701,0.375,92.52864645345664,2016,2016-12
2016-12-20,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.15409754758765723,265191.7376889922,40865.39641838298,1707.3027052104449,263.09115986270245,2016,2016-12
2016-12-21,Tactical Moderate,IMCB,IMCB,Adjusted Close,104.5635435045719,34.660400390625,3624.214284130998,0.2565,26.820548908922692,2016,2016-12
2016-12-28,Tactical Moderate,JBND,JBND,Adjusted Close,78.69954194776857,41.993850685767924,3304.8968135929226,0.13341492205159727,10.499693254457952,2016,2016-12
2016-12-30,Tactical Moderate,JPIE,JPIE,Adjusted Close,163.18800696134636,30.48136120265995,4974.192584130985,0.22950794747153547,37.452944529669246,2016,2016-12
2016-12-30,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,937.6869415286029,7.0106201171875,6573.766935904443,0.056,52.51046872560176,2016,2016-12
2017-01-27,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,42.1809932324925,3216.7370335652595,0.10775820627244397,8.217677826517415,2017,2017-01
2017-01-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,30.74362906543671,4581.451110561725,0.2188331592170455,32.61077012699842,2017,2017-01
2017-01-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.078283309936523,6050.856462006761,0.056,47.87148903699608,2017,2017-01
2017-02-24,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,42.60018191365916,3248.7045063871533,0.12315223573993596,9.391631801734189,2017,2017-02
2017-02-28,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,31.072230856020237,4630.419728911794,0.2188331592170455,32.61077012699842,2017,2017-02
2017-02-28,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.1637749671936035,6123.938835812778,0.056,47.87148903699608,2017,2017-02
2017-03-17,Tactical Moderate,XLF,XLF,Adjusted Close,58.65101942865287,20.581493377685547,1207.1255679653254,0.088,5.161289709721452,2017,2017-03
2017-03-17,Tactical Moderate,XLV,XLV,Adjusted Close,30.161803091182467,64.33418273925781,1940.434951813644,0.274,8.264334046983997,2017,2017-03
2017-03-22,Tactical Moderate,VEU,VEU,Adjusted Close,233.1740051151565,36.31,8466.548125731333,0.153,35.675622782618944,2017,2017-03
2017-03-24,Tactical Moderate,IMCB,IMCB,Adjusted Close,92.54241791196438,36.0511589050293,3336.2614135998574,0.13425,12.423819604681219,2017,2017-03
2017-03-29,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,42.548870426070586,3244.7914747175632,0.13341492205159727,10.174267785212036,2017,2017-03
2017-03-29,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.13328572389556137,237029.61218495283,31592.66344475561,530.6074356748143,70.72239616828513,2017,2017-03
2017-03-30,Tactical Moderate,AVUV,AVUV,Adjusted Close,79.07878672936789,45.06603529649719,3563.7673939498673,0.024825687503804192,1.9631852475232652,2017,2017-03
2017-03-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,31.010861125581076,4621.274340803027,0.2188331592170455,32.61077012699842,2017,2017-03
2017-03-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.220294952392578,6172.254833166776,0.056,47.87148903699608,2017,2017-03
2017-04-26,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,42.80365084279829,3264.2211168172157,0.1488089515190893,11.348221760428812,2017,2017-04
2017-04-28,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,31.28675054175163,4662.387700238131,0.2348453415987805,34.99692403873001,2017,2017-04
2017-04-28,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.271206378936768,6215.7763652679905,0.056,47.87148903699608,2017,2017-04
2017-05-26,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,43.084898252135915,3285.6691408650167,0.13341492205159727,10.174267785212036,2017,2017-05
2017-05-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,31.422080432251757,4682.5547168191715,0.2188331592170455,32.61077012699842,2017,2017-05
2017-05-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.346049785614014,6279.756103165155,0.056,47.87148903699608,2017,2017-05
2017-06-16,Tactical Moderate,XLF,XLF,Adjusted Close,58.65101942865287,20.525001525878906,1203.8122632674535,0.093,5.4545448068647175,2017,2017-06
2017-06-16,Tactical Moderate,XLV,XLV,Adjusted Close,30.161803091182467,66.7638168334961,2013.7170969476824,0.308,9.2898353520842,2017,2017-06
2017-06-21,Tactical Moderate,VEU,VEU,Adjusted Close,233.1740051151565,38.3,8930.564395910493,0.541,126.14713676729967,2017,2017-06
2017-06-23,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.13328572389556137,252338.87444188743,33633.16954697813,760.8296701618206,101.40773334873944,2017,2017-06
2017-06-27,Tactical Moderate,IMCB,IMCB,Adjusted Close,92.54241791196438,36.85633850097656,3410.774680262196,0.1425,13.187294552454922,2017,2017-06
2017-06-28,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,43.32958634728823,3304.3291390545014,0.13341492205159727,10.174267785212036,2017,2017-06
2017-06-29,Tactical Moderate,AVUV,AVUV,Adjusted Close,79.07878672936789,44.92494320115194,3552.6100022328606,0.11637041017408213,9.202430847765305,2017,2017-06
2017-06-30,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,31.525080508841597,4697.9039071921125,0.2188331592170455,32.61077012699842,2017,2017-06
2017-06-30,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.3854660987854,6313.451060376991,0.056,47.87148903699608,2017,2017-06
2017-07-27,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,43.314674821439034,3303.191980970962,0.13341492205159727,10.174267785212036,2017,2017-07
2017-07-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,31.761149150035575,4733.083128749364,0.2188331592170455,32.61077012699842,2017,2017-07
2017-07-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.431037425994873,6352.407619143235,0.056,47.87148903699608,2017,2017-07
2017-08-29,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,43.74310594446948,3335.8642855842722,0.12828357889576664,9.782949793473113,2017,2017-08
2017-08-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,31.9318409708844,4758.519821032085,0.2188331592170455,32.61077012699842,2017,2017-08
2017-08-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.500905513763428,6412.134215529811,0.056,47.87148903699608,2017,2017-08
2017-09-15,Tactical Moderate,XLF,XLF,Adjusted Close,58.65101942865287,21.017900466918945,1232.7212886347554,0.103,6.041055001151245,2017,2017-09
2017-09-15,Tactical Moderate,XLV,XLV,Adjusted Close,30.161803091182467,71.2359619140625,2148.6050562629266,0.305,9.199349942810652,2017,2017-09
2017-09-20,Tactical Moderate,VEU,VEU,Adjusted Close,233.1740051151565,40.94,9546.143769414506,0.298,69.48585352431662,2017,2017-09
2017-09-26,Tactical Moderate,IMCB,IMCB,Adjusted Close,92.54241791196438,38.06739807128906,3522.849061134339,0.1465,13.55746422410278,2017,2017-09
2017-09-27,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,43.50393723858064,3317.625197915994,0.13341492205159727,10.174267785212036,2017,2017-09
2017-09-27,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.13328572389556137,304357.6349181715,40566.52769320948,1908.0043667509085,254.309743218287,2017,2017-09
2017-09-28,Tactical Moderate,AVUV,AVUV,Adjusted Close,79.07878672936789,47.58264099368526,3762.7775191597148,0.11637041017408213,9.202430847765305,2017,2017-09
2017-09-29,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,32.036198863926465,4774.071354780941,0.2188331592170455,32.61077012699842,2017,2017-09
2017-09-29,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.540883541107178,6446.309352988866,0.056,47.87148903699608,2017,2017-09
2017-10-27,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,43.48920438062537,3316.501665107419,0.13341492205159727,10.174267785212036,2017,2017-10
2017-10-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,32.174619573455985,4794.69896878347,0.2188331592170455,32.61077012699842,2017,2017-10
2017-10-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.581076145172119,6480.66792093285,0.056,47.87148903699608,2017,2017-10
2017-11-28,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,43.69919710232352,3332.51578219903,0.13341492205159727,10.174267785212036,2017,2017-11
2017-11-30,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,32.144665938337084,4790.235243483222,0.2188331592170455,32.61077012699842,2017,2017-11
2017-11-30,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.603120803833008,6499.512753708012,0.056,47.87148903699608,2017,2017-11
2017-12-13,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,43.72573169900141,3334.5393196566247,0.13854626520742797,10.565585776950963,2017,2017-12
2017-12-15,Tactical Moderate,AVUV,AVUV,Adjusted Close,79.07878672936789,48.55744479562228,3839.863821116069,3.0535595629679153,241.4717854453616,2017,2017-12
2017-12-15,Tactical Moderate,XLF,XLF,Adjusted Close,58.65101942865287,23.706995010375977,1390.439424948538,0.128,7.507330486867568,2017,2017-12
2017-12-15,Tactical Moderate,XLV,XLV,Adjusted Close,30.161803091182467,72.49061584472656,2186.4476810671945,0.331,9.983556823181397,2017,2017-12
2017-12-19,Tactical Moderate,IMCB,IMCB,Adjusted Close,92.54241791196438,40.95412826538086,3789.9940531550683,0.182,16.842720059977516,2017,2017-12
2017-12-21,Tactical Moderate,VEU,VEU,Adjusted Close,233.1740051151565,42.35,9874.919116626877,0.463,107.95956436831746,2017,2017-12
2017-12-26,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.13328572389556137,326436.54992573295,43509.33186282088,1758.1130088098646,234.33136506942625,2017,2017-12
2017-12-27,Tactical Moderate,JBND,JBND,Adjusted Close,76.26034351147925,43.67708574323561,3330.8295623594804,0.13854626520742797,10.565585776950963,2017,2017-12
2017-12-29,Tactical Moderate,JPIE,JPIE,Adjusted Close,149.02115494596524,32.312098489243276,4815.1862355948115,0.31490625350745566,46.92769359738796,2017,2017-12
2017-12-29,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,854.8480185177872,7.625356674194336,6518.521043426412,0.056,47.87148903699608,2017,2017-12
2018-01-31,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,43.27342668225386,3365.1140396410096,0.1180208925841053,9.177774746657775,2018,2018-01
2018-01-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.418482897817405,4824.990160515479,0.2188331592170455,32.56993374257649,2018,2018-01
2018-01-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.604615688323975,6327.746602262943,0.056,46.597201522069675,2018,2018-01
2018-02-26,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,42.910330062053596,3336.878200049337,0.12315223573993596,9.576808431295069,2018,2018-02
2018-02-28,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.182646514700785,4789.8895596756465,0.2188331592170455,32.56993374257649,2018,2018-02
2018-02-28,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.571470737457275,6300.166924495538,0.056,46.597201522069675,2018,2018-02
2018-03-16,Tactical Moderate,XLF,XLF,Adjusted Close,50.89823579440988,24.700191497802734,1257.1961710222417,0.105,5.344314758413037,2018,2018-03
2018-03-16,Tactical Moderate,XLV,XLV,Adjusted Close,26.223656084967143,74.20523071289062,1945.932449920485,0.3,7.867096825490142,2018,2018-03
2018-03-22,Tactical Moderate,IMCB,IMCB,Adjusted Close,81.8640427895645,39.97740173339844,3272.7117261185394,0.12975,10.621859551945994,2018,2018-03
2018-03-22,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.11337093555598952,279988.98063891917,31742.612680402104,555.2635523539137,62.95074841050537,2018,2018-03
2018-03-26,Tactical Moderate,VEU,VEU,Adjusted Close,193.7417259890206,42.43,8220.461433714145,0.156,30.223709254287215,2018,2018-03
2018-03-27,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,43.085018973685855,3350.462705695718,0.13341492205159727,10.374875800569658,2018,2018-03
2018-03-28,Tactical Moderate,AVUV,AVUV,Adjusted Close,78.02005265136044,47.483445397300144,3704.660909965356,0.001551605468987762,0.121056340384564,2018,2018-03
2018-03-29,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.11799709602647,4780.267492845134,0.2188331592170455,32.56993374257649,2018,2018-03
2018-03-29,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.606412887573242,6329.242038969969,0.056,46.597201522069675,2018,2018-03
2018-04-26,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,42.74326592351585,3323.886627132269,0.15394029467491996,11.971010539118838,2018,2018-04
2018-04-30,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.191086926369,4791.145784508197,0.2188331592170455,32.56993374257649,2018,2018-04
2018-04-30,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.572940349578857,6301.389778284621,0.056,46.597201522069675,2018,2018-04
2018-05-29,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,43.26204022566306,3364.2285834182603,0.13341492205159727,10.374875800569658,2018,2018-05
2018-05-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.229766829251325,4796.902690264865,0.2188331592170455,32.56993374257649,2018,2018-05
2018-05-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.570539951324463,6299.392423977599,0.056,46.597201522069675,2018,2018-05
2018-06-15,Tactical Moderate,XLF,XLF,Adjusted Close,50.89823579440988,23.60420799255371,1201.412544145293,0.119,6.056890059534775,2018,2018-06
2018-06-15,Tactical Moderate,XLV,XLV,Adjusted Close,26.223656084967143,74.54121398925781,1954.7431598102385,0.316,8.286675322849618,2018,2018-06
2018-06-22,Tactical Moderate,VEU,VEU,Adjusted Close,193.7417259890206,41.62,8063.530635663037,0.613,118.76367803126963,2018,2018-06
2018-06-26,Tactical Moderate,IMCB,IMCB,Adjusted Close,81.8640427895645,40.9029541015625,3348.481184789905,0.16475,13.487101049580751,2018,2018-06
2018-06-27,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,43.13243356964222,3354.1498535545697,0.13341492205159727,10.374875800569658,2018,2018-06
2018-06-28,Tactical Moderate,AVUV,AVUV,Adjusted Close,78.02005265136044,51.76532125861638,4038.733090111838,0.13188646486395977,10.28978893268794,2018,2018-06
2018-06-28,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.11337093555598952,285790.59802749206,32400.34747148251,891.1764514178433,101.03350804270774,2018,2018-06
2018-06-29,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.30380611019579,4807.922292976525,0.2188331592170455,32.56993374257649,2018,2018-06
2018-06-29,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.574479579925537,6302.670560903427,0.056,46.597201522069675,2018,2018-06
2018-07-27,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,43.04062241647812,3347.0102525523957,0.13341492205159727,10.374875800569658,2018,2018-07
2018-07-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.48313742106485,4834.612987082813,0.2188331592170455,32.56993374257649,2018,2018-07
2018-07-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.616310119628906,6337.4774553379775,0.056,46.597201522069675,2018,2018-07
2018-08-29,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,43.29377550671257,3366.6964452909942,0.13341492205159727,10.374875800569658,2018,2018-08
2018-08-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.73365455649947,4871.89859101815,0.2188331592170455,32.56993374257649,2018,2018-08
2018-08-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.604515552520752,6327.663279973615,0.061,50.75766594368304,2018,2018-08
2018-09-21,Tactical Moderate,XLF,XLF,Adjusted Close,50.89823579440988,24.805044174194336,1262.5329872688962,0.128,6.514974181684464,2018,2018-09
2018-09-21,Tactical Moderate,XLV,XLV,Adjusted Close,26.223656084967143,82.54615783691406,2164.66205425065,0.367,9.624081783182941,2018,2018-09
2018-09-26,Tactical Moderate,IMCB,IMCB,Adjusted Close,81.8640427895645,42.32590866088867,3464.9699977221885,0.25675,21.018592986220682,2018,2018-09
2018-09-26,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,43.05171914134906,3347.873178082454,0.13854626520742797,10.773909485206953,2018,2018-09
2018-09-26,Tactical Moderate,VEU,VEU,Adjusted Close,193.7417259890206,41.82,8102.278980860842,0.274,53.08523292099165,2018,2018-09
2018-09-27,Tactical Moderate,AVUV,AVUV,Adjusted Close,78.02005265136044,52.19616825274776,4072.347795278649,0.17377981252662933,13.558310123071168,2018,2018-09
2018-09-28,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.80852843515046,4883.042410699946,0.2188331592170455,32.56993374257649,2018,2018-09
2018-09-28,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.617384433746338,6338.371384470619,0.05,41.604644216133636,2018,2018-09
2018-09-28,Tactical Moderate,TACTICAL,TACTICAL,Adjusted Close (Tactical Sleeve),0.11337093555598952,349850.10338333563,39662.833524928414,1888.0298567284838,214.04771121494906,2018,2018-09
2018-10-29,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,42.96300811758755,3340.9746554920716,0.13854626520742797,10.773909485206953,2018,2018-10
2018-10-31,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.564180176341814,4846.674948712076,0.2188331592170455,32.56993374257649,2018,2018-10
2018-10-31,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.608519554138184,6330.994981228297,0.056,46.597201522069675,2018,2018-10
2018-11-28,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,42.95142367765484,3340.073803295984,0.13854626520742797,10.773909485206953,2018,2018-11
2018-11-30,Tactical Moderate,JPIE,JPIE,Adjusted Close,148.8345452723306,32.56841441975203,4847.305150404608,0.2188331592170455,32.56993374257649,2018,2018-11
2018-11-30,Tactical Moderate,PIMIX,PIMIX,Adjusted Close,832.0928843226727,7.612525939941406,6334.32866634701,0.056,46.597201522069675,2018,2018-11
2018-12-12,Tactical Moderate,JBND,JBND,Adjusted Close,77.76398352619992,43.303785737634,3367.474880723462,0.056444774714137315,4.38937053101024,2018,2018-12
