Date,Model,Asset,Internal_Asset,Price_Basis,Shares,Price,Position_Value,Dividend_Per_Share,Dividend_Income,Year,Month
2025-12-22,MWM Growth,VOO,VOO,Adjusted Close,72.81509078241689,625.93,45577.1497734382,1.771,128.9555257756603,2025,2025-12
2025-12-22,MWM Growth,XLF,XLF,Adjusted Close,54.528278347127426,54.844970703125,2990.601828440049,0.191,10.41490116430134,2025,2025-12
2025-12-22,MWM Growth,XLG,XLG,Adjusted Close,693.5965678780407,59.125450134277344,41009.209287379,0.097,67.27886708416995,2025,2025-12
2025-12-22,MWM Growth,XLV,XLV,Adjusted Close,29.80519248229571,153.98507690429688,4589.554856533676,0.657,19.58201146086828,2025,2025-12
2025-12-31,MWM Growth,FIKQX,FIKQX,Adjusted Close,748.0832571145137,7.153232097625732,5351.2131664879425,0.024,17.953998170748328,2025,2025-12
2025-12-31,MWM Growth,FIWDX,FIWDX,Adjusted Close,599.4648008074284,11.817259788513184,7084.03128521069,0.048,28.774310438756565,2025,2025-12
2025-12-31,MWM Growth,JBND,JBND,Adjusted Close,86.62466486721493,52.72042465209961,4566.889117145385,0.185,16.02556300043476,2025,2025-12
2025-12-31,MWM Growth,JPIE,JPIE,Adjusted Close,142.9938923062736,44.8306884765625,6410.514640033679,0.214,30.600692953542552,2025,2025-12
2025-12-31,MWM Growth,PIMIX,PIMIX,Adjusted Close,821.5839389983508,10.647957801818848,8748.19111310655,0.055,45.187116644909295,2025,2025-12
2026-01-30,MWM Growth,FIKQX,FIKQX,Adjusted Close,812.5535905394186,7.166989803314209,5823.563298042362,0.024,19.501286172946045,2026,2026-01
2026-01-30,MWM Growth,FIWDX,FIWDX,Adjusted Close,641.3212755412745,11.90526294708252,7635.0984188772345,0.04,25.65285102165098,2026,2026-01
2026-01-30,MWM Growth,PIMIX,PIMIX,Adjusted Close,862.3397751135046,10.71110725402832,9236.61382065541,0.055,47.42868763124275,2026,2026-01
2026-02-02,MWM Growth,JBND,JBND,Adjusted Close,93.31283492632984,52.758419036865234,4923.037646561143,0.189,17.63612580107634,2026,2026-02
2026-02-02,MWM Growth,JPIE,JPIE,Adjusted Close,155.2409419701693,45.02829360961914,6990.234715266631,0.204,31.669152161914536,2026,2026-02
2026-02-27,MWM Growth,FIKQX,FIKQX,Adjusted Close,812.5535905394186,7.296530723571777,5928.822237919429,0.022,17.876178991867206,2026,2026-02
2026-02-27,MWM Growth,FIWDX,FIWDX,Adjusted Close,641.3212755412745,12.038736343383789,7720.697747643991,0.036,23.087565919485883,2026,2026-02
2026-02-27,MWM Growth,PIMIX,PIMIX,Adjusted Close,862.3397751135046,10.855507850646973,9361.136198669794,0.048,41.39230920544822,2026,2026-02
2026-03-02,MWM Growth,JBND,JBND,Adjusted Close,93.31283492632984,53.54338455200195,4996.285004097957,0.173,16.14312044225506,2026,2026-03
2026-03-02,MWM Growth,JPIE,JPIE,Adjusted Close,155.2409419701693,45.259620666503906,7026.1461454806085,0.208,32.29011592979521,2026,2026-03
2026-03-10,MWM Growth,AVUV,AVUV,Adjusted Close,93.48035526737313,108.28,10122.052868351162,0.28,26.17449947486448,2026,2026-03
2026-03-17,MWM Growth,IMCB,IMCB,Adjusted Close,101.2020717246451,84.39796447753906,8541.248854469957,0.241,24.389699285639466,2026,2026-03
2026-03-20,MWM Growth,VEU,VEU,Adjusted Close,279.74572490515317,72.86,20382.27351658946,0.113,31.611266914282307,2026,2026-03
2026-03-23,MWM Growth,XLF,XLF,Adjusted Close,55.326953421990254,49.0980110168457,2716.4433686413868,0.251,13.887065308919555,2026,2026-03
2026-03-23,MWM Growth,XLG,XLG,Adjusted Close,676.6132623717995,54.98563766479492,37204.01168397059,0.094,63.60164666294915,2026,2026-03
2026-03-23,MWM Growth,XLV,XLV,Adjusted Close,30.347030395618578,144.13433837890625,4374.049147837041,0.595,18.056483085393054,2026,2026-03
2026-03-27,MWM Growth,VOO,VOO,Adjusted Close,72.05049665472319,581.27,41880.792190490945,1.872,134.87852973764183,2026,2026-03
2026-03-31,MWM Growth,FIKQX,FIKQX,Adjusted Close,812.5535905394186,7.162905216217041,5820.244352130687,0.024,19.501286172946045,2026,2026-03
2026-03-31,MWM Growth,FIWDX,FIWDX,Adjusted Close,641.3212755412745,11.83255386352539,7588.468536666939,0.04,25.65285102165098,2026,2026-03
2026-03-31,MWM Growth,PIMIX,PIMIX,Adjusted Close,862.3397751135046,10.589885711669922,9132.079663079156,0.048,41.39230920544822,2026,2026-03
2026-04-01,MWM Growth,JBND,JBND,Adjusted Close,93.31283492632984,52.791568756103516,4926.130940840279,0.194,18.10268997570799,2026,2026-04
2026-04-01,MWM Growth,JPIE,JPIE,Adjusted Close,155.2409419701693,45.06050491333008,6995.235228396803,0.216,33.53204346555657,2026,2026-04
2026-04-30,MWM Growth,FIKQX,FIKQX,Adjusted Close,812.5535905394186,7.176828861236572,5831.558059884704,0.024,19.501286172946045,2026,2026-04
2026-04-30,MWM Growth,FIWDX,FIWDX,Adjusted Close,641.3212755412745,12.098272323608398,7758.879438422237,0.039,25.011529746109705,2026,2026-04
2026-04-30,MWM Growth,PIMIX,PIMIX,Adjusted Close,862.3397751135046,10.676630973815918,9206.883552930296,0.048,41.39230920544822,2026,2026-04
2026-05-01,MWM Growth,JBND,JBND,Adjusted Close,93.31283492632984,52.865623474121094,4933.041196518169,0.205,19.129131159897618,2026,2026-05
2026-05-01,MWM Growth,JPIE,JPIE,Adjusted Close,155.2409419701693,45.3621826171875,7042.067959315027,0.207,32.13487498782504,2026,2026-05
2026-05-29,MWM Growth,FIKQX,FIKQX,Adjusted Close,812.5535905394186,7.190799713134766,5842.910125757475,0.024,19.501286172946045,2026,2026-05
2026-05-29,MWM Growth,FIWDX,FIWDX,Adjusted Close,641.3212755412745,12.190529823303223,7818.0461358047705,0.043,27.576814848274804,2026,2026-05
2026-05-29,MWM Growth,PIMIX,PIMIX,Adjusted Close,862.3397751135046,10.753852844238281,9273.47504330416,0.048,41.39230920544822,2026,2026-05
2026-06-01,MWM Growth,JBND,JBND,Adjusted Close,93.31283492632984,52.90705871582031,4936.907636386982,0.192,17.91606430585533,2026,2026-06
2026-06-01,MWM Growth,JPIE,JPIE,Adjusted Close,155.2409419701693,45.51005554199219,7065.023891453591,0.21,32.600597813735554,2026,2026-06
2026-06-09,MWM Growth,AVUV,AVUV,Adjusted Close,93.48035526737313,121.04000091552734,11314.862287146665,0.443,41.4117973834463,2026,2026-06
2026-06-15,MWM Growth,IMCB,IMCB,Adjusted Close,101.2020717246451,95.87000274658203,9702.242894201518,0.283,28.64018629807456,2026,2026-06
2026-06-18,MWM Growth,VEU,VEU,Adjusted Close,279.74572490515317,84.91999816894531,23756.006446715885,0.393,109.9400698877252,2026,2026-06
2026-06-22,MWM Growth,XLF,XLF,Adjusted Close,55.326953421990254,53.70000076293945,2971.057440971992,0.187,10.346140289912178,2026,2026-06
2026-06-22,MWM Growth,XLG,XLG,Adjusted Close,676.6132623717995,61.15999984741211,41381.66702341627,0.117,79.16375169750054,2026,2026-06
2026-06-22,MWM Growth,XLV,XLV,Adjusted Close,30.347030395618578,150.05999755859375,4553.8753070770945,0.656,19.90765193952579,2026,2026-06
2026-06-26,MWM Growth,VOO,VOO,Adjusted Close,72.05049665472319,670.260009765625,48292.5665914129,1.962,141.3630744365669,2026,2026-06
2026-06-30,MWM Growth,FIKQX,FIKQX,Adjusted Close,812.5535905394186,7.204684734344482,5854.192449596147,0.024,19.501286172946045,2026,2026-06
2026-06-30,MWM Growth,FIWDX,FIWDX,Adjusted Close,641.3212755412745,12.24927043914795,7855.717742484391,0.039,25.011529746109705,2026,2026-06
2026-06-30,MWM Growth,PIMIX,PIMIX,Adjusted Close,862.3397751135046,10.811372756958008,9323.07675190344,0.048,41.39230920544822,2026,2026-06
2026-07-01,MWM Growth,JBND,JBND,Adjusted Close,93.31283492632984,53.03585433959961,4948.925921167933,0.2,18.66256698526597,2026,2026-07
2026-07-01,MWM Growth,JPIE,JPIE,Adjusted Close,155.2409419701693,45.625,7082.867977388974,0.216,33.53204346555657,2026,2026-07
2026-07-31,MWM Growth,FIKQX,FIKQX,Adjusted Close,812.5535905394186,7.119999885559082,5785.381471651282,0.025,20.313839763485465,2026,2026-07
2026-07-31,MWM Growth,FIWDX,FIWDX,Adjusted Close,641.3212755412745,12.079999923706055,7747.160959609666,0.04,25.65285102165098,2026,2026-07
2026-07-31,MWM Growth,PIMIX,PIMIX,Adjusted Close,862.3397751135046,10.6899995803833,9218.411834111195,0.048,41.39230920544822,2026,2026-07
2026-08-03,MWM Growth,JBND,JBND,Adjusted Close,93.31283492632984,52.59000015258789,4907.322003014095,0.202,18.849192655118628,2026,2026-08
2026-08-03,MWM Growth,JPIE,JPIE,Adjusted Close,155.2409419701693,45.689998626708984,7092.958425426044,0.215,33.3768025235864,2026,2026-08
2011-01-31,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,35.383133781923384,2160.0272532886065,0.1898596967657346,11.590327805407993,2011,2011-01
2011-01-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.379364013671875,4076.021329404926,0.056,52.12108281798063,2011,2011-01
2011-02-28,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,35.27872171337604,2153.6532301445704,0.18472835360990392,11.277075702559126,2011,2011-02
2011-02-28,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.435348033905029,4128.127539316635,0.053,49.32888195273166,2011,2011-02
2011-03-18,MWM Growth Plus,XLF,XLF,Adjusted Close,185.49298009107625,9.997306823730469,1854.4302356186165,0.034119,6.32883498772743,2011,2011-03
2011-03-18,MWM Growth Plus,XLG,XLG,Adjusted Close,3480.0620038477073,7.095282554626465,24692.023224919056,0.0413,143.72656075891032,2011,2011-03
2011-03-18,MWM Growth Plus,XLV,XLV,Adjusted Close,117.41291028043817,24.719860076904297,2902.4307133545494,0.145,17.024871990663534,2011,2011-03
2011-03-25,MWM Growth Plus,IMCB,IMCB,Adjusted Close,300.5910536319976,18.115522384643555,5445.363960694044,0.05325,16.006473605903874,2011,2011-03
2011-03-25,MWM Growth Plus,VOO,VOO,Adjusted Close,315.0762056414924,91.24,28747.553002729765,0.536,168.88084622383994,2011,2011-03
2011-03-31,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,35.300316384230186,2154.971515796097,0.1898596967657346,11.590327805407993,2011,2011-03
2011-03-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.4640984535217285,4154.8865214933085,0.053,49.32888195273166,2011,2011-03
2011-04-29,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,35.72082817358424,2180.6424168229005,0.18472835360990392,11.277075702559126,2011,2011-04
2011-04-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.535585403442383,4221.421829300794,0.051,47.46741470923235,2011,2011-04
2011-05-31,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,36.11481743841541,2204.694202478281,0.1898596967657346,11.590327805407993,2011,2011-05
2011-05-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.581244468688965,4263.91825646345,0.055,51.190349196230976,2011,2011-05
2011-06-08,MWM Growth Plus,AVUV,AVUV,Adjusted Close,245.98760989815463,23.15297670875797,5695.345402615016,0.03879013672469405,9.541893020530122,2011,2011-06
2011-06-17,MWM Growth Plus,XLF,XLF,Adjusted Close,185.49298009107625,9.182210922241211,1703.2356677913517,0.043054,7.986214764841197,2011,2011-06
2011-06-17,MWM Growth Plus,XLG,XLG,Adjusted Close,3480.0620038477073,7.078236103057861,24632.700516514727,0.0472,164.25892658161177,2011,2011-06
2011-06-17,MWM Growth Plus,XLV,XLV,Adjusted Close,117.41291028043817,27.016630172729492,3172.1011745504666,0.17,19.96019474767449,2011,2011-06
2011-06-23,MWM Growth Plus,IMCB,IMCB,Adjusted Close,300.5910536319976,17.83820343017578,5362.004363978453,0.0685,20.59048717379184,2011,2011-06
2011-06-24,MWM Growth Plus,VOO,VOO,Adjusted Close,315.0762056414924,88.58,27909.450295723393,0.57,179.59343721565065,2011,2011-06
2011-06-30,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,36.03688926349498,2199.9369364129116,0.17959701045407328,10.963823599710263,2011,2011-06
2011-06-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.530791282653809,4216.9597798961395,0.053,49.32888195273166,2011,2011-06
2011-07-29,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,36.611584202007656,2235.0202260153887,0.17446566729824262,10.650571496861398,2011,2011-07
2011-07-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.572138786315918,4255.443291729882,0.053,49.32888195273166,2011,2011-07
2011-08-31,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,37.068394546999144,2262.9070378745996,0.18472835360990392,11.277075702559126,2011,2011-08
2011-08-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.517193794250488,4204.304140267818,0.053,49.32888195273166,2011,2011-08
2011-09-08,MWM Growth Plus,AVUV,AVUV,Adjusted Close,245.98760989815463,20.198879969738357,4968.674206375648,0.06051261329052271,14.885353112026987,2011,2011-09
2011-09-16,MWM Growth Plus,XLF,XLF,Adjusted Close,185.49298009107625,7.992131233215332,1482.4842397280802,0.040617,7.534168372359244,2011,2011-09
2011-09-16,MWM Growth Plus,XLG,XLG,Adjusted Close,3480.0620038477073,6.900496959686279,24014.157277070844,0.0457,159.03883357584021,2011,2011-09
2011-09-16,MWM Growth Plus,XLV,XLV,Adjusted Close,117.41291028043817,25.795129776000977,3028.6812580618616,0.177,20.782085119637554,2011,2011-09
2011-09-23,MWM Growth Plus,VOO,VOO,Adjusted Close,315.0762056414924,79.62,25086.367493175625,0.58,182.74419927206557,2011,2011-09
2011-09-26,MWM Growth Plus,IMCB,IMCB,Adjusted Close,300.5910536319976,15.536226272583008,4670.050624740849,0.07575,22.769772312623818,2011,2011-09
2011-09-30,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,37.27570483585752,2275.5626685652305,0.18472835360990392,11.277075702559126,2011,2011-09
2011-09-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.509235382080078,4196.896978485076,0.05,46.536681087482705,2011,2011-09
2011-10-31,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,37.32653102281532,2278.6654448678114,0.18472835360990392,11.277075702559126,2011,2011-10
2011-10-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.5362138748168945,4222.00676873936,0.056,52.12108281798063,2011,2011-10
2011-11-30,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,37.33902328880362,2279.4280577883164,0.17446566729824262,10.650571496861398,2011,2011-11
2011-11-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.496786117553711,4185.310029424331,0.053,49.32888195273166,2011,2011-11
2011-12-07,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.514064788818359,4201.391869709499,0.092,85.62749320096817,2011,2011-12
2011-12-13,MWM Growth Plus,AVUV,AVUV,Adjusted Close,245.98760989815463,20.76769023869059,5108.594484920734,0.6206421875951048,152.67028832848194,2011,2011-12
2011-12-15,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,37.5986615407011,2295.2781434124818,0.11288954942827463,6.891546262675022,2011,2011-12
2011-12-16,MWM Growth Plus,XLF,XLF,Adjusted Close,185.49298009107625,7.812801837921143,1449.2198957770304,0.064988,12.054817790158864,2011,2011-12
2011-12-16,MWM Growth Plus,XLG,XLG,Adjusted Close,3480.0620038477073,7.0633111000061035,24580.760580486993,0.0529,184.09528000354373,2011,2011-12
2011-12-16,MWM Growth Plus,XLV,XLV,Adjusted Close,117.41291028043817,26.24616813659668,3081.638984627521,0.188,22.073627132722375,2011,2011-12
2011-12-21,MWM Growth Plus,VEU,VEU,Adjusted Close,416.75435711936876,25.58,10660.576455113453,1.369,570.5367148964158,2011,2011-12
2011-12-22,MWM Growth Plus,IMCB,IMCB,Adjusted Close,300.5910536319976,17.195777893066406,5168.896994898643,0.08675,26.076273902575792,2011,2011-12
2011-12-23,MWM Growth Plus,VOO,VOO,Adjusted Close,315.0762056414924,89.3,28136.30516378527,0.686,216.14227707006378,2011,2011-12
2011-12-28,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.536984443664551,4222.723963073747,0.155,144.26371137119637,2011,2011-12
2011-12-30,MWM Growth Plus,JBND,JBND,Adjusted Close,61.046804576482316,37.64629343544736,2298.185918382664,0.17959701045407328,10.963823599710263,2011,2011-12
2011-12-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,930.733621749654,4.566428184509277,4250.128242628017,0.05,46.536681087482705,2011,2011-12
2012-01-31,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,38.034654661620095,1858.685658398944,0.1642029809865813,8.024306478956552,2012,2012-01
2012-01-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,4.68693733215332,3524.403828165582,0.056,42.109932433552814,2012,2012-01
2012-02-29,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,38.13349422342198,1863.5157712956695,0.15907163783075062,7.773546901489159,2012,2012-02
2012-02-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,4.761502742767334,3580.474263930515,0.056,42.109932433552814,2012,2012-02
2012-03-16,MWM Growth Plus,XLF,XLF,Adjusted Close,196.50686510293392,9.825309753417969,1930.7408183094458,0.040617,7.981519339885867,2012,2012-03
2012-03-16,MWM Growth Plus,XLG,XLG,Adjusted Close,2902.327370013361,8.217031478881836,23848.515361420115,0.0511,148.30892860768273,2012,2012-03
2012-03-16,MWM Growth Plus,XLV,XLV,Adjusted Close,90.55170407202655,29.094675064086914,2634.5724064749684,0.186,16.842616957396938,2012,2012-03
2012-03-26,MWM Growth Plus,IMCB,IMCB,Adjusted Close,256.1707810978256,19.692119598388672,5044.545658991026,0.06875,17.611741200475514,2012,2012-03
2012-03-26,MWM Growth Plus,VOO,VOO,Adjusted Close,268.06540325295225,100.5,26940.573026921702,0.57,152.79727985418276,2012,2012-03
2012-03-30,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,37.97975050070516,1856.00259009224,0.1642029809865813,8.024306478956552,2012,2012-03
2012-03-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,4.810060024261475,3616.987546839002,0.054,40.60600627521164,2012,2012-03
2012-04-30,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,38.39362743367424,1876.2280167852298,0.1488089515190893,7.272027746554375,2012,2012-04
2012-04-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,4.8772711753845215,3667.5278509920877,0.057,42.8618955127234,2012,2012-04
2012-05-31,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,38.7120401793779,1891.788279108001,0.1488089515190893,7.272027746554375,2012,2012-05
2012-05-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,4.897161483764648,3682.4846285272606,0.056,42.109932433552814,2012,2012-05
2012-06-08,MWM Growth Plus,AVUV,AVUV,Adjusted Close,233.45659320700167,22.49102991438466,5250.679221529005,0.10706077736015558,24.994044348595217,2012,2012-06
2012-06-15,MWM Growth Plus,XLF,XLF,Adjusted Close,196.50686510293392,9.005876541137695,1769.716566603022,0.05524,10.855039228286069,2012,2012-06
2012-06-15,MWM Growth Plus,XLG,XLG,Adjusted Close,2902.327370013361,7.989220142364502,23187.332284246535,0.0528,153.24288513670547,2012,2012-06
2012-06-15,MWM Growth Plus,XLV,XLV,Adjusted Close,90.55170407202655,29.418184280395508,2663.8667172947175,0.199,18.019789110333285,2012,2012-06
2012-06-19,MWM Growth Plus,IMCB,IMCB,Adjusted Close,256.1707810978256,18.65556526184082,4779.010724947225,0.08075,20.68579057364942,2012,2012-06
2012-06-25,MWM Growth Plus,VOO,VOO,Adjusted Close,268.06540325295225,93.73,25125.770246899214,0.64,171.56185808188945,2012,2012-06
2012-06-29,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,38.7376814365862,1893.0413215625833,0.14367760836325863,7.021268169086983,2012,2012-06
2012-06-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,4.963800430297852,3732.594655955052,0.054,40.60600627521164,2012,2012-06
2012-07-31,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,39.19007095841871,1915.148789705012,0.15394029467491996,7.522787324021767,2012,2012-07
2012-07-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,5.088364601135254,3826.262313412276,0.057,42.8618955127234,2012,2012-07
2012-08-31,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,39.31332766091244,1921.172124667951,0.14367760836325863,7.021268169086983,2012,2012-08
2012-08-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,5.193543434143066,3905.3529125443997,0.051,38.35011703769988,2012,2012-08
2012-09-10,MWM Growth Plus,AVUV,AVUV,Adjusted Close,233.45659320700167,25.136217791579462,5868.215771731365,0.06361582422849824,14.851533598440634,2012,2012-09
2012-09-21,MWM Growth Plus,XLF,XLF,Adjusted Close,196.50686510293392,9.982942581176758,1961.7167511296361,0.053615,10.535715572493803,2012,2012-09
2012-09-21,MWM Growth Plus,XLG,XLG,Adjusted Close,2902.327370013361,8.798972129821777,25537.4976403665,0.0531,154.11358334770946,2012,2012-09
2012-09-21,MWM Growth Plus,XLV,XLV,Adjusted Close,90.55170407202655,32.061309814453125,2903.20623847992,0.199,18.019789110333285,2012,2012-09
2012-09-24,MWM Growth Plus,VEU,VEU,Adjusted Close,419.8061794093531,29.13,12228.954006194455,0.799,335.4251373480731,2012,2012-09
2012-09-24,MWM Growth Plus,VOO,VOO,Adjusted Close,268.06540325295225,104.56,28028.91856412869,0.686,183.89286663152527,2012,2012-09
2012-09-25,MWM Growth Plus,IMCB,IMCB,Adjusted Close,256.1707810978256,19.4644832611084,4986.23188066369,0.0725,18.572381629592357,2012,2012-09
2012-09-28,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,39.43351803603758,1927.0456136876398,0.13854626520742797,6.770508591619591,2012,2012-09
2012-09-28,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,5.373063087463379,4040.3450638267777,0.06,45.11778475023515,2012,2012-09
2012-10-31,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,39.51836355576986,1931.1918627362718,0.13341492205159727,6.519749014152197,2012,2012-10
2012-10-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,5.419785499572754,4075.4785927028206,0.056,42.109932433552814,2012,2012-10
2012-11-30,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,39.63579423626326,1936.9304904070354,0.13341492205159727,6.519749014152197,2012,2012-11
2012-11-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,5.487038612365723,4126.0504504824285,0.052,39.10208011687047,2012,2012-11
2012-12-12,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,5.52872371673584,4157.396109920129,0.074,55.645267858623356,2012,2012-12
2012-12-13,MWM Growth Plus,AVUV,AVUV,Adjusted Close,233.45659320700167,25.38304040690938,5925.838138632729,2.7866834223020205,650.5696181170581,2012,2012-12
2012-12-13,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,39.55407057581256,1932.936801047083,0.07697014733745998,3.7613936620108834,2012,2012-12
2012-12-19,MWM Growth Plus,IMCB,IMCB,Adjusted Close,256.1707810978256,20.37749481201172,5220.1187628099315,0.10875,27.858572444388535,2012,2012-12
2012-12-20,MWM Growth Plus,VEU,VEU,Adjusted Close,419.8061794093531,30.71,12892.247769661233,0.546,229.2141739575068,2012,2012-12
2012-12-21,MWM Growth Plus,XLF,XLF,Adjusted Close,196.50686510293392,10.40721607208252,2045.0894047738054,0.084484,16.60168599135627,2012,2012-12
2012-12-21,MWM Growth Plus,XLG,XLG,Adjusted Close,2902.327370013361,8.447224617004395,24516.611206582485,0.0701,203.45314863793658,2012,2012-12
2012-12-21,MWM Growth Plus,XLV,XLV,Adjusted Close,90.55170407202655,32.250511169433594,2920.3387435861378,0.219,19.830823191773813,2012,2012-12
2012-12-24,MWM Growth Plus,VOO,VOO,Adjusted Close,268.06540325295225,102.94,27594.652610858902,0.94,251.9814790577751,2012,2012-12
2012-12-27,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,5.556426525115967,4178.227599011321,0.092,69.18060328369391,2012,2012-12
2012-12-31,MWM Growth Plus,JBND,JBND,Adjusted Close,48.868214393819684,39.55717553407714,1933.0885348132404,0.15907163783075062,7.773546901489159,2012,2012-12
2012-12-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,751.963079170586,5.582189083099365,4197.600091439828,0.057,42.8618955127234,2012,2012-12
2013-01-31,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,39.373584615351945,1862.1678307051502,0.12315223573993596,5.824466680255192,2013,2013-01
2013-01-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.689323902130127,3558.932175705865,0.057,35.65610562957793,2013,2013-01
2013-02-28,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,39.55438445184242,1870.718732092423,0.12828357889576664,6.067152791932492,2013,2013-02
2013-02-28,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.7194037437438965,3577.74849166905,0.056,35.030559916778316,2013,2013-02
2013-03-08,MWM Growth Plus,AVUV,AVUV,Adjusted Close,195.12328467942118,29.443954275823444,5745.201072249358,0.006206421875951048,1.2110174225417836,2013,2013-03
2013-03-15,MWM Growth Plus,XLF,XLF,Adjusted Close,155.6148068099312,11.74759578704834,1828.099848882689,0.050366,7.837695359788995,2013,2013-03
2013-03-15,MWM Growth Plus,XLG,XLG,Adjusted Close,2558.2707557110775,9.113134384155273,23313.865187849515,0.0595,152.2171099648091,2013,2013-03
2013-03-15,MWM Growth Plus,XLV,XLV,Adjusted Close,78.45547264644557,36.03104782104492,2826.832886746762,0.194,15.22036169341044,2013,2013-03
2013-03-22,MWM Growth Plus,VEU,VEU,Adjusted Close,359.0610235226957,31.33,11249.381866966054,0.137,49.19136022260931,2013,2013-03
2013-03-22,MWM Growth Plus,VOO,VOO,Adjusted Close,235.0065529580758,112.96,26546.34022214424,0.67,157.4543904819108,2013,2013-03
2013-03-25,MWM Growth Plus,IMCB,IMCB,Adjusted Close,221.89475966740773,22.59422492980957,5013.540110671447,0.079,17.52968601372521,2013,2013-03
2013-03-28,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,39.603749908045884,1873.0534640043948,0.12828357889576664,6.067152791932492,2013,2013-03
2013-03-28,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.740502834320068,3590.946937322945,0.056,35.030559916778316,2013,2013-03
2013-04-30,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,39.91730723301076,1887.8831110719846,0.12828357889576664,6.067152791932492,2013,2013-04
2013-04-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,625.5457127996128,5.857844829559326,3664.349719376215,0.056,35.030559916778316,2013,2013-04
2013-05-31,MWM Growth Plus,JBND,JBND,Adjusted Close,47.2948513298198,39.33843291443899,1860.5053362364818,0.12828357889576664,6.067152791932492,2013,2013-05
