Date,VOO Benchmark,A1V12 Tactical Sleeve,Tactical + SMH Overlay,Overlay_Active
2011-04-06,105641.49226569608,133347.13477143308,139807.9311293066,False
2011-04-07,105448.13466787987,133111.4558481891,139560.83333657187,False
2011-04-08,105050.04549590535,132734.36957099877,139165.4768681963,False
2011-04-11,104697.45222929936,132263.01172451084,138671.28128272688,False
2011-04-12,103924.02183803458,131178.88867758863,137534.63143614714,False
2011-04-13,103958.14376706099,130896.07396969586,137238.1140848655,False
2011-04-14,103980.89171974522,130943.20975434469,137287.5336434124,False
2011-04-15,104344.85896269334,131555.97495477897,137929.9879045227,False
2011-04-18,103196.0873521383,129906.22249207122,136200.30335537964,False
2011-04-19,103844.40400363966,130660.3950464519,136991.01629213075,False
2011-04-20,105243.40309372157,132168.74015521325,138572.442165633,False
2011-04-21,105709.73612374885,132545.8264324036,138967.79863400856,False
2011-04-25,105607.37033666969,104568.78062112597,109635.23816550647,False
2011-04-26,106528.66242038214,105302.59662548473,110404.60825789595,False
2011-04-27,107211.10100090994,106036.41262984353,111173.97835028548,True
2011-04-28,107552.32029117379,106403.32063202291,106780.46873366527,True
2011-04-29,107870.79162875342,135100.03202018718,127881.28350296349,True
2011-05-02,107631.93812556869,134818.6713148345,127360.51286634509,True
2011-05-03,107279.3448589627,134537.3106094818,127020.59335791031,True
2011-05-04,106551.41037306644,133740.12194431582,126530.59698786373,True
2011-05-05,105630.11828935395,132286.4249666602,125575.07932057392,True
2011-05-06,106119.1992720655,132708.46602468926,126010.25624779744,True
2011-05-09,106551.41037306644,133177.4005336104,126196.73434946008,True
2011-05-10,107427.20655141037,106043.18984244537,106465.3816355853,True
2011-05-11,106301.18289353958,105068.0800507907,105647.31193125292,True
2011-05-12,106869.88171064605,105677.52367057485,106384.48122799218,True
2011-05-13,105937.21565059145,104702.41387892018,105456.89937184608,True
2011-05-16,105277.52502274797,103849.19281122234,104556.28958940493,True
2011-05-17,105254.7770700637,103727.30408726551,104099.07903110168,True
2011-05-18,106244.31301182893,104702.41387892018,105425.60792653907,True
2011-05-19,106380.8007279345,104946.19132683385,105362.20520066723,True
2011-05-20,105664.24021838035,104458.63643100653,104824.09950594473,True
2011-05-23,104413.10282074613,103117.86046748135,103291.51320697599,True
2011-05-24,104322.1110100091,102995.97174352451,102998.584054328,True
2011-05-25,104674.7042766151,103361.63791539503,103431.49696883888,True
2011-05-26,105084.16742493176,103849.19281122234,103844.4386393913,True
2011-05-27,105550.50045495907,104336.7477070497,104288.66296996089,True
2011-05-31,106608.28025477707,105433.7462226612,105532.6517872895,True
2011-06-01,104242.4931756142,103117.86046748135,102955.13851595091,True
2011-06-02,104117.37943585077,103117.86046748135,103041.19394392561,True
2011-06-03,103116.4695177434,102020.86195186984,101672.04988771673,True
2011-06-06,102024.56778889902,101045.75216021517,100861.80787662051,True
2011-06-07,101888.08007279344,100923.86343625834,100952.18091913931,True
2011-06-08,101478.6169244768,100436.30854043101,100030.774786308,True
2011-06-09,102252.04731574158,101167.64088417201,100646.27432404754,True
2011-06-10,100818.92629663332,99461.19874877634,98970.21175510346,True
2011-06-13,100887.17015468609,99339.31002481951,98677.27733128161,True
2011-06-14,102183.80345768883,126597.84428019302,118788.35022626475,True
2011-06-15,100398.0891719745,124463.12989716926,116756.17063470316,True
2011-06-16,100591.44676979071,125112.82557895909,116969.15919633242,True
2011-06-17,100864.42220200182,125762.52126074894,117278.96075872317,True
2011-06-20,101433.12101910828,126180.18277047099,117670.60311531226,True
2011-06-21,102820.74613284804,127479.57413405066,119185.74643093129,True
2011-06-22,102217.92538671519,126737.0647834337,118477.85101012237,True
2011-06-23,101876.7060964513,125948.14859840318,118284.9154136987,True
2011-06-24,100750.68243858052,124555.94356599638,116678.25817856203,True
2011-06-27,101603.73066424023,99972.92402380872,99099.81065088717,True
2011-06-28,102900.36396724294,101548.25494782027,100450.35841808372,True
2011-06-29,103821.65605095541,102396.51006074954,101015.26110827026,True
2011-06-30,104811.19199272066,103365.94447552584,102430.73691702644,True
2011-07-01,106392.17470427662,104820.09609769036,104042.62185695962,True
2011-07-05,106221.56505914469,105183.63400323148,104013.41303091169,True
2011-07-06,106380.8007279345,105425.99260692556,104164.37550490361,True
2011-07-07,107540.94631483167,106758.96492724301,105769.7755775125,True
2011-07-08,106813.01182893538,106153.0684180078,104909.45131813994,True
2011-07-11,104833.93994540491,104214.19958845514,103109.25688030678,True
2011-07-12,104367.6069153776,103608.30307921996,101810.65732608314,True
2011-07-13,104731.57415832575,103971.84098476106,101895.07306516888,True
2011-07-14,104049.135577798,103244.76517367882,101028.25664643219,True
2011-07-15,104629.20837124658,104093.02028660812,101739.24624020918,True
2011-07-18,103742.0382165605,103487.12377737291,101065.59637830037,True
2011-07-19,105425.38671519561,105547.17190877261,103310.55280131886,True
2011-07-20,105425.38671519561,105304.81330507851,102940.4535914064,True
2011-07-21,106824.38580527753,106516.60632354894,104019.92033710328,True
2011-07-22,106915.37761601458,106880.14422909007,104737.39633984065,True
2011-07-25,106312.55686988171,106516.60632354894,104214.70895192375,True
2011-07-26,105857.59781619652,106274.24771985486,104128.67480086538,True
2011-07-27,103753.41219290264,103850.66168291404,101482.76794941045,True
2011-07-28,103457.68880800728,103850.66168291404,101336.67375378012,True
2011-07-29,102661.51046405824,103123.58587183179,100615.9533536837,True
2011-08-01,102297.54322111011,102760.04796629067,100361.10076689748,True
2011-08-02,99749.77252047315,100215.2826275028,97797.98002312197,True
2011-08-03,100250.22747952686,101063.53774043209,98655.05469747946,True
2011-08-04,95552.77525022748,96337.5449683975,93848.59411964814,True
2011-08-05,95348.04367606915,96095.18636470342,93372.97909292884,True
2011-08-08,89228.84440400364,90157.40057419841,88168.81556729233,True
2011-08-09,93232.48407643312,94277.4968369978,91879.58489210709,True
2011-08-10,89183.34849863511,90278.57987604546,88418.79440668706,True
2011-08-11,93084.62238398545,94156.31753515075,92092.22217662363,True
2011-08-12,93835.30482256597,95246.93125177413,92824.32124454544,True
2011-08-15,95768.88080072793,96701.08287393862,94249.53907905471,True
2011-08-16,94949.95450409464,96095.18636470342,93413.56476379218,True
2011-08-17,95052.32029117379,95852.82776100934,93165.20615938008,True
2011-08-18,91105.55050045495,91611.5521963629,88920.3911133065,True
2011-08-19,89376.70609645132,89793.8626686573,87151.0406019575,True
2011-08-22,89444.94995450409,90157.40057419841,87665.61377251768,True
2011-08-23,92538.67151956324,93065.70381852739,90637.79369305648,True
2011-08-24,93801.18289353958,94519.85544069188,91608.50232897131,True
2011-08-25,92390.80982711556,93065.70381852739,89964.14775854148,True
2011-08-26,93607.82529572338,94641.03474253892,91566.30189215524,True
2011-08-29,96337.5796178344,97185.80008132679,94137.54232231739,True
2011-08-30,96508.18926296632,97549.33798686792,94368.04496499358,True
2011-08-31,96997.2702456779,97912.87589240904,94493.03908290279,True
2011-09-01,96064.60418562329,96943.4414776327,93459.01899439098,True
2011-09-02,93573.703366697,94641.03474253892,91241.65480845775,True
2011-09-06,92936.76069153775,94277.4968369978,90897.52030860804,True
2011-09-07,95552.77525022748,96579.90357209157,93269.10019956817,True
2011-09-08,94551.8653321201,95974.00706285637,92709.07854881299,True
2011-09-09,92060.9645131938,93308.06242222148,90642.66561743799,True
2011-09-12,92720.6551410373,94035.13823330372,91663.68862615176,True
2011-09-13,93494.0855323021,95004.57264808005,92770.75307796377,True
2011-09-14,94813.46678798908,96458.72427024454,94382.63984090691,True
2011-09-15,96439.94540491357,98034.05519425607,95879.28362674375,True
2011-09-16,97020.01819836214,98639.95170349129,96455.54465027219,True
2011-09-19,96110.10009099181,98276.41379795014,96014.0176660222,True
2011-09-20,95950.864422202,98034.05519425607,95643.9148100898,True
2011-09-21,93050.50045495905,95368.11055362117,93260.97265839398,True
2011-09-22,90138.76251137398,92338.62800744515,90428.38930509145,True
2011-09-23,90559.59963603276,92823.34521483332,91265.9820323266,True
2011-09-26,92754.77707006369,94641.03474253892,92645.75713704461,True
2011-09-27,93823.93084622383,95610.46915731525,93850.21225024693,True
2011-09-28,91958.59872611464,93671.6003277626,91790.30087465978,True
2011-09-29,92618.28935395816,93671.6003277626,91603.62647719601,True
2011-09-30,90411.73794358507,91248.01429082178,89087.57991762804,True
2011-10-03,87636.48771610555,88824.42825388096,86717.62573068042,True
2011-10-04,89558.68971792539,90763.29708343362,87706.19972475487,True
2011-10-05,91344.40400363968,92702.16591298628,89798.57161578887,False
2011-10-06,93107.3703366697,94277.4968369978,95002.30941992224,False
2011-10-07,92390.80982711556,93792.77962960965,94513.86566969127,False
2011-10-10,95518.6533212011,96943.4414776327,97688.75004619252,False
2011-10-11,95484.5313921747,97306.97938317382,98055.08285886573,False
2011-10-12,96360.32757051865,98034.05519425607,98787.74848421219,False
2011-10-13,96212.46587807097,98155.2344961031,98909.85942176993,False
2011-10-14,97804.82256596905,100094.10332565576,100863.6344226938,False
2011-10-17,95973.61237488626,98155.2344961031,98909.85942176993,False
2011-10-18,97895.81437670608,99730.56542011465,100497.30161002056,False
2011-10-19,96667.42493175613,98034.05519425607,98787.74848421219,False
2011-10-20,97111.01000909918,98276.41379795014,99031.97035932766,False
2011-10-21,98976.34212920837,100094.10332565576,100863.6344226938,False
2011-10-24,100238.85350318471,101548.25494782027,102328.96567338667,False
2011-10-25,98293.90354868062,99730.56542011465,100497.30161002056,False
2011-10-26,99237.94358507734,100336.46192934984,101107.85629780925,False
2011-10-27,102661.51046405824,103365.94447552584,104160.62973675276,False
2011-10-28,102763.8762511374,103729.48238106699,104526.962549426,False
2011-10-31,100125.1137397634,101669.4342496673,102451.07661094441,False
2011-11-01,97474.97725204732,98882.31030718535,99642.52504711637,False
2011-11-02,99010.46405823475,100457.64123119687,101229.96723536699,False
2011-11-03,100841.67424931756,102275.33075890249,103061.63129873312,False
2011-11-04,100261.60145586898,101669.4342496673,102451.07661094441,False
2011-11-07,100841.67424931756,102275.33075890249,103061.63129873312,False
2011-11-08,102047.31574158325,103729.48238106699,104526.962549426,False
2011-11-09,98362.14740673339,100094.10332565576,100863.6344226938,False
2011-11-10,99260.6915377616,100699.99983489097,101474.18911048249,False
2011-11-11,101194.26751592358,102638.86866444362,103427.96411140636,False
2011-11-14,100216.10555050045,102032.97215520841,102817.40942361762,False
2011-11-15,100739.30846223839,102760.04796629067,103550.07504896408,False
2011-11-16,99112.82984531391,101063.53774043209,101840.5219231557,False
2011-11-17,97520.47315741582,99367.0275145735,100130.9687973473,False
2011-11-18,97383.98544131029,99003.4896090324,99764.63598467411,False
2011-11-21,95643.76706096451,97306.97938317382,98055.08285886573,False
2011-11-22,95131.9381255687,97185.80008132679,97932.97192130798,False
2011-11-23,93118.74431301183,95246.93125177413,95979.19692038416,False
2011-11-25,92845.76888080072,94883.393346233,95612.86410771092,False
2011-11-28,95621.01910828025,97670.51728871495,98421.41567153897,False
2011-11-29,95905.36851683348,97791.69659056199,98543.5266090967,False
2011-11-30,99829.39035486805,101548.25494782027,102328.96567338667,False
2011-12-01,99761.14649681527,101669.4342496673,102451.07661094441,False
2011-12-02,99704.27661510464,101548.25494782027,102328.96567338667,False
2011-12-05,100796.17834394905,102396.51006074954,103183.74223629085,False
2011-12-06,100875.79617834395,102275.33075890249,103061.63129873312,False
2011-12-07,101217.01546860782,102396.51006074954,103183.74223629085,False
2011-12-08,99033.21201091901,100336.46192934984,101107.85629780925,False
2011-12-09,100705.18653321204,102275.33075890249,103061.63129873312,False
2011-12-12,99260.6915377616,100942.35843858506,101718.41098559798,False
2011-12-13,98316.65150136488,99851.74472196169,100619.4125475783,False
2011-12-14,97213.37579617834,98397.59309979719,99154.0812968854,False
2011-12-15,97577.34303912648,98397.59309979719,99154.0812968854,False
2011-12-16,97645.58689717925,98639.95170349129,99398.3031720009,False
2011-12-19,96656.05095541402,97912.87589240904,98665.63754665444,False
2011-12-20,99533.6669699727,100699.99983489097,101474.18911048249,False
2011-12-21,99829.39035486805,100336.46192934984,101107.85629780925,False
2011-12-22,100773.43039126479,100699.99983489097,101474.18911048249,False
2011-12-23,101569.60873521383,101548.25494782027,102328.96567338667,False
2011-12-27,101671.97452229299,101911.79285336139,102695.2984860599,False
2011-12-28,100432.21110100091,100578.82053304394,101352.07817292472,False
2011-12-29,101342.12920837122,101548.25494782027,102328.96567338667,False
2011-12-30,100955.41401273884,101305.89634412617,102084.74379827117,False
2012-01-03,102445.40491355775,102760.04796629067,103550.07504896408,False
2012-01-04,102627.38853503185,103002.40656998474,103794.29692407955,False
2012-01-05,102957.23384895359,103244.76517367882,104038.51879919504,False
2012-01-06,102752.50227479526,103123.58587183179,103916.4078616373,False
2012-01-09,102911.73794358507,103123.58587183179,103916.4078616373,False
2012-01-10,103787.53412192903,103971.84098476106,104771.18442454147,False
2012-01-11,103889.89990900819,103971.84098476106,104771.18442454147,False
2012-01-12,104117.37943585077,104214.19958845514,105015.40629965696,False
2012-01-13,103685.16833484986,103850.66168291404,104649.07348698373,False
2012-01-17,103958.14376706099,104577.73749399628,105381.73911233018,False
2012-01-18,105118.28935395816,105547.17190877261,106358.62661279211,False
2012-01-19,105686.98817106462,106395.42702170188,107213.4031756963,False
2012-01-20,105686.98817106462,106031.88911616078,106847.07036302306,False
2012-01-23,105789.35395814377,106274.24771985486,107091.29223813856,False
2012-01-24,105630.11828935395,106274.24771985486,107091.29223813856,True
2012-01-25,106562.78434940855,107607.22004017231,103906.26481412066,True
2012-01-26,106016.83348498635,107122.50283278413,103423.92958937286,True
2012-01-27,105880.3457688808,107364.86143647821,103619.66505881323,True
2012-01-30,105527.7525022748,107122.50283278413,103258.72483292717,True
2012-01-31,105470.88262056414,107243.68213463118,103335.94243693107,True
2012-02-01,106471.79253867152,108091.93724756046,104388.60003886845,True
2012-02-02,106687.89808917195,108455.4751531016,104653.29491538387,True
2012-02-03,108200.63694267515,109909.62677526608,106125.07332505619,True
2012-02-06,108041.40127388535,109788.44747341904,105742.22636502051,True
2012-02-07,108371.24658780711,110030.80607711311,105995.78776653948,True
2012-02-08,108598.72611464969,110151.98537896016,106337.33260978493,True
2012-02-09,108723.83985441309,110636.70258634833,106778.36757310016,True
2012-02-10,107984.5313921747,110030.80607711311,105838.83749630736,True
2012-02-13,108814.83166515014,110879.06119004241,106536.31284992445,True
2012-02-14,108655.59599636032,110879.06119004241,106627.17528043379,True
2012-02-15,108177.8889899909,110273.1646808072,106274.12746956038,True
2012-02-16,109360.78252957236,111363.77839743056,107621.64116837636,True
2012-02-17,109622.38398544131,111363.77839743056,107572.07899929959,True
2012-02-21,109690.62784349408,111484.9576992776,107318.88337969681,True
2012-02-22,109315.28662420383,111363.77839743056,107068.20467767604,True
2012-02-23,109849.86351228389,111969.67490666578,107429.50697476303,True
2012-02-24,110009.09918107372,112333.21281220687,107652.90715591882,True
2012-02-27,110202.45677888989,112454.39211405393,107854.0255442205,True
2012-02-28,110589.1719745223,112817.93001959506,108523.47040420596,True
2012-02-29,109986.35122838944,112454.39211405393,107820.98162435912,True
2012-03-01,110714.28571428572,113181.4679251362,108333.84756210163,True
2012-03-02,110407.18835304822,112939.10932144208,107939.87269314245,True
2012-03-05,109940.8553230209,112333.21281220687,106909.48204119795,True
2012-03-06,108212.01091901728,110757.88188819535,105699.15373734197,True
2012-03-07,109076.43312101912,111484.9576992776,106591.9913570526,True
2012-03-08,110134.21292083712,112817.93001959506,107788.30905248693,True
2012-03-09,110555.05004549591,113181.4679251362,108267.76714380948,True
2012-03-12,110600.54595086441,113060.28862328915,107926.22415592168,True
2012-03-13,112590.99181073705,114999.1574528418,109946.42563006458,True
2012-03-14,112500.0,115120.33675468882,109874.95301612285,True
2012-03-15,113080.07279344858,115726.23326392403,110781.43546233897,True
2012-03-16,113239.30846223839,115726.23326392403,110773.17912076776,True
2012-03-19,113717.01546860785,116453.30907500628,111583.40694082492,True
2012-03-20,113398.54413102822,116089.77116946517,111145.2509662926,True
2012-03-21,113216.56050955413,115968.59186761812,111200.19976494597,True
2012-03-22,112340.76433121019,115362.69535838293,110607.60858240584,True
2012-03-23,112784.34940855321,115483.87466022995,110726.12273712704,True
2012-03-26,114308.46223839854,117180.38488608853,112377.11836702435,True
2012-03-27,113989.99090081894,116938.02628239445,112189.6503713011,True
2012-03-28,113444.04003639672,116574.48837685332,111578.0203112483,True
2012-03-29,113250.68243858052,116453.30907500628,111550.36673167883,True
2012-03-30,113626.0236578708,116695.66767870038,111886.53051142069,True
2012-04-02,114535.94176524114,117786.28139532375,112746.69555925911,True
2012-04-03,114092.3566878981,117665.10209347669,112248.2060118545,True
2012-04-04,112898.08917197453,116453.30907500628,110873.02760132309,True
2012-04-05,112863.96724294814,116695.66767870038,111184.41122420537,True
2012-04-09,111612.82984531391,115605.05396207699,109985.58032190436,True
2012-04-10,109667.87989080981,113787.36443437141,108249.1033250013,True
2012-04-11,110566.42402183803,114514.4402454536,109191.50496914636,True
2012-04-12,112090.53685168333,115968.59186761812,110729.37121854145,True
2012-04-13,110748.40764331211,114756.79884914772,109478.10101373844,True
2012-04-16,110623.29390354868,114029.72303806547,109072.61761107834,True
2012-04-17,112318.01637852594,115968.59186761812,110787.18787383178,True
2012-04-18,111931.30118289351,115726.23326392403,110426.24764794568,True
2012-04-19,111203.36669699727,114635.61954730068,109475.22573567087,True
2012-04-20,111373.97634212922,114756.79884914772,109065.0872672666,True
2012-04-23,110429.93630573248,113666.18513252436,107899.29842946933,True
2012-04-24,110828.02547770701,113545.0058306773,107491.67502328938,True
2012-04-25,112386.26023657869,115847.4125657711,109693.96714036721,True
2012-04-26,113159.6906278435,116453.30907500628,110757.39058002713,True
2012-04-27,113387.17015468607,117059.20558424147,111333.45980263659,True
2012-04-30,112898.08917197453,116332.12977315923,110630.61080694647,True
2012-05-01,113637.39763421292,116695.66767870038,111010.94827083085,True
2012-05-02,113284.8043676069,116695.66767870038,111167.89297498998,True
2012-05-03,112454.50409463148,115847.4125657711,109916.98855210321,True
2012-05-04,110623.29390354868,113666.18513252436,107734.09552838131,True
2012-05-07,110702.91173794358,113666.18513252436,107684.53521466219,True
2012-05-08,110236.57870791628,113181.4679251362,107045.25899647053,True
2012-05-09,109611.01000909919,112575.57141590098,106510.48446922074,True
2012-05-10,109804.36760691539,112454.39211405393,106474.57083736475,True
2012-05-11,109451.77434030938,112212.03351035985,106452.29275522594,True
2012-05-14,108291.62875341218,111121.41979373648,105294.77324650346,True
2012-05-15,107688.80800727935,110636.70258634833,104729.83564353282,True
2012-05-16,107233.84895359418,110273.1646808072,104233.85373692191,True
2012-05-17,105607.37033666969,108213.11654940751,102285.12116600541,True
2012-05-18,104777.07006369428,107364.86143647821,101232.47098549866,True
2012-05-21,106540.03639672429,109788.44747341904,103478.93307600371,True
2012-05-22,106767.51592356688,109788.44747341904,103338.50847641758,True
2012-05-23,106767.51592356688,110273.1646808072,103573.03471113919,True
2012-05-24,106960.87352138308,110151.98537896016,103322.3560091184,True
2012-05-25,106722.02001819835,109788.44747341904,103239.38784897937,True
2012-05-29,107939.03548680618,111121.41979373648,104642.21427300727,True
2012-05-30,106380.8007279345,109667.26817157202,103228.25437398293,True
2012-05-31,106119.1992720655,109182.55096418383,102679.83502022766,True
2012-06-01,103525.93266606005,106395.42702170188,99755.66616209301,True
2012-06-04,103491.81073703367,106758.96492724301,99995.57902639125,True
2012-06-05,104094.63148316651,107122.50283278413,100731.10244931116,True
2012-06-06,106574.15832575067,109546.08886972495,103200.5933729828,True
2012-06-07,106562.78434940855,109546.08886972495,102985.82830281802,True
2012-06-08,107438.5805277525,110273.1646808072,103771.27967673095,True
2012-06-11,106141.94722474976,108576.65445494864,102145.06605905085,True
2012-06-12,107370.33666969973,110030.80607711311,103757.27092366693,True
2012-06-13,106665.15013648772,136162.83636092377,121163.92995423304,True
2012-06-14,107848.04367606912,138129.08670548585,122422.88653196717,True
2012-06-15,108803.45768880802,139259.68065360904,123640.97008046335,True
2012-06-18,109030.93721565059,138817.27432608258,123612.55471819939,True
2012-06-19,110145.58689717927,140341.1183431182,124940.60142377323,True
2012-06-20,109963.60327570517,140046.18079143387,124951.2049671438,True
2012-06-21,107552.32029117379,137293.43030904696,122089.49703241825,True
2012-06-22,108325.75068243856,138374.8679985561,123123.19236553482,True
2012-06-25,106608.28025477707,136015.36758508164,120539.86815274802,True
2012-06-26,107120.1091901729,137096.80527459076,121281.04701555362,True
2012-06-27,108075.52320291173,138030.77418825772,122275.72543408134,True
2012-06-28,107825.29572338489,138030.77418825772,122089.58058038368,True
2012-06-29,110509.55414012738,141225.93099817113,125360.86966650668,True
2012-07-02,110805.27752502274,141619.18106708353,125594.93072007985,True
2012-07-03,111533.21201091901,142012.43113599595,126183.5671474403,True
2012-07-05,111055.50500454959,141422.55603262733,125495.62945974406,True
2012-07-06,110031.84713375795,140095.33705004794,123921.17675827414,True
2012-07-09,109883.98544131029,139849.55575697767,123451.34242886107,True
2012-07-10,108871.70154686079,138915.58684331068,122438.931757314,True
2012-07-11,108894.44949954504,139063.05561915284,122344.9846488976,True
2012-07-12,108325.75068243856,138964.74310192472,121878.71467430891,True
2012-07-13,110168.33484986353,141078.46222232896,123655.36342796042,False
2012-07-16,109918.10737033667,140930.99344648683,134616.46801872447,False
2012-07-17,110702.91173794358,142110.74365322405,135743.35857765345,False
2012-07-18,111499.09008189263,142897.24379104888,136494.61895027276,False
2012-07-19,111783.43949044587,142405.68120490835,136025.08121738568,False
2012-07-20,110759.78161965423,141127.61848094303,134804.2831118793,False
2012-07-23,109656.50591446769,140095.33705004794,133818.25387281645,False
2012-07-24,108792.08371246589,138915.58684331068,132691.36331388747,False
2012-07-25,108712.46587807097,139013.89936053878,132785.27086046487,False
2012-07-26,110486.80618744313,141373.3997740133,135039.05197832285,False
2012-07-27,112625.1137397634,143732.90018748777,137292.83309618078,False
2012-07-30,112568.24385805278,143536.27515303154,137105.01800302597,False
2012-07-31,111840.3093721565,115366.10170557415,110197.0316173946,False
2012-08-01,111715.19563239306,114878.81088527605,109731.57425047846,False
2012-08-02,110930.39126478617,114391.52006497794,109266.11688356234,False
2012-08-03,113102.82074613284,116584.32875631939,111360.67503468494,False
2012-08-06,113398.54413102822,116949.79687154295,111709.76805987203,False
2012-08-07,113910.37306642401,117558.9103969156,112291.58976851721,False
2012-08-08,114035.48680618744,117315.26498676652,112058.86108505916,False
2012-08-09,114160.60054595087,117558.9103969156,112291.58976851721,False
2012-08-10,114342.58416742494,117802.55580706462,112524.31845197525,False
2012-08-13,114251.59235668792,117802.55580706462,112524.31845197525,False
2012-08-14,114308.46223839854,117924.37851213916,112640.6827937043,False
2012-08-15,114433.57597816196,118168.02392228818,112873.41147716237,False
2012-08-16,115207.00636942676,119264.4282679589,113920.69055272367,False
2012-08-17,115479.98180163786,119751.71908825698,114386.14791963978,False
2012-08-20,115445.85987261147,119751.71908825698,114386.14791963978,False
2012-08-21,115081.89262966336,119142.60556288439,113804.32621099464,False
2012-08-22,115104.6405823476,119508.07367810796,114153.41923618174,False
2012-08-23,114194.72247497726,118655.31474258628,113338.8688440785,False
2012-08-24,114911.2829845314,119386.25097303344,114037.05489445273,False
2012-08-27,114911.2829845314,119386.25097303344,114037.05489445273,False
2012-08-28,114797.54322111011,119386.25097303344,114037.05489445273,False
2012-08-29,114911.2829845314,119508.07367810796,114153.41923618174,False
2012-08-30,114035.48680618744,118533.49203751175,113222.50450234947,False
2012-08-31,114638.3075523203,119142.60556288439,113804.32621099464,False
2012-09-04,114342.58416742494,118898.96015273534,113571.59752753656,False
