Date,A1V12,EffectiveHolding,MGK Buy Hold,MGV Buy Hold,VOO Benchmark,BIL Buy Hold
2014-06-09,195494.82925561166,MGK,167768.58333689327,162472.30359886817,165006.20394341092,99808.11250407143
2014-06-10,195469.2091812972,MGK,167746.596854749,162583.63848229285,165042.99873401414,99808.11250407143
2014-06-11,195239.10195628987,MGK,167549.12481263894,161915.57174081416,164509.06006999812,99786.27777797851
2014-06-12,193321.2351366579,MGK,165903.26133592374,160746.5482847384,163284.56326507858,99808.11250407143
2014-06-13,194392.44152667306,MGV,166254.36014925732,161637.2560726013,163800.17356717124,99786.27777797851
2014-06-16,194358.95445366757,MGV,166429.96179413408,161609.4115815707,163938.29209868977,99808.11250407143
2014-06-17,194961.56633524623,MGV,166627.43383624413,162110.4831780286,164370.90702179048,99786.27777797851
2014-06-18,196668.81986900544,MGV,167944.10372233234,163530.06397268226,165595.36931002088,99808.11250407143
2014-06-19,197003.4660854199,MGV,167988.0186441654,163808.32219996466,165797.9305001287,99808.11250407143
2014-06-20,197639.54776972404,MGV,167966.0669874944,164337.22392722062,166129.32523238144,99808.11250407143
2014-06-23,197727.09081926759,MGV,167913.213527514,164410.0159463203,166054.42401698843,99808.11250407143
2014-06-24,196279.85862185227,MGV,166878.3165459074,163206.64281384164,165074.16730429057,99808.11250407143
2014-06-25,196885.68277551912,MGV,168221.48861717797,163710.385413565,165777.04790321036,99786.27777797851
2014-06-26,197040.28385943585,MGK,168353.58163741019,163346.59764085792,165693.79364905,99786.27777797851
2014-06-27,197633.03683325765,MGK,168860.03688714132,163318.58082703594,165980.42023551255,99808.11250407143
2014-06-30,197864.9724254487,MGK,169058.20543871738,163094.73352111253,165934.23690546837,99786.27777797851
2014-07-01,199565.82890600775,MGK,170511.43761411146,163990.2232664345,167099.43403847766,99808.11250407143
2014-07-02,199720.42998992445,MGK,170643.53063434368,164298.03485242816,167219.72470006507,99808.11250407143
2014-07-03,200596.61149099702,MGK,171392.15061692166,165109.61775861037,168061.18980580653,99786.27777797851
2014-07-07,199978.17998227736,MGK,170863.7553190106,164577.88706553026,167515.63627590123,99808.11250407143
2014-07-08,198122.6544851696,MGK,169278.37208092882,163626.4211334948,166433.67613870773,99808.11250407143
2014-07-09,199205.01152437698,MGK,170203.1509159564,164186.12555969905,167127.16819818655,99786.27777797851
2014-07-10,198225.6811148682,MGK,169366.39926894367,163850.28279965086,166489.09268309185,99786.27777797851
2014-07-11,198715.3666994122,MGK,169784.79250518666,163990.2232664345,166711.10402751947,99786.27777797851
2014-07-14,200107.02101213782,MGK,170973.83864011636,164605.875158887,167534.10270458108,99786.27777797851
2014-07-15,199153.51858931727,MGK,170159.1547346856,164689.810718492,167247.4416014294,99786.27777797851
2014-07-16,200947.13013786767,MGV,170093.07920334177,166173.03606407277,167885.49985817957,99786.27777797851
2014-07-17,198747.51746618358,MGV,167847.17282164344,164354.06848007205,165915.75321844395,99786.27777797851
2014-07-18,200371.8345344333,MGV,170005.01718985362,165697.29591793873,167663.55754713016,99764.49467062342
2014-07-21,199965.72921939462,MGV,169674.73240106314,165361.46751812316,167302.92717919176,99786.27777797851
2014-07-22,200811.78485327814,MGV,170555.45701236444,166061.11241111107,168052.0428831894,99764.49467062342
2014-07-23,201745.06481887755,MGK,171348.1196101776,166257.000344143,168449.6924002103,99786.27777797851
2014-07-24,201563.569795765,MGK,171193.9704568545,166284.9740772671,168449.6924002103,99786.27777797851
2014-07-25,200189.5982095452,MGK,170027.015280489,165725.26965106287,167645.07386010577,99786.27777797851
2014-07-28,200121.99852736114,MGV,170291.2013209534,165669.307824582,167719.14667495986,99786.27777797851
2014-07-29,199209.22067862522,MGV,169740.77310693372,164913.67238464803,167006.96382832192,99786.27777797851
2014-07-30,198837.41375331534,MGV,170335.3019786441,164605.875158887,167006.96382832192,99786.27777797851
2014-07-31,194801.9728620641,MGK,166878.3165459074,161331.67032266222,163650.025969494,99764.49467062342
2014-08-01,194159.4824525352,MGK,166327.923157361,160939.90881683098,163252.37645247305,99786.27777797851
2014-08-04,195573.1158341406,MGK,167538.92094896163,162059.33202947208,164399.14167349163,99786.27777797851
2014-08-05,193876.70157248015,MGK,166085.67716507646,160324.2569243785,162734.50530724297,99764.49467062342
2014-08-06,193979.5125048636,MGK,166173.7507870557,160240.24956361047,162836.20873173862,99764.49467062342
2014-08-07,193002.8154226877,MGK,165337.05718249848,159400.72164476934,161957.672701881,99786.27777797851
2014-08-08,195161.8585536734,MGK,167186.61485255358,161219.7179492353,163835.0181648391,99764.49467062342
2014-08-11,196035.75825439938,MGK,167935.24644362266,161499.5701623374,164297.40373230685,99764.49467062342
2014-08-12,195496.03812445342,MGK,167472.8918515822,161499.5701623374,164103.16106427723,99764.49467062342
2014-08-13,197012.4824384423,MGK,168771.96326516208,162423.04800101614,165259.10772460204,99786.27777797851
2014-08-14,198014.87209051396,MGK,169630.66656884577,163150.68098736077,165980.42023551255,99764.49467062342
2014-08-15,198580.3660959566,MGK,170115.10051095934,162898.8025073828,165934.23690546837,99786.27777797851
2014-08-18,200430.949327925,MGK,171700.41409809454,163990.2232664345,167312.12587684256,99764.49467062342
2014-08-19,201767.51855077664,MGK,172845.39440080684,164689.810718492,168199.96415441835,99786.27777797851
2014-08-20,202230.1474201019,MGK,173241.70828697676,165081.61530502103,168662.36698023064,99764.49467062342
2014-08-21,202410.07671497302,MGK,173395.84583180875,165893.16949073804,169143.2362347228,99786.27777797851
2014-08-22,202332.9990052858,MGK,173329.8167344293,165333.50814523164,168875.11059362924,99786.27777797851
2014-08-25,203335.34800455696,MGK,174188.4852126397,166201.0241574295,169753.57759010862,99786.27777797851
2014-08-26,203566.68954108655,MGK,174386.66537270686,166452.87391694228,169892.30016368677,99786.27777797851
2014-08-27,203361.0541253862,MGK,174210.50652025727,166396.8977302288,169864.58326232244,99764.49467062342
2014-08-28,203052.6077773024,MGK,173946.27404582847,166284.9740772671,169735.09390308423,99786.27777797851
2014-08-29,203463.86505776964,MGK,174298.58014223652,166788.68795652525,170151.27888216323,99786.27777797851
2014-09-02,203746.5917340907,MGK,174540.77970055665,166508.80702295792,170104.99200205167,99764.49467062342
2014-09-03,202898.39815419397,MGK,173814.16941710515,166872.65223659546,170031.0399956095,99786.27777797851
2014-09-04,202307.23868072257,MGK,173307.7489928473,166816.64732941677,169753.57759010862,99764.49467062342
2014-09-05,203258.3109476702,MGK,174122.49094073355,167600.2708627075,170567.49837793133,99786.27777797851
2014-09-08,202872.75978803218,MGK,173792.20615194307,167012.5496226813,170132.76067844967,99764.49467062342
2014-09-09,201484.73767072157,MGK,172603.1484085223,166117.10295805713,169032.21330416444,99764.49467062342
2014-09-10,202641.40470056908,MGK,173594.0143833848,166312.97653085645,169698.17830406906,99786.27777797851
2014-09-11,202769.9624065822,MGK,173704.14413845493,166732.7261300444,169855.3500479825,99764.49467062342
2014-09-12,201484.73767072154,MGK,172603.1484085223,165865.21011784652,168847.3419172312,99764.49467062342
2014-09-15,201926.6313658004,MGV,171788.49932856488,166228.983530321,168736.33624501742,99764.49467062342
2014-09-16,203456.40830736188,MGV,173307.7489928473,167488.31848928056,169993.98632983785,99764.49467062342
2014-09-17,203728.3093426214,MGV,173527.92724354987,167712.15143497137,170234.44684460078,99764.49467062342
2014-09-18,204884.17220894148,MGV,174386.66537270686,168663.67480793726,171122.28512217657,99786.27777797851
2014-09-19,205122.12704450797,MGV,174056.40380089858,168859.56274096918,170955.8801639232,99786.27777797851
