Date,AVUV,BIL,FBTC,FIKQX,FIWDX,IMCB,JBND,JIVE,JPIE,MGK,MGV,MTUM,PIMIX,SPHB,VEU,VOO,XLF,XLG,XLV,EFV,DFSVX,JMSIX,WOBDX,FSRIX,FGBPX,XLRE,DXY,VIX,NERYX,VFINX,JMSFX,FRDM
2008-01-02,36.37938529743085,91.66000366210938,,7.239999771118164,11.77973599928819,20.372499465942383,55.82901412267326,69.87456046531051,,9.871999740600586,49.529998779296875,,10.119999885559082,,58.400001525878906,132.18500014982615,23.038179397583008,10.906000137329102,34.939998626708984,71.77999877929688,23.450000762939453,,10.880000114440918,11.770000457763672,7.239999771118164,,75.97000122070312,23.170000076293945,11.510000228881836,133.22000122070312,,
2008-01-03,35.78986696819278,91.5999984741211,,7.239999771118164,11.76972749872923,20.212499618530273,55.82901412267326,70.14712652781976,,9.881999969482422,49.369998931884766,,10.119999885559082,,58.529998779296875,132.18500014982615,22.891958236694336,10.95199966430664,35.150001525878906,72.05999755859375,23.06999969482422,,10.880000114440918,11.760000228881836,7.239999771118164,,75.88999938964844,22.489999771118164,11.510000228881836,133.22000122070312,,
2008-01-04,34.65737512384563,91.58000183105469,,7.25,11.76972749872923,19.614999771118164,56.03426765316128,68.73562052116758,,9.609999656677246,48.40999984741211,,10.130000114440918,,56.880001068115234,128.94040090583508,22.242080688476562,10.71500015258789,34.790000915527344,70.61000061035156,22.34000015258789,,10.920000076293945,11.760000228881836,7.25,,75.79000091552734,23.940000534057617,11.520000457763672,129.9499969482422,,
2008-01-07,34.85905057817419,91.66000366210938,,7.25,11.74971049761131,19.530000686645508,55.98295304713173,69.1055305450204,,9.543999671936035,48.5099983215332,,10.130000114440918,,56.939998626708984,129.3571360620898,22.2989444732666,10.718999862670898,35.47999954223633,70.98999786376953,22.469999313354492,,10.90999984741211,11.739999771118164,7.25,,76.16999816894531,23.790000915527344,11.520000457763672,130.3699951171875,,
2008-01-08,33.83515343684885,91.5999984741211,,7.25,11.74971049761131,19.100000381469727,56.03426765316128,68.22942003919192,,9.446000099182129,48.04999923706055,,10.130000114440918,,57.09000015258789,127.02540255874258,21.486595153808594,10.503000259399414,35.77000045776367,70.08999633789062,21.809999465942383,,10.920000076293945,11.739999771118164,7.25,,76.11000061035156,25.43000030517578,11.510000228881836,128.02000427246094,,
2008-01-09,34.12991260146788,91.54000091552734,,7.25,11.729694450956538,19.197500228881836,56.08558225919082,68.61880331143438,,9.569999694824219,48.439998626708984,,10.109999656677246,,57.5099983215332,128.76180661325813,21.892770767211914,10.692000389099121,36.40999984741211,70.48999786376953,22.0,,10.930000305175781,11.720000267028809,7.25,,76.41999816894531,24.1200008392334,11.510000228881836,129.77000427246094,,
2008-01-10,34.51775251739365,91.58000183105469,,7.230000019073486,11.729694450956538,19.424999237060547,55.93163844110218,68.70641807545132,,9.633999824523926,48.9900016784668,,10.100000381469727,,57.65999984741211,129.78380321698222,22.266450881958008,10.722999572753906,36.36000061035156,70.58000183105469,22.25,,10.899999618530273,11.720000267028809,7.230000019073486,,75.93000030517578,23.450000762939453,11.449999809265137,130.8000030517578,,
2008-01-11,33.80412849240243,91.62000274658203,,7.260000228881836,11.73970199705235,19.157499313354492,56.136891971590195,67.56747813130839,,9.5,48.599998474121094,,10.149999618530273,,56.65999984741211,128.03746716382895,22.339561462402344,10.63599967956543,36.470001220703125,69.41000366210938,21.790000915527344,,10.9399995803833,11.729999542236328,7.260000228881836,,75.9800033569336,23.68000030517578,11.5,129.0399932861328,,
2008-01-14,34.207479401059544,91.69999694824219,,7.269999980926514,11.759718998170271,19.362499237060547,56.188206577619745,68.54093259848044,,9.597999572753906,48.77000045776367,,10.170000076293945,,57.22999954223633,129.4265994915865,22.648252487182617,10.748000144958496,36.189998626708984,70.41000366210938,22.049999237060547,,10.949999809265137,11.75,7.269999980926514,,75.61000061035156,22.899999618530273,11.529999732971191,130.44000244140625,,
2008-01-15,33.5559082239449,91.68000030517578,,7.289999961853027,11.76972749872923,18.920000076293945,56.39346010810777,66.38959169038621,,9.37600040435791,47.709999084472656,,10.1899995803833,,55.52000045776367,126.20184910462905,21.714054107666016,10.48900032043457,35.779998779296875,68.19999694824219,21.6299991607666,,10.989999771118164,11.760000228881836,7.289999961853027,,75.56999969482422,23.34000015258789,11.59000015258789,127.19000244140625,,
